timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
27081688,0.0,0.0,0.0
71898535,0.0,0.0,0.0
72093684,0.0,0.0,0.0
72292910,0.0,0.0,0.0
72507094,0.0,0.0,0.0
72707073,0.0,0.0,0.0
