timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
27211299,0.28055114,-0.035429258,0.46855462
27235407,0.28074715,-0.03312352,0.47538424
27235992,0.27673048,-0.034025203,0.47296306
27237001,0.28075364,-0.03531132,0.47282997
27240354,0.27374458,-0.03635192,0.47146142
27244303,0.28080398,-0.037697498,0.47055796
27249306,0.2797349,-0.03686953,0.46996748
27252356,0.27827525,-0.032551594,0.46780786
27256303,0.275758,-0.03762,0.47282618
27261307,0.280347,-0.030344363,0.47197798
27265307,0.27373862,-0.037289754,0.4725086
27269312,0.27646998,-0.031871073,0.47061336
27273310,0.27393848,-0.03604473,0.46976545
27278302,0.2752532,-0.034816757,0.47051445
27283309,0.27603653,-0.03626873,0.4748466
27286304,0.27962217,-0.031607844,0.47188178
27289300,0.27349928,-0.03203676,0.4715854
27293312,0.2748948,-0.035685692,0.47172877
27299305,0.27637306,-0.032417707,0.4678635
27302348,0.27351862,-0.03544267,0.47231516
27305306,0.27494708,-0.03591686,0.47535756
27309309,0.27514955,-0.03769914,0.47277945
27315309,0.27325833,-0.032471262,0.475346
27318300,0.27624685,-0.031518523,0.4703907
27322357,0.2747977,-0.030827476,0.46823668
27326306,0.27656838,-0.036396466,0.47252044
27330306,0.27609444,-0.034435228,0.46955
27333321,0.274039,-0.03447884,0.4741499
27337363,0.2768394,-0.036893323,0.471811
27342336,0.27947986,-0.03308695,0.4736524
27346314,0.2776339,-0.032902833,0.472067
27349304,0.28070304,-0.036911022,0.47232687
27353309,0.2796676,-0.034568124,0.47199497
27358384,0.2802747,-0.03582726,0.47419873
27362367,0.28006822,-0.035794247,0.46857217
27366322,0.27480993,-0.03266115,0.46923622
27370306,0.2737622,-0.03095857,0.47146636
27374493,0.28054994,-0.031715263,0.47366992
27379305,0.2762814,-0.030321466,0.4735924
27383307,0.27692044,-0.035876192,0.4697108
27387213,0.27766362,-0.03527299,0.472678
27391385,0.27600107,-0.032114692,0.4697812
27395304,0.2807723,-0.02986729,0.4692092
27399308,0.27537218,-0.034530494,0.4735315
27405303,0.27584347,-0.03303477,0.47040734
27408300,0.27688745,-0.030439686,0.4742893
