timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
27172135,inf,0,1,1,1,0
28192110,inf,0,1,1,1,0
29192113,inf,0,1,1,1,0
30192483,inf,0,1,1,1,0
31212111,inf,0,1,1,1,0
32212112,inf,0,1,1,1,0
33232121,inf,0,1,1,1,0
34252158,inf,0,1,1,1,0
35272131,inf,0,1,1,1,0
36032112,inf,0,1,1,1,1
36552129,inf,0,1,0,1,1
36572170,inf,0,1,0,0,1
37032112,inf,0,0,0,0,0
38032117,inf,0,0,0,0,0
39052110,inf,0,0,0,0,0
40052110,inf,0,0,0,0,0
41052114,inf,0,0,0,0,0
42072110,inf,0,0,0,0,0
43072110,inf,0,0,0,0,0
44072114,inf,0,0,0,0,0
45092110,inf,0,0,0,0,0
46092113,inf,0,0,0,0,0
47112111,inf,0,0,0,0,0
48112111,inf,0,0,0,0,0
49112434,inf,0,0,0,0,0
50132125,inf,0,0,0,0,0
51152110,inf,0,0,0,0,0
52152110,inf,0,0,0,0,0
53152111,inf,0,0,0,0,0
54152111,inf,0,0,0,0,0
55152111,inf,0,0,0,0,0
56152112,inf,0,0,0,0,0
57172111,inf,0,0,0,0,0
58172111,inf,0,0,0,0,0
59172125,inf,0,0,0,0,0
60192114,inf,0,0,0,0,0
61212112,inf,0,0,0,0,0
62232112,inf,0,0,0,0,0
63252110,inf,0,0,0,0,0
64252126,inf,0,0,0,0,0
65272109,inf,0,0,0,0,0
66272112,inf,0,0,0,0,0
67292112,inf,0,0,0,0,0
68312112,inf,0,0,0,0,0
69332112,inf,0,0,0,0,0
70352112,inf,0,0,0,0,0
71352117,inf,0,0,0,0,0
72152107,inf,0,0,1,0,0
72212107,inf,0,0,1,1,0
72252107,inf,0,1,1,1,0
