timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
27082167,40.154030329922925,116.25936845159194,0.9967197,0.070044234,0.004384684,-0.024888135,0.0021363734,1,1,0
