timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
36710385,0.97501594,24.993435,101313.3,1.2037696
36729300,1.1018473,24.993435,101311.766,1.2037513
36731341,1.1018473,24.993435,101311.766,1.2037513
36734328,0.98822755,24.993435,101313.125,1.2037675
36737310,1.0992049,24.993435,101311.8,1.2037517
36740504,1.0992049,24.993435,101311.8,1.2037517
36746319,1.0992049,24.993435,101311.8,1.2037517
36749340,1.033147,24.993435,101312.61,1.2037613
36753362,1.033147,24.993435,101312.61,1.2037613
36758328,1.0199354,24.993435,101312.75,1.203763
36762316,1.0199354,24.993435,101312.75,1.203763
36765387,1.0199354,24.993435,101312.75,1.203763
36770303,0.96180433,24.993435,101313.44,1.2037712
36775313,0.96180433,24.993435,101313.44,1.2037712
36778401,1.0146507,24.993435,101312.82,1.2037638
36782303,1.0146507,24.993435,101312.82,1.2037638
36786310,1.0146507,24.993435,101312.82,1.2037638
36790314,0.9406658,24.993435,101313.69,1.2037742
36794310,0.9406658,24.993435,101313.69,1.2037742
36799367,0.9168849,24.993435,101313.99,1.2037778
36802314,0.9168849,24.993435,101313.99,1.2037778
36805322,0.9168849,24.993435,101313.99,1.2037778
36810310,1.0067238,24.993435,101312.91,1.2037649
36818357,1.0490009,24.993435,101312.41,1.203759
36821303,1.0490009,24.993435,101312.41,1.203759
36825310,1.0490009,24.993435,101312.41,1.203759
36830307,1.1150589,24.993435,101311.61,1.2037495
36835323,1.1150589,24.993435,101311.61,1.2037495
36838329,1.0067238,24.993435,101312.91,1.2037649
36842388,1.0067238,24.993435,101312.91,1.2037649
36922260,1.0067238,24.993435,101312.91,1.2037649
36927420,1.0490009,24.993435,101312.39,1.2037588
36930190,1.1124165,24.993435,101311.625,1.2037497
36934317,1.1124165,24.993435,101311.625,1.2037497
36938356,0.9036733,24.993435,101314.14,1.2037796
36943334,0.9036733,24.993435,101314.14,1.2037796
36946322,0.95123506,24.993435,101313.58,1.2037729
36957969,0.9406658,24.993435,101313.7,1.2037743
36963452,0.9406658,24.993435,101313.7,1.2037743
36966323,1.1282704,24.993435,101311.445,1.2037475
36970311,1.1282704,24.993435,101311.445,1.2037475
36975311,1.1282704,24.993435,101311.445,1.2037475
36978388,1.0357893,24.993435,101312.56,1.2037609
36982303,1.0357893,24.993435,101312.56,1.2037609
36989320,1.0727818,24.993435,101312.1,1.2037554
36992303,1.0727818,24.993435,101312.1,1.2037554
36995303,1.0727818,24.993435,101312.1,1.2037554
36998329,0.92216957,24.993435,101313.94,1.2037772
37004320,0.92216957,24.993435,101313.94,1.2037772
37007396,0.96444666,24.993435,101313.414,1.203771
37011309,0.96444666,24.993435,101313.414,1.203771
37015317,0.96444666,24.993435,101313.414,1.203771
37020303,0.94330806,24.993435,101313.66,1.2037739
37028346,0.90631557,24.993435,101314.12,1.2037793
37031533,0.90631557,24.993435,101314.12,1.2037793
37036309,0.90631557,24.993435,101314.12,1.2037793
37040393,1.0410739,24.993435,101312.49,1.20376
37044328,1.0410739,24.993435,101312.49,1.20376
37046935,0.9116003,24.993435,101314.055,1.2037786
37052312,0.9116003,24.993435,101314.055,1.2037786
37055326,0.9116003,24.993435,101314.055,1.2037786
37060309,1.0648547,24.993435,101312.195,1.2037565
37064310,1.0648547,24.993435,101312.195,1.2037565
37068346,1.1256281,24.993435,101311.47,1.2037479
37072309,1.1256281,24.993435,101311.47,1.2037479
37076309,1.1256281,24.993435,101311.47,1.2037479
37081312,0.94330806,24.993435,101313.68,1.2037741
37085303,0.94330806,24.993435,101313.68,1.2037741
37088334,0.96444666,24.993435,101313.42,1.203771
37098352,0.96444666,24.993435,101313.42,1.203771
37101317,0.95123506,24.993435,101313.58,1.2037729
37105308,0.95123506,24.993435,101313.58,1.2037729
37110310,1.0648547,24.993435,101312.195,1.2037565
37114315,1.0648547,24.993435,101312.195,1.2037565
37118355,1.1044896,24.993435,101311.74,1.2037511
37122340,1.1044896,24.993435,101311.74,1.2037511
37125306,1.1044896,24.993435,101311.74,1.2037511
37129309,0.89574635,24.993435,101314.25,1.2037809
37133338,0.89574635,24.993435,101314.25,1.2037809
37138353,0.92216957,24.993435,101313.93,1.2037771
37143329,0.92216957,24.993435,101313.93,1.2037771
37146306,0.92216957,24.993435,101313.93,1.2037771
37150386,1.0622125,24.993435,101312.25,1.2037572
37155314,1.0622125,24.993435,101312.25,1.2037572
37158384,1.0859933,24.993435,101311.945,1.2037535
37162319,1.0859933,24.993435,101311.945,1.2037535
37165322,1.0859933,24.993435,101311.945,1.2037535
37170313,0.9274542,24.993435,101313.86,1.2037762
37173339,0.9274542,24.993435,101313.86,1.2037762
