timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
36713350,0,32767,32767,32767,-60,-60,32767
36730314,0,32767,32767,32767,-170,-170,32767
36731921,0,32767,32767,32767,-16,-16,32767
36737310,0,32767,32767,32767,-54,-54,32767
36740504,0,32767,32767,32767,-62,-62,32767
36746319,0,32767,32767,32767,-90,-90,32767
36749340,0,32767,32767,32767,-88,-88,32767
36753362,0,32767,-34,32767,-70,-70,32767
36758328,0,32767,32767,32767,-90,-90,32767
36762316,0,32767,32767,32767,-90,-90,32767
36765387,0,32767,32767,32767,-70,-70,32767
36770303,0,32767,32767,32767,-80,-80,32767
36775313,0,32767,32767,32767,-100,-100,32767
36778401,0,32767,32767,32767,-81,-81,32767
36782303,0,32767,32767,32767,-70,-70,32767
36786310,0,32767,32767,32767,-79,-79,32767
36790314,0,32767,32767,32767,-80,-80,32767
36794310,0,32767,32767,32767,-80,-80,32767
36799367,0,32767,32767,32767,-90,-90,32767
36802314,0,32767,32767,32767,-80,-80,32767
36805322,0,32767,32767,32767,-60,-60,32767
36810310,0,32767,32767,32767,-80,-80,32767
36814314,0,32767,32767,32767,-90,-90,32767
36821303,0,32767,32767,32767,-70,-70,32767
36825310,0,32767,32767,32767,-70,-70,32767
36830307,0,32767,32767,32767,-90,-90,32767
36835323,0,32767,32767,32767,-100,-100,32767
36838329,0,32767,32767,32767,-80,-80,32767
36842388,0,32767,32767,32767,-70,-70,32767
36842388,32767,32767,32767,32767,-40,-40,32767
36922260,0,32767,32767,32767,-799,-799,32767
36925467,0,32767,-1,32767,32767,32767,32767
36930190,0,32767,32767,32767,-47,-47,32767
36934317,0,32767,32767,32767,-69,-69,32767
36938356,0,32767,32767,32767,-82,-82,32767
36943334,0,32767,32767,32767,-90,-90,32767
36946322,0,32767,32767,32767,-80,-80,32767
36957969,0,32767,32767,32767,-146,-146,32767
36963452,0,32767,32767,32767,-171,-171,32767
36966323,0,32767,32767,32767,-84,-84,32767
36970311,0,32767,32767,32767,-69,-69,32767
36975311,0,32767,32767,32767,-90,-90,32767
