timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
27961960,0.0,0.0,0.0
72740952,0.0,0.0,0.0
72937130,0.0,0.0,0.0
73136251,0.0,0.0,0.0
73348142,0.0,0.0,0.0
73546162,0.0,0.0,0.0
