timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
27145249,inf,0,1,1,1,0
28145256,inf,0,1,1,1,0
29165255,inf,0,1,1,1,0
30185255,inf,0,1,1,1,0
31185257,inf,0,1,1,1,0
32205332,inf,0,1,1,1,0
33225258,inf,0,1,1,1,0
34245253,inf,0,1,1,1,0
35245253,inf,0,1,1,1,0
36245255,inf,0,1,1,1,0
36905257,inf,0,1,1,1,1
37425256,inf,0,1,0,1,1
37445254,inf,0,1,0,0,1
37925335,inf,0,0,0,0,0
38945257,inf,0,0,0,0,0
39945262,inf,0,0,0,0,0
40965330,inf,0,0,0,0,0
41985253,inf,0,0,0,0,0
42985253,inf,0,0,0,0,0
43985255,inf,0,0,0,0,0
45005569,inf,0,0,0,0,0
46025338,inf,0,0,0,0,0
47025446,inf,0,0,0,0,0
48045257,inf,0,0,0,0,0
49045321,inf,0,0,0,0,0
52085253,inf,0,0,0,0,0
53085255,inf,0,0,0,0,0
54085261,inf,0,0,0,0,0
55105253,inf,0,0,0,0,0
56105253,inf,0,0,0,0,0
57105255,inf,0,0,0,0,0
58125257,inf,0,0,0,0,0
59125334,inf,0,0,0,0,0
60145255,inf,0,0,0,0,0
61165253,inf,0,0,0,0,0
62165253,inf,0,0,0,0,0
63165255,inf,0,0,0,0,0
64165256,inf,0,0,0,0,0
65185330,inf,0,0,0,0,0
66205253,inf,0,0,0,0,0
67205255,inf,0,0,0,0,0
68205329,inf,0,0,0,0,0
69225253,inf,0,0,0,0,0
70165257,inf,0,0,0,0,1
70365255,inf,0,0,0,0,0
71385256,inf,0,0,0,0,0
72405361,inf,0,0,0,0,0
73005250,inf,0,0,1,0,0
73045304,inf,0,0,1,1,0
73105426,inf,0,1,1,1,0
