timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
68544363,inf,0,1,1,1,0
69564327,inf,0,1,1,1,0
70584328,inf,0,1,1,1,0
71604592,inf,0,1,1,1,0
72624315,inf,0,1,1,1,0
73624320,inf,0,1,1,1,0
74624361,inf,0,1,1,1,0
75644310,inf,0,1,1,1,0
76644318,inf,0,1,1,1,0
77484530,inf,0,1,1,1,1
78105418,inf,0,1,0,1,1
78124329,inf,0,1,0,0,1
78504311,inf,0,0,0,0,0
79504320,inf,0,0,0,0,0
80504329,inf,0,0,0,0,0
81524323,inf,0,0,0,0,0
83544334,inf,0,0,0,0,0
84564306,inf,0,0,0,0,0
85584391,inf,0,0,0,0,0
86604351,inf,0,0,0,0,0
87624306,inf,0,0,0,0,0
88644328,inf,0,0,0,0,0
89664314,inf,0,0,0,0,0
90684307,inf,0,0,0,0,0
91684335,inf,0,0,0,0,0
92704306,inf,0,0,0,0,0
93704398,inf,0,0,0,0,0
94724331,inf,0,0,0,0,0
95724337,inf,0,0,0,0,0
96744332,inf,0,0,0,0,0
97764326,inf,0,0,0,0,0
98764333,inf,0,0,0,0,0
99784304,inf,0,0,0,0,0
100784321,inf,0,0,0,0,0
101784331,inf,0,0,0,0,0
102804314,inf,0,0,0,0,0
103804379,inf,0,0,0,0,0
104824308,inf,0,0,0,0,0
105844314,inf,0,0,0,0,0
106864375,inf,0,0,0,0,0
107884308,inf,0,0,0,0,0
108884611,inf,0,0,0,0,0
109904336,inf,0,0,0,0,0
110924345,inf,0,0,0,0,0
111944320,inf,0,0,0,0,0
112964304,inf,0,0,0,0,0
113584337,inf,0,0,1,0,0
113644259,inf,0,0,1,1,0
113684259,inf,0,1,1,1,0
