timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
34989444,0,1200.0,0.18796422,0.0,0.5387947,0.0,0,0,0,0,0,0,0,1,0,1,36
35034537,34030304,800000.0,1.0,18.881207,23.46222,0.0,255,190,6,4,4,5,0,0,1,1,46
35041624,35041195,800000.0,1.0,18.881207,23.46222,0.0,255,190,6,4,4,5,0,0,1,1,46
35903827,0,20000.0,0.91766685,0.0,7.4838295,0.0,0,0,0,0,0,0,0,0,0,0,35
35997375,0,1200.0,0.18796422,0.0,0.59920573,0.0,0,0,0,0,0,0,0,1,0,1,36
36030423,36026325,800000.0,1.0,22.991087,29.816021,0.0,255,190,6,4,4,5,0,0,1,1,46
36904509,0,20000.0,0.91766685,0.0,16.598629,0.0,0,0,0,0,0,0,0,0,0,0,35
37005518,0,1200.0,0.15552334,0.0,0.46719468,0.0,0,0,0,0,0,0,0,1,0,1,36
37025210,37024334,800000.0,1.0,25.035147,40.23302,0.0,255,190,6,4,4,5,0,0,1,1,46
37905477,0,20000.0,0.91766685,0.0,16.377771,0.0,0,0,0,0,0,0,0,0,0,0,35
38006368,0,1200.0,0.15552334,0.0,0.5315476,0.0,0,0,0,0,0,0,0,1,0,1,36
38026715,37024334,800000.0,1.0,24.241823,38.972603,0.0,255,190,6,4,4,5,0,0,1,1,46
38042714,38040895,800000.0,1.0,24.241823,38.972603,0.0,255,190,6,4,4,5,0,0,1,1,46
38908461,0,20000.0,0.91766685,0.0,16.9777,0.0,0,0,0,0,0,0,0,0,0,0,35
39013596,0,1200.0,0.15552334,0.0,0.49144828,0.0,0,0,0,0,0,0,0,1,0,1,36
39036300,39033374,800000.0,1.0,25.030458,39.77529,0.0,255,190,6,4,4,5,0,0,1,1,46
39909363,0,20000.0,0.91766685,0.0,16.630705,0.0,0,0,0,0,0,0,0,0,0,0,35
40016733,0,1200.0,0.15552334,0.0,0.6011137,0.0,0,0,0,0,0,0,0,1,0,1,36
40036165,40032363,800000.0,1.0,25.208218,39.93401,0.0,255,190,6,4,4,5,0,0,1,1,46
40911788,0,20000.0,0.91766685,0.0,16.887049,0.0,0,0,0,0,0,0,0,0,0,0,35
41022421,0,1200.0,0.15552334,0.0,0.42259666,0.0,0,0,0,0,0,0,0,1,0,1,36
41027929,41027313,800000.0,1.0,24.971779,40.26919,0.0,255,190,6,4,4,5,0,0,1,1,46
41915121,0,20000.0,0.91766685,0.0,14.00038,0.0,0,0,0,0,0,0,0,0,0,0,35
42024812,0,1200.0,0.15552334,0.0,0.4449912,0.0,0,0,0,0,0,0,0,1,0,1,36
42025208,42024352,800000.0,1.0,20.683588,35.486927,0.0,255,190,6,4,4,5,0,0,1,1,46
42916444,0,20000.0,0.91766685,0.0,16.741455,0.0,0,0,0,0,0,0,0,0,0,0,35
43026617,42024352,800000.0,1.0,24.929012,39.691605,0.0,255,190,6,4,4,5,0,0,1,1,46
43032447,0,1200.0,0.15552334,0.0,0.6847357,0.0,0,0,0,0,0,0,0,1,0,1,36
43032740,43031350,800000.0,1.0,24.929012,39.691605,0.0,255,190,6,4,4,5,0,0,1,1,46
43917965,0,20000.0,0.91766685,0.0,16.71292,0.0,0,0,0,0,0,0,0,0,0,0,35
44033378,0,1200.0,0.15552334,0.0,0.4605652,0.0,0,0,0,0,0,0,0,1,0,1,36
44033615,44031311,800000.0,1.0,25.076046,39.921474,0.0,255,190,6,4,4,5,0,0,1,1,46
44920840,0,20000.0,0.91766685,0.0,16.669659,0.0,0,0,0,0,0,0,0,0,0,0,35
45034877,45031376,800000.0,1.0,25.074919,40.660545,0.0,255,190,6,4,4,5,0,0,1,1,46
45041369,0,1200.0,0.15552334,0.0,0.6210009,0.0,0,0,0,0,0,0,0,1,0,1,36
45922904,0,20000.0,0.91766685,0.0,17.43563,0.0,0,0,0,0,0,0,0,0,0,0,35
46031394,46030531,800000.0,1.0,25.358467,40.775158,0.0,255,190,6,4,4,5,0,0,1,1,46
46046607,0,1200.0,0.15552334,0.0,0.5182852,0.0,0,0,0,0,0,0,0,1,0,1,36
46923156,0,20000.0,0.91766685,0.0,17.05574,0.0,0,0,0,0,0,0,0,0,0,0,35
47033722,47032304,800000.0,1.0,25.157923,40.641876,0.0,255,190,6,4,4,5,0,0,1,1,46
47049120,0,1200.0,0.15552334,0.0,0.49475664,0.0,0,0,0,0,0,0,0,1,0,1,36
47924586,0,20000.0,0.91766685,0.0,15.226388,0.0,0,0,0,0,0,0,0,0,0,0,35
48035774,47032304,800000.0,1.0,23.22074,37.86437,0.0,255,190,6,4,4,5,0,0,1,1,46
48042963,48042332,800000.0,1.0,23.22074,37.86437,0.0,255,190,6,4,4,5,0,0,1,1,46
48054437,0,1200.0,0.15552334,0.0,0.45063505,0.0,0,0,0,0,0,0,0,1,0,1,36
48926556,0,20000.0,0.91766685,0.0,16.93068,0.0,0,0,0,0,0,0,0,0,0,0,35
49023557,49022535,800000.0,1.0,25.146866,40.807064,0.0,255,190,6,4,4,5,0,0,1,1,46
49056745,0,1200.0,0.15552334,0.0,0.48087904,0.0,0,0,0,0,0,0,0,1,0,1,36
49928490,0,20000.0,0.91766685,0.0,16.576553,0.0,0,0,0,0,0,0,0,0,0,0,35
50025724,50025311,800000.0,1.0,25.139784,40.639236,0.0,255,190,6,4,4,5,0,0,1,1,46
50061635,0,1200.0,0.15552334,0.0,0.6240824,0.0,0,0,0,0,0,0,0,1,0,1,36
50928597,0,20000.0,0.91766685,0.0,16.884192,0.0,0,0,0,0,0,0,0,0,0,0,35
51028564,50025311,800000.0,1.0,25.365734,40.27161,0.0,255,190,6,4,4,5,0,0,1,1,46
51035710,51032310,800000.0,1.0,25.365734,40.27161,0.0,255,190,6,4,4,5,0,0,1,1,46
51064881,0,1200.0,0.15552334,0.0,0.37468597,0.0,0,0,0,0,0,0,0,1,0,1,36
51928708,0,20000.0,0.91766685,0.0,16.884192,0.0,0,0,0,0,0,0,0,0,0,0,35
52028143,52026312,800000.0,1.0,25.359928,40.345795,0.0,255,190,6,4,4,5,0,0,1,1,46
52065369,0,1200.0,0.15552334,0.0,0.5867137,0.0,0,0,0,0,0,0,0,1,0,1,36
52930359,0,20000.0,0.91766685,0.0,17.228138,0.0,0,0,0,0,0,0,0,0,0,0,35
53030439,52026312,800000.0,1.0,18.882936,35.785133,0.0,255,190,6,4,4,5,0,0,1,1,46
53034543,53032387,800000.0,1.0,18.882936,35.785133,0.0,255,190,6,4,4,5,0,0,1,1,46
53073402,0,1200.0,0.15552334,0.0,0.5069283,0.0,0,0,0,0,0,0,0,1,0,1,36
53933888,0,20000.0,0.91766685,0.0,7.4120507,0.0,0,0,0,0,0,0,0,0,0,0,35
54032691,54030310,800000.0,1.0,11.63778,29.933569,0.0,255,190,6,4,4,5,0,0,1,1,46
54075474,0,1200.0,0.15552334,0.0,0.49398088,0.0,0,0,0,0,0,0,0,1,0,1,36
54934460,0,20000.0,0.91766685,0.0,7.201764,0.0,0,0,0,0,0,0,0,0,0,0,35
55033848,55032359,800000.0,1.0,11.496604,29.921711,0.0,255,190,6,4,4,5,0,0,1,1,46
55083487,0,1200.0,0.15552334,0.0,0.5704234,0.0,0,0,0,0,0,0,0,1,0,1,36
55936664,0,20000.0,0.91766685,0.0,7.252298,0.0,0,0,0,0,0,0,0,0,0,0,35
56028419,56026450,800000.0,1.0,11.562952,29.904358,0.0,255,190,6,4,4,5,0,0,1,1,46
56087368,0,1200.0,0.15552334,0.0,0.5538505,0.0,0,0,0,0,0,0,0,1,0,1,36
56937360,0,20000.0,0.91766685,0.0,7.4058304,0.0,0,0,0,0,0,0,0,0,0,0,35
57028180,57025311,800000.0,1.0,11.738149,29.948082,0.0,255,190,6,4,4,5,0,0,1,1,46
57089501,0,1200.0,0.15552334,0.0,0.49694696,0.0,0,0,0,0,0,0,0,1,0,1,36
57938474,0,20000.0,0.91766685,0.0,7.256069,0.0,0,0,0,0,0,0,0,0,0,0,35
