timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
35457408,0.0,0.0,0.0
67010182,0.0,0.0,0.0
67207347,0.0,0.0,0.0
67406204,0.0,0.0,0.0
67620114,0.0,0.0,0.0
67816849,0.0,0.0,0.0
