timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
35590297,0.0,0.0,0.0,1
35690316,0.0,0.0,0.0,1
35794303,0.0,0.0,0.0,1
35892313,0.0,0.0,0.0,1
35990303,0.0,0.0,0.0,1
36094385,0.0,0.0,0.0,1
36192307,0.0,0.0,0.0,1
36291297,0.0,0.0,0.0,1
36390304,0.0,0.0,0.0,1
36493338,0.0,0.0,0.0,1
36587587,0.0,0.0,0.0,1
36696297,0.0,0.0,0.0,1
36790305,0.0,0.0,0.0,1
36890303,0.0,0.0,0.0,1
36994305,0.0,0.0,0.0,1
37095305,0.0,0.0,0.0,1
37192311,0.0,0.0,0.0,1
37287415,0.0,0.0,0.0,1
37387111,0.0,0.0,0.0,1
37488595,0.0,0.0,0.0,1
37590303,0.0,0.0,0.0,1
37690303,0.0,0.0,0.0,1
37795303,0.0,0.0,0.0,1
37889218,0.0,0.0,0.0,1
37994297,0.0,0.0,0.0,1
38090319,0.0,0.0,0.0,1
38189580,0.0,0.0,0.0,1
38295304,0.0,0.0,0.0,1
38390139,0.0,0.0,0.0,1
38497314,0.0,0.0,0.0,1
38592297,0.0,0.0,0.0,1
38693432,0.0,0.0,0.0,1
38792386,0.0,0.0,0.0,1
38894311,0.0,0.0,0.0,1
38989015,0.0,0.0,0.0,1
39097297,0.0,0.0,0.0,1
39196027,0.0,0.0,0.0,1
39294304,0.0,0.0,0.0,1
39392319,0.0,0.0,0.0,1
39498333,0.0,0.0,0.0,1
39589588,0.0,0.0,0.0,1
39693533,0.0,0.0,0.0,1
39789122,0.0,0.0,0.0,1
39888923,0.0,0.0,0.0,1
39989591,0.0,0.0,0.0,1
40092400,0.0,0.0,0.0,1
40199307,0.0,0.0,0.0,1
40293341,0.0,0.0,0.0,1
40392315,0.0,0.0,0.0,1
40492318,0.0,0.0,0.0,1
40597319,0.0,0.0,0.0,1
40692307,0.0,0.0,0.0,1
40796539,0.0,0.0,0.0,1
40894297,0.0,0.0,0.0,1
41007804,0.0,0.0,0.0,1
41100017,0.0,0.0,0.0,1
41205311,0.0,0.0,0.0,1
41305303,0.0,0.0,0.0,1
41400219,0.0,0.0,0.0,1
41506303,0.0,0.0,0.0,1
41601601,0.0,0.0,0.0,1
41703326,0.0,0.0,0.0,1
41840300,0.0,0.0,0.0,1
41936306,0.0,0.0,0.0,1
42031479,0.0,0.0,0.0,1
42139380,0.0,0.0,0.0,1
42236297,0.0,0.0,0.0,1
42336303,0.0,0.0,0.0,1
42436380,0.0,0.0,0.0,1
42536297,0.0,0.0,0.0,1
42635470,0.0,0.0,0.0,1
42736304,0.0,0.0,0.0,1
42831482,0.0,0.0,0.0,1
42935304,0.0,0.0,0.0,1
43036304,0.0,0.0,0.0,1
43130882,0.0,0.0,0.0,1
43236305,0.0,0.0,0.0,1
43331680,0.0,0.0,0.0,1
43435300,0.0,0.0,0.0,1
43531680,0.0,0.0,0.0,1
43634303,0.0,0.0,0.0,1
43731132,0.0,0.0,0.0,1
43831302,0.0,0.0,0.0,1
43937297,0.0,0.0,0.0,1
44031723,0.0,0.0,0.0,1
44135304,0.0,0.0,0.0,1
44239303,0.0,0.0,0.0,1
44338333,0.0,0.0,0.0,1
44439384,0.0,0.0,0.0,1
44539300,0.0,0.0,0.0,1
44637403,0.0,0.0,0.0,1
67389831,0.0,0.0,0.0,1
67495704,0.0,0.0,0.0,1
67603681,0.0,0.0,0.0,1
67709354,0.0,0.0,0.0,1
67815244,0.0,0.0,0.0,1
67921698,0.0,0.0,0.0,1
