timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
30086871,0.0,-0.0,-0.00023884018,0.0,1.0,0.0,-0.0,-0.00011942009,0.0,0.0,-0.0,1,0,0,0,0,0
36470741,0.0,0.0,0.0017845114,0.0,0.99999964,0.0,0.0,0.00089225563,0.0,0.0,-0.0,1,0,0,0,0,0
36564689,0.0,0.0,0.0016546167,0.0,0.99999964,0.0,0.0,0.0008273083,0.0,0.0,-0.0,1,0,0,0,0,0
36663174,0.0,0.0,0.0016926301,0.0,0.99999964,0.0,0.0,0.00084631494,0.0,0.0,-0.0,1,0,0,0,0,0
36761513,0.0,0.0,0.0015611501,0.0,0.9999997,0.0,0.0,0.00078057504,0.0,0.0,-0.0,1,0,0,0,0,0
36875203,0.0,0.0,0.0013020243,0.0,0.99999976,0.0,0.0,0.0006510122,0.0,0.0,-0.0,1,0,0,0,0,0
36972511,0.0,0.0,0.0011660066,0.0,0.9999998,0.0,0.0,0.0005830033,0.0,0.0,-0.0,1,0,0,0,0,0
37064657,0.0,0.0,0.00100729,0.0,0.9999999,0.0,0.0,0.00050364505,0.0,0.0,-0.0,1,0,0,0,0,0
37161165,0.0,0.0,0.0008150749,0.0,0.99999994,0.0,0.0,0.0004075375,0.0,0.0,-0.0,1,0,0,0,0,0
37281130,0.0,0.0,0.0010591613,0.0,0.9999999,0.0,0.0,0.0005295806,0.0,0.0,-0.0,1,0,0,0,0,0
37382205,0.0,0.0,0.000981524,0.0,0.9999999,0.0,0.0,0.000490762,0.0,0.0,-0.0,1,0,0,0,0,0
37482151,0.0,0.0,0.0009803394,0.0,0.9999999,0.0,0.0,0.0004901697,0.0,0.0,-0.0,1,0,0,0,0,0
37582575,0.0,0.0,0.00096318417,0.0,0.9999999,0.0,0.0,0.00048159205,0.0,0.0,-0.0,1,0,0,0,0,0
37675162,0.0,0.0,0.0009689312,0.0,0.9999999,0.0,0.0,0.00048446556,0.0,0.0,-0.0,1,0,0,0,0,0
37771156,0.0,0.0,0.0010704785,0.0,0.9999999,0.0,0.0,0.00053523923,0.0,0.0,-0.0,1,0,0,0,0,0
37890515,0.0,0.0,0.0011299145,0.0,0.9999999,0.0,0.0,0.00056495727,0.0,0.0,-0.0,1,0,0,0,0,0
37988227,0.0,0.0,0.0011250165,0.0,0.9999999,0.0,0.0,0.00056250824,0.0,0.0,-0.0,1,0,0,0,0,0
38085201,0.0,0.0,0.001122273,0.0,0.9999999,0.0,0.0,0.0005611365,0.0,0.0,-0.0,1,0,0,0,0,0
38177663,0.0,0.0,0.000929886,0.0,0.9999999,0.0,0.0,0.000464943,0.0,0.0,-0.0,1,0,0,0,0,0
