timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
28203185,28202335,800000.0,1.0,18.799915,23.581633,0.0,255,190,6,4,4,5,0,0,1,1,46
29020481,0,20000.0,0.91766685,0.0,1.4184015,0.0,0,0,0,0,0,0,0,0,0,0,35
29080249,0,1200.0,0.18796422,0.0,0.57997227,0.0,0,0,0,0,0,0,0,1,0,1,36
29209878,29207761,800000.0,1.0,20.249624,23.59975,0.0,255,190,6,4,4,5,0,0,1,1,46
30023781,0,20000.0,0.91766685,0.0,15.196238,0.0,0,0,0,0,0,0,0,0,0,0,35
30086888,0,1200.0,0.15552334,0.0,0.50262535,0.0,0,0,0,0,0,0,0,1,0,1,36
30206359,30205247,800000.0,1.0,24.98995,38.253426,0.0,255,190,6,4,4,5,0,0,1,1,46
31025394,0,20000.0,0.91766685,0.0,17.048439,0.0,0,0,0,0,0,0,0,0,0,0,35
31095539,0,1200.0,0.15552334,0.0,0.44514766,0.0,0,0,0,0,0,0,0,1,0,1,36
31203839,31201261,800000.0,1.0,24.631363,40.515762,0.0,255,190,6,4,4,5,0,0,1,1,46
32027366,0,20000.0,0.91766685,0.0,15.512185,0.0,0,0,0,0,0,0,0,0,0,0,35
32100426,0,1200.0,0.15552334,0.0,0.49261668,0.0,0,0,0,0,0,0,0,1,0,1,36
32204614,31201261,800000.0,1.0,22.783163,38.100567,0.0,255,190,6,4,4,5,0,0,1,1,46
32217917,32217405,800000.0,1.0,22.783163,38.100567,0.0,255,190,6,4,4,5,0,0,1,1,46
33030368,0,20000.0,0.91766685,0.0,7.318053,0.0,0,0,0,0,0,0,0,0,0,0,35
33108403,0,1200.0,0.15552334,0.0,0.6001847,0.0,0,0,0,0,0,0,0,1,0,1,36
33220068,33218364,800000.0,1.0,11.504026,29.343111,0.0,255,190,6,4,4,5,0,0,1,1,46
34032499,0,20000.0,0.91766685,0.0,7.3892164,0.0,0,0,0,0,0,0,0,0,0,0,35
34110495,0,1200.0,0.15552334,0.0,0.57287145,0.0,0,0,0,0,0,0,0,1,0,1,36
34219486,34217302,800000.0,1.0,11.533489,29.247808,0.0,255,190,6,4,4,5,0,0,1,1,46
35033395,0,20000.0,0.91766685,0.0,7.2835245,0.0,0,0,0,0,0,0,0,0,0,0,35
35119704,0,1200.0,0.15552334,0.0,0.48260152,0.0,0,0,0,0,0,0,0,1,0,1,36
35201532,35201308,800000.0,1.0,11.530961,29.2795,0.0,255,190,6,4,4,5,0,0,1,1,46
36037938,0,20000.0,0.91766685,0.0,7.2697034,0.0,0,0,0,0,0,0,0,0,0,0,35
36130845,0,1200.0,0.15552334,0.0,0.40247732,0.0,0,0,0,0,0,0,0,1,0,1,36
36202438,35201308,800000.0,1.0,11.567674,29.225855,0.0,255,190,6,4,4,5,0,0,1,1,46
36217557,36217309,800000.0,1.0,11.567674,29.225855,0.0,255,190,6,4,4,5,0,0,1,1,46
37039365,0,20000.0,0.91766685,0.0,7.2898254,0.0,0,0,0,0,0,0,0,0,0,0,35
37135492,0,1200.0,0.15552334,0.0,0.6101645,0.0,0,0,0,0,0,0,0,1,0,1,36
37219484,37217302,800000.0,1.0,11.348781,29.205833,0.0,255,190,6,4,4,5,0,0,1,1,46
38041759,0,20000.0,0.91766685,0.0,7.357152,0.0,0,0,0,0,0,0,0,0,0,0,35
38143587,0,1200.0,0.15552334,0.0,0.47914287,0.0,0,0,0,0,0,0,0,1,0,1,36
38203172,38202354,800000.0,1.0,11.562047,29.253565,0.0,255,190,6,4,4,5,0,0,1,1,46
39043399,0,20000.0,0.91766685,0.0,7.2154016,0.0,0,0,0,0,0,0,0,0,0,0,35
39150568,0,1200.0,0.15552334,0.0,0.6365258,0.0,0,0,0,0,0,0,0,1,0,1,36
39205891,38202354,800000.0,1.0,11.765046,30.08399,0.0,255,190,6,4,4,5,0,0,1,1,46
39221489,39218355,800000.0,1.0,11.765046,30.08399,0.0,255,190,6,4,4,5,0,0,1,1,46
40046237,0,20000.0,0.91766685,0.0,7.342461,0.0,0,0,0,0,0,0,0,0,0,0,35
40159493,0,1200.0,0.15552334,0.0,0.5134177,0.0,0,0,0,0,0,0,0,1,0,1,36
40217545,40217308,800000.0,1.0,11.517527,29.817776,0.0,255,190,6,4,4,5,0,0,1,1,46
41046362,0,20000.0,0.91766685,0.0,7.1458344,0.0,0,0,0,0,0,0,0,0,0,0,35
41160387,0,1200.0,0.15552334,0.0,0.45754427,0.0,0,0,0,0,0,0,0,1,0,1,36
41202860,41202385,800000.0,1.0,11.690133,30.031258,0.0,255,190,6,4,4,5,0,0,1,1,46
42046932,0,20000.0,0.91766685,0.0,7.5190525,0.0,0,0,0,0,0,0,0,0,0,0,35
42166372,0,1200.0,0.15552334,0.0,0.5417495,0.0,0,0,0,0,0,0,0,1,0,1,36
42202896,42202308,800000.0,1.0,11.574826,30.102732,0.0,255,190,6,4,4,5,0,0,1,1,46
43049362,0,20000.0,0.91766685,0.0,7.22412,0.0,0,0,0,0,0,0,0,0,0,0,35
43174310,0,1200.0,0.15552334,0.0,0.45836514,0.0,0,0,0,0,0,0,0,1,0,1,36
43202716,43202139,800000.0,1.0,11.508524,29.98949,0.0,255,190,6,4,4,5,0,0,1,1,46
44052405,0,20000.0,0.91766685,0.0,7.340662,0.0,0,0,0,0,0,0,0,0,0,0,35
