timestamp,load,ram_usage
28484435,0.42310846,0.70646906
29484438,0.5287564,0.77205986
30484408,0.5438362,0.77469176
31484552,0.5438047,0.77469176
32484409,0.4223464,0.77469176
33484406,0.33772302,0.77469176
34484408,0.3354383,0.77469176
35484409,0.33493167,0.77469176
36484406,0.337595,0.77469176
37484409,0.334732,0.77469176
38484408,0.33968234,0.77469176
39484408,0.33736098,0.77469176
40484443,0.3343497,0.77469176
41484409,0.33901,0.77469176
42484408,0.33298266,0.77469176
43484408,0.33792597,0.77469176
44484408,0.33596802,0.77469176
45484410,0.33432,0.77469176
46484408,0.33301532,0.77469176
47484408,0.336425,0.77469176
48484408,0.3343163,0.77469176
49484464,0.33315533,0.77469176
50484406,0.3325153,0.77469176
51484408,0.33508134,0.77469176
52484406,0.33640665,0.77469176
53484406,0.335272,0.77469176
54484408,0.33743334,0.77469176
55484406,0.33910066,0.77469176
56484406,0.35430402,0.77469176
57484408,0.35667628,0.77469176
58484906,0.35302854,0.77469176
59484408,0.3561774,0.77469176
60484408,0.35324836,0.77469176
61484406,0.35315007,0.77469176
62484421,0.3542657,0.77469176
63484406,0.35222626,0.77469176
64484406,0.34724098,0.77469176
65484408,0.3515883,0.77469176
66484558,0.34689766,0.77469176
67484408,0.34883332,0.77469176
68484413,0.3323993,0.77469176
69484406,0.32652426,0.77469176
70484406,0.33316702,0.77469176
71484406,0.33176,0.77469176
72484408,0.32841134,0.77469176
73484407,0.33081633,0.77469176
74484408,0.323938,0.77469176
