timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
29053714,0.0,0.0,0.0
73799669,0.0,0.0,0.0
73994628,0.0,0.0,0.0
74205923,0.0,0.0,0.0
74404891,0.0,0.0,0.0
74603073,0.0,0.0,0.0
