timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
28428994,21617299,40.154030000000006,116.2593688,0.038950786,-0.031438705,0.0028432952,-0.001363383,-0.0016187106,0.0,0.014797501,0.010826978,-0.031023407,-0.019907633,-0.055832334,0.025407556,0.07177722,0.07187646,-0.057303715,0.18935558,0.0031753618,1.1702214,0.1800847,0.031023407,0.22394252,0.18384038,0.20433965,0.095123276,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28549722,21617299,40.154030000000006,116.2593688,0.04334981,-0.030574664,0.000948968,-0.001363383,-0.0016187106,0.0,0.0236777,0.009147851,-0.03749826,-0.025189126,-0.055832334,0.025407556,0.07177722,0.014260548,-0.06197276,-0.09433288,0.0033283068,1.1702214,0.18197903,0.03749826,0.21940707,0.18429375,0.19889781,0.093844555,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28657306,21617299,40.154030000000006,116.2593688,0.048464745,-0.029987363,8.504762e-05,-0.001363383,-0.0016187106,0.0,0.02833396,0.007994696,-0.036399152,-0.022700047,-0.055832334,0.025407556,0.07177722,0.06570867,-0.09313702,0.06378827,0.0030588713,1.1702214,0.18284295,0.036399152,0.21912937,0.18408418,0.20037347,0.092535846,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28746409,21617299,40.154030000000006,116.2593688,0.053033147,-0.0297213,-0.00082319067,-0.001363383,-0.0016187106,0.0,0.030820705,0.009993664,-0.038150225,-0.02371175,-0.055832334,0.025407556,0.07177722,0.01996562,0.09187932,-0.08425743,0.0033609006,1.1702214,0.18375118,0.038150225,0.21593848,0.18419445,0.20439346,0.090654776,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28853894,21617299,40.154030000000006,116.2593688,0.056684177,-0.02955258,-0.004266517,-0.001363383,-0.0016187106,0.0,0.029481294,0.008539159,-0.04333555,-0.029840402,-0.055832334,0.025407556,0.07177722,0.04680703,-0.085862264,0.15559088,0.0034829897,1.1702214,0.18719451,0.04333555,0.2170868,0.18658571,0.2122258,0.088917665,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
28958770,21617299,40.154030000000006,116.2593688,0.05810072,-0.030100415,-0.0063714255,-0.001363383,-0.0016187106,0.0,0.025673727,0.009558217,-0.046056367,-0.032014173,-0.055832334,0.025407556,0.07177722,-0.043850258,0.103440374,-0.035385314,0.0034318909,1.1702214,0.18929942,0.046056367,0.21769553,0.1887146,0.21932152,0.08729508,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29049961,21617299,40.154030000000006,116.2593688,0.057822596,-0.030458832,-0.008246907,-0.001363383,-0.0016187106,0.0,0.025006581,0.007999064,-0.04713564,-0.032648,-0.055832334,0.025407556,0.07177722,0.07212066,-0.028467776,-0.03782425,0.0036017029,1.1702214,0.19117491,0.04713564,0.21621476,0.18994781,0.22201028,0.085679345,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29156512,21617299,40.154030000000006,116.2593688,0.05614334,-0.031827513,-0.010412332,-0.001363383,-0.0016187106,0.0,0.021685429,0.009101957,-0.050028197,-0.035068195,-0.055832334,0.025407556,0.07177722,-0.024092719,0.0032773388,-0.17260072,0.0036696265,1.1702214,0.19334033,0.050028197,0.21687226,0.19107513,0.22823058,0.08421581,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29263261,21617299,40.154030000000006,116.2593688,0.052591294,-0.034261927,-0.013112001,-0.001363383,-0.0016187106,0.0,0.017319735,0.008734479,-0.052156992,-0.037070934,-0.055832334,0.025407556,0.07177722,-0.021542322,0.047775123,0.13522254,0.0035122859,1.1702214,0.19604,0.052156992,0.21720268,0.19200695,0.23380676,0.08287191,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
29354872,21617299,40.154030000000006,116.2593688,0.04832597,-0.035997964,-0.015786678,-0.001363383,-0.0016187106,0.0,0.012953343,0.0044876137,-0.059601493,-0.044074737,-0.055832334,0.025407556,0.07177722,0.051375948,-0.044746198,-0.13301875,0.0036200343,1.1702214,0.19871467,0.059601493,0.21581976,0.193145,0.23544995,0.081709936,inf,inf,inf,inf,1,1,1,1,2,0,2,2,1,1,0
