timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
28413229,0.2786196,-0.03721071,0.4751323
28428994,0.2786387,-0.03635224,0.46940684
28456178,0.27672592,-0.034236174,0.47249168
28459891,0.27916914,-0.03494598,0.47084236
28474887,0.27703705,-0.036071822,0.47412607
28489284,0.28006393,-0.03145265,0.4710039
28504974,0.2774905,-0.032469455,0.46884453
28519374,0.2784787,-0.031232364,0.46953928
28534413,0.27970627,-0.03040338,0.46914056
28549722,0.27562016,-0.03226739,0.46864066
28564883,0.27531138,-0.032232985,0.47169018
28580045,0.276488,-0.03319656,0.47533062
28595063,0.27633023,-0.030710567,0.47266462
28612382,0.2784121,-0.035171725,0.4705247
28629227,0.27357522,-0.03447982,0.47395524
28640714,0.27907467,-0.035197712,0.47183484
28657306,0.28035527,-0.034524884,0.4685572
28671242,0.27511284,-0.037423044,0.474761
28685865,0.27735338,-0.033441655,0.4706024
28701051,0.27367505,-0.036080446,0.4680591
28715930,0.27500063,-0.03410568,0.47361824
28731118,0.2790944,-0.037499648,0.47001824
28746409,0.2792646,-0.03398759,0.4729352
28760657,0.28076336,-0.030714521,0.47350907
28776755,0.27897558,-0.035474107,0.4676794
28791561,0.2755787,-0.036658484,0.47245225
28806825,0.28071454,-0.035854798,0.4720308
28821450,0.2786486,-0.036367968,0.46806082
28836037,0.27837586,-0.031885196,0.47485036
28853894,0.2760382,-0.03251251,0.47533777
28866854,0.28071308,-0.033193324,0.46977955
28882834,0.27986252,-0.035184328,0.47214958
28902237,0.27840635,-0.03250844,0.47139403
28914573,0.2775088,-0.03189913,0.47543147
28927999,0.27599737,-0.03315436,0.47519577
28943807,0.27870005,-0.03494657,0.46782452
28958770,0.27356258,-0.03746787,0.4717378
28974501,0.27970946,-0.035114784,0.47521785
28988699,0.27796018,-0.033077475,0.4751873
29003961,0.27407998,-0.03516345,0.47418806
29019603,0.2758197,-0.031477816,0.47109458
29034759,0.27851903,-0.033730887,0.47473654
29049961,0.27365875,-0.03468899,0.47447652
29065043,0.27963713,-0.03769655,0.46852294
29080095,0.27477875,-0.033695545,0.4685075
29095460,0.2749128,-0.030370018,0.47096938
29110835,0.28120515,-0.03745548,0.46787158
29126553,0.28120947,-0.035752825,0.47128353
29143122,0.27581862,-0.034450553,0.47503313
29156512,0.27383137,-0.03361828,0.46912014
29171753,0.27752748,-0.03603688,0.46853796
29187451,0.27739546,-0.03608229,0.46758804
29202071,0.27486044,-0.032881334,0.473288
29217907,0.27491814,-0.037200578,0.46863723
29232053,0.27506515,-0.03321658,0.4744899
29247419,0.28120318,-0.035975598,0.4719084
29263261,0.27982008,-0.031794704,0.46990573
29278538,0.2762711,-0.031936742,0.4709058
29294032,0.2774217,-0.03722892,0.46856192
29309033,0.2806256,-0.03218703,0.47101724
29324111,0.27568454,-0.02976106,0.47490507
29341516,0.27619654,-0.036755003,0.47039077
29354872,0.28080505,-0.03443433,0.47214034
29370653,0.27915028,-0.029939955,0.47005758
29387341,0.2739856,-0.03317762,0.47044495
29402133,0.27937827,-0.031301692,0.47250172
29418003,0.2774507,-0.03266724,0.47244266
29431670,0.27436215,-0.037253216,0.4749287
29452833,0.27724034,-0.037667714,0.47257867
29463956,0.2744033,-0.035644077,0.47423476
29478003,0.2748849,-0.033860024,0.47287667
29493267,0.2753396,-0.03399832,0.47265664
29509402,0.27707162,-0.030517085,0.47016525
29523556,0.2771272,-0.03642497,0.47480908
29540296,0.27505556,-0.031367656,0.46894577
29555724,0.27858987,-0.033433616,0.4700759
29569914,0.2737876,-0.037328523,0.47171775
29584484,0.27760142,-0.034106012,0.46857202
29600404,0.2735982,-0.034773704,0.46853352
29617304,0.27685204,-0.02993624,0.4734165
29630237,0.27370453,-0.034876436,0.47540718
29644686,0.274352,-0.030537236,0.47166476
29660002,0.2745314,-0.033692114,0.4695204
29674633,0.28076503,-0.036463294,0.47440115
29690746,0.27905798,-0.03132716,0.47004578
