timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
28322207,0.0,0.0,0.0
73139015,0.0,0.0,0.0
73336379,0.0,0.0,0.0
73538149,0.0,0.0,0.0
73734024,0.0,0.0,0.0
73948898,0.0,0.0,0.0
