timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
28325409,40.154030328338756,116.25936842791688,1.1666142,0.036509603,-0.031622525,0.0036072577,0.0029551885,1,1,0
