timestamp,load,ram_usage
27486427,0.42177355,0.70646906
28486424,0.44119823,0.77205986
29486423,0.3393317,0.77469176
30486433,0.33898962,0.77469176
31486422,0.33408165,0.77469176
32486426,0.33719963,0.77469176
33486433,0.33801234,0.77469176
34486425,0.33606237,0.77469176
35486423,0.3370297,0.77469176
36486438,0.33822227,0.77469176
37486435,0.33536267,0.77469176
38486440,0.3361253,0.77469176
39486422,0.33543903,0.77469176
40486426,0.335306,0.77469176
41486422,0.3386777,0.77469176
42486439,0.33473867,0.77469176
43486432,0.33575732,0.77469176
44486422,0.33500236,0.77469176
45486481,0.33804053,0.77469176
46486423,0.3366931,0.77469176
47486424,0.3344617,0.77469176
48487024,0.33519053,0.77469176
49486429,0.33587748,0.77469176
50486424,0.2818914,0.77469176
51486434,0.33766598,0.77469176
52486427,0.3380307,0.77469176
53486441,0.32599175,0.77469176
54486429,0.33692402,0.77469176
55486441,0.33930695,0.77469176
56486424,0.35018694,0.77469176
57486466,0.35766798,0.77469176
58486439,0.35316062,0.77469176
59486429,0.35002285,0.77469176
60486424,0.35158277,0.77469176
61486437,0.3390596,0.77469176
62486423,0.33114463,0.77469176
63486422,0.3329203,0.77469176
64486430,0.33297467,0.77469176
65486428,0.33148265,0.77469176
66486422,0.32983196,0.77469176
67486435,0.32751405,0.77469176
68486423,0.32803762,0.77469176
69486754,0.33279884,0.77469176
70486432,0.33429265,0.77469176
71486427,0.3345517,0.77469176
72486785,0.3291775,0.77469176
73486436,0.33706498,0.77469176
