timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
28186250,inf,0,1,1,1,0
29186251,inf,0,1,1,1,0
30186253,inf,0,1,1,1,0
31186350,inf,0,1,1,1,0
32206255,inf,0,1,1,1,0
33226257,inf,0,1,1,1,0
34246253,inf,0,1,1,1,0
35246255,inf,0,1,1,1,0
36266255,inf,0,1,1,1,0
37246255,inf,0,1,1,1,1
37806766,inf,0,1,0,1,1
37826253,inf,0,1,0,0,1
38246456,inf,0,0,0,0,0
39266255,inf,0,0,0,0,0
40286253,inf,0,0,0,0,0
41306354,inf,0,0,0,0,0
42326258,inf,0,0,0,0,0
43346253,inf,0,0,0,0,0
44366251,inf,0,0,0,0,0
45366251,inf,0,0,0,0,0
46366252,inf,0,0,0,0,0
47366254,inf,0,0,0,0,0
48366427,inf,0,0,0,0,0
49386327,inf,0,0,0,0,0
50406252,inf,0,0,0,0,0
51406253,inf,0,0,0,0,0
52406637,inf,0,0,0,0,0
53426253,inf,0,0,0,0,0
54066338,inf,0,0,0,0,1
55086252,inf,0,0,0,0,1
55986254,inf,0,0,0,0,0
56746259,inf,0,0,0,0,1
56867229,inf,0,0,0,0,0
57686254,inf,0,0,0,0,1
57746256,inf,0,0,0,0,0
58767998,inf,0,0,0,0,0
59786253,inf,0,0,0,0,0
60786253,inf,0,0,0,0,0
61786662,inf,0,0,0,0,0
62806253,inf,0,0,0,0,0
63826260,inf,0,0,0,0,0
64846253,inf,0,0,0,0,0
65846256,inf,0,0,0,0,0
66866253,inf,0,0,0,0,0
67866322,inf,0,0,0,0,0
68566382,inf,0,0,0,0,1
68686251,inf,0,0,0,0,0
69566255,inf,0,0,0,0,1
69586254,inf,0,0,0,0,0
70586556,inf,0,0,0,0,0
70786251,inf,0,0,0,0,1
70866253,inf,0,0,0,0,0
71866333,inf,0,0,0,0,0
72866347,inf,0,0,0,0,0
73406249,inf,0,0,1,0,0
73466248,inf,0,0,1,1,0
73506248,inf,0,1,1,1,0
