timestamp,load,ram_usage
30487464,0.42869872,0.70972437
31487443,0.5798502,0.77205986
32487457,0.5483109,0.77469176
33487457,0.542554,0.77469176
34487461,0.5467618,0.77469176
35487463,0.5461625,0.77469176
36487457,0.5464208,0.77469176
37487514,0.54573435,0.77469176
38487496,0.54577124,0.77469176
39487455,0.5276384,0.77469176
40487495,0.5482181,0.77469176
41487459,0.54469025,0.77469176
42487443,0.54765975,0.77469176
43487430,0.5445198,0.77469176
44487458,0.52120584,0.77469176
45487462,0.5425568,0.77469176
46487465,0.55037737,0.77469176
47487459,0.5429828,0.77469176
48487460,0.543678,0.77469176
49487458,0.54502565,0.77469176
50487458,0.54048204,0.77469176
51487549,0.54433537,0.77469176
52487481,0.5062355,0.77469176
53487466,0.47782266,0.77469176
54487457,0.5362358,0.77469176
55487478,0.54738206,0.77469176
56487458,0.55047405,0.77469176
57487587,0.42533958,0.77469176
58487463,0.3400792,0.77469176
59487463,0.34088135,0.77469176
60487457,0.34292805,0.77469176
61487462,0.342906,0.77469176
62487462,0.34095997,0.77469176
