timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
24741405,0.0,-0.0,0.0035631838,0.0,0.9999984,0.0,0.0,0.001781591,0.0,0.0,-0.0,1,0,0,0,0,0
31707733,-0.0,-0.0,-0.0017607807,0.0,0.9999996,-0.0,0.0,-0.0008803903,0.0,0.0,-0.0,1,0,0,0,0,0
31808223,-0.0,-0.0,-0.002136003,0.0,0.9999994,-0.0,0.0,-0.0010680013,0.0,0.0,-0.0,1,0,0,0,0,0
31906308,-0.0,-0.0,-0.002306397,0.0,0.99999934,-0.0,0.0,-0.0011531984,0.0,0.0,-0.0,1,0,0,0,0,0
32001152,-0.0,-0.0,-0.0025095413,0.0,0.9999992,-0.0,0.0,-0.0012547704,0.0,0.0,-0.0,1,0,0,0,0,0
32096238,-0.0,-0.0,-0.0027803462,0.0,0.99999905,-0.0,0.0,-0.0013901726,0.0,0.0,-0.0,1,0,0,0,0,0
32211758,-0.0,-0.0,-0.0028096312,0.0,0.999999,-0.0,0.0,-0.0014048152,0.0,0.0,-0.0,1,0,0,0,0,0
32307679,-0.0,-0.0,-0.003004765,0.0,0.99999887,-0.0,0.0,-0.0015023822,0.0,0.0,-0.0,1,0,0,0,0,0
32401139,-0.0,-0.0,-0.0030734378,0.0,0.9999988,-0.0,0.0,-0.0015367183,0.0,0.0,-0.0,1,0,0,0,0,0
32497139,-0.0,-0.0,-0.003094688,0.0,0.9999988,-0.0,0.0,-0.0015473434,0.0,0.0,-0.0,1,0,0,0,0,0
32613213,-0.0,-0.0,-0.00335153,0.0,0.99999857,-0.0,0.0,-0.0016757643,0.0,0.0,-0.0,1,0,0,0,0,0
32707132,-0.0,-0.0,-0.0031974353,0.0,0.9999987,-0.0,0.0,-0.0015987171,0.0,0.0,-0.0,1,0,0,0,0,0
32806179,-0.0,-0.0,-0.0031749997,0.0,0.99999875,-0.0,0.0,-0.0015874995,0.0,0.0,-0.0,1,0,0,0,0,0
32905490,-0.0,-0.0,-0.00315797,0.0,0.99999875,-0.0,0.0,-0.0015789847,0.0,0.0,-0.0,1,0,0,0,0,0
33025152,-0.0,-0.0,-0.0033674482,0.0,0.99999857,-0.0,0.0,-0.0016837234,0.0,0.0,-0.0,1,0,0,0,0,0
33123544,-0.0,-0.0,-0.003458301,0.0,0.9999985,-0.0,0.0,-0.0017291497,0.0,0.0,-0.0,1,0,0,0,0,0
33225394,-0.0,-0.0,-0.003643185,0.0,0.99999833,-0.0,0.0,-0.0018215914,0.0,0.0,-0.0,1,0,0,0,0,0
33325524,-0.0,-0.0,-0.0038624164,0.0,0.99999815,-0.0,0.0,-0.0019312071,0.0,0.0,-0.0,1,0,0,0,0,0
33418377,-0.0,-0.0,-0.003975413,0.0,0.99999803,-0.0,0.0,-0.0019877055,0.0,0.0,-0.0,1,0,0,0,0,0
33514139,-0.0,-0.0,-0.004073258,0.0,0.9999979,-0.0,0.0,-0.0020366278,0.0,0.0,-0.0,1,0,0,0,0,0
33633203,-0.0,-0.0,-0.00430407,0.0,0.9999977,-0.0,0.0,-0.0021520334,0.0,0.0,-0.0,1,0,0,0,0,0
33729488,-0.0,-0.0,-0.0043495377,0.0,0.9999977,-0.0,0.0,-0.0021747674,0.0,0.0,-0.0,1,0,0,0,0,0
33825513,-0.0,-0.0,-0.0042709857,0.0,0.99999774,-0.0,0.0,-0.0021354912,0.0,0.0,-0.0,1,0,0,0,0,0
33923283,-0.0,-0.0,-0.004451519,0.0,0.9999975,-0.0,0.0,-0.0022257576,0.0,0.0,-0.0,1,0,0,0,0,0
34024218,-0.0,-0.0,-0.004300443,0.0,0.9999977,-0.0,0.0,-0.00215022,0.0,0.0,-0.0,1,0,0,0,0,0
34141767,-0.0,-0.0,-0.004321494,0.0,0.9999977,-0.0,0.0,-0.0021607457,0.0,0.0,-0.0,1,0,0,0,0,0
34238328,-0.0,-0.0,-0.0043157167,0.0,0.9999977,-0.0,0.0,-0.0021578567,0.0,0.0,-0.0,1,0,0,0,0,0
34336126,-0.0,-0.0,-0.0045314585,0.0,0.99999744,-0.0,0.0,-0.0022657276,0.0,0.0,-0.0,1,0,0,0,0,0
34429491,-0.0,-0.0,-0.004577693,0.0,0.9999974,-0.0,0.0,-0.0022888447,0.0,0.0,-0.0,1,0,0,0,0,0
34542154,-0.0,-0.0,-0.004588503,0.0,0.9999974,-0.0,0.0,-0.0022942496,0.0,0.0,-0.0,1,0,0,0,0,0
34631481,-0.0,-0.0,-0.004648302,0.0,0.9999973,-0.0,0.0,-0.002324149,0.0,0.0,-0.0,1,0,0,0,0,0
34728550,-0.0,-0.0,-0.004883641,0.0,0.999997,-0.0,0.0,-0.002441818,0.0,0.0,-0.0,1,0,0,0,0,0
34854163,-0.0,-0.0,-0.0048318934,0.0,0.9999971,-0.0,0.0,-0.0024159446,0.0,0.0,-0.0,1,0,0,0,0,0
34951387,-0.0,-0.0,-0.0048787068,0.0,0.999997,-0.0,0.0,-0.002439351,0.0,0.0,-0.0,1,0,0,0,0,0
35040177,-0.0,-0.0,-0.005154641,0.0,0.99999666,-0.0,0.0,-0.0025773176,0.0,0.0,-0.0,1,0,0,0,0,0
35157140,-0.0,-0.0,-0.005076895,0.0,0.9999968,-0.0,0.0,-0.0025384447,0.0,0.0,-0.0,1,0,0,0,0,0
35248559,-0.0,-0.0,-0.0053564613,0.0,0.9999964,-0.0,0.0,-0.0026782276,0.0,0.0,-0.0,1,0,0,0,0,0
35347544,-0.0,-0.0,-0.0054594288,0.0,0.99999624,-0.0,0.0,-0.0027297114,0.0,0.0,-0.0,1,0,0,0,0,0
35443544,-0.0,-0.0,-0.0057147816,0.0,0.9999959,-0.0,0.0,-0.002857387,0.0,0.0,-0.0,1,0,0,0,0,0
