timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
30883299,1.0490009,24.993435,101312.39,1.2037588
30909093,1.1124165,24.993435,101311.625,1.2037497
30910673,0.9036733,24.993435,101314.14,1.2037796
30914322,0.95123506,24.993435,101313.58,1.2037729
30915795,0.95123506,24.993435,101313.58,1.2037729
30920314,0.95123506,24.993435,101313.58,1.2037729
30925317,0.9406658,24.993435,101313.7,1.2037743
30929344,0.9406658,24.993435,101313.7,1.2037743
30934313,1.1282704,24.993435,101311.445,1.2037475
30936309,1.1282704,24.993435,101311.445,1.2037475
30940344,1.1282704,24.993435,101311.445,1.2037475
30944309,1.0357893,24.993435,101312.56,1.2037609
30949303,1.0357893,24.993435,101312.56,1.2037609
30952379,1.0727818,24.993435,101312.1,1.2037554
30956309,1.0727818,24.993435,101312.1,1.2037554
30960309,1.0727818,24.993435,101312.1,1.2037554
30965328,0.92216957,24.993435,101313.94,1.2037772
30968324,0.92216957,24.993435,101313.94,1.2037772
30973347,0.96444666,24.993435,101313.414,1.203771
30977340,0.96444666,24.993435,101313.414,1.203771
30980303,0.96444666,24.993435,101313.414,1.203771
30984346,0.94330806,24.993435,101313.66,1.2037739
30989345,0.94330806,24.993435,101313.66,1.2037739
30993313,0.90631557,24.993435,101314.12,1.2037793
30996303,0.90631557,24.993435,101314.12,1.2037793
31000310,0.90631557,24.993435,101314.12,1.2037793
31005362,1.0410739,24.993435,101312.49,1.20376
31009310,1.0410739,24.993435,101312.49,1.20376
31012359,0.9116003,24.993435,101314.055,1.2037786
31015981,0.9116003,24.993435,101314.055,1.2037786
31021318,0.9116003,24.993435,101314.055,1.2037786
31026313,1.0648547,24.993435,101312.195,1.2037565
31029318,1.0648547,24.993435,101312.195,1.2037565
31032374,1.1256281,24.993435,101311.47,1.2037479
31036312,1.1256281,24.993435,101311.47,1.2037479
31041318,1.1256281,24.993435,101311.47,1.2037479
31044329,0.94330806,24.993435,101313.68,1.2037741
31048303,0.94330806,24.993435,101313.68,1.2037741
31054303,0.96444666,24.993435,101313.42,1.203771
31057382,0.96444666,24.993435,101313.42,1.203771
31063320,0.96444666,24.993435,101313.42,1.203771
31066302,0.95123506,24.993435,101313.58,1.2037729
31070305,0.95123506,24.993435,101313.58,1.2037729
31074320,1.0648547,24.993435,101312.195,1.2037565
31078308,1.0648547,24.993435,101312.195,1.2037565
31082331,1.1044896,24.993435,101311.74,1.2037511
31086313,1.1044896,24.993435,101311.74,1.2037511
31090311,1.1044896,24.993435,101311.74,1.2037511
31094388,0.89574635,24.993435,101314.25,1.2037809
31097105,0.89574635,24.993435,101314.25,1.2037809
31102354,0.92216957,24.993435,101313.93,1.2037771
