timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
30889403,0.020631365,0.015033452,0.0023095524,0.0,0.0,0.0
30925417,0.021263432,0.015198133,0.0027660828,0.0,0.0,0.0
30944407,0.021455234,0.015012538,0.0028519735,0.0,0.0,0.0
30968463,0.02127842,0.014566773,0.0028974845,0.0,0.0,0.0
30989445,0.021659404,0.014094543,0.003155709,0.0,0.0,0.0
31009408,0.022191547,0.013893293,0.0030878948,0.0,0.0,0.0
31032519,0.022506306,0.014331009,0.0028845305,0.0,0.0,0.0
31048403,0.021902345,0.013999969,0.0026998564,0.0,0.0,0.0
31074461,0.022191763,0.013656996,0.0028061992,0.0,0.0,0.0
31094486,0.02191975,0.012730959,0.0026179117,0.0,0.0,0.0
31116520,0.020941183,0.012230912,0.0026301614,0.0,0.0,0.0
31135409,0.02136702,0.012404621,0.0026775145,0.0,0.0,0.0
31156401,0.022048002,0.011408875,0.0026778297,0.0,0.0,0.0
31177446,0.021263901,0.011164965,0.00291093,0.0,0.0,0.0
31200409,0.021275755,0.010362363,0.002705881,0.0,0.0,0.0
31220404,0.021365158,0.010148501,0.0028201593,0.0,0.0,0.0
31240830,0.020993304,0.009695919,0.0029512793,0.0,0.0,0.0
31261408,0.02092117,0.009567263,0.0027045144,0.0,0.0,0.0
31283405,0.021214817,0.0090382295,0.0027856547,0.0,0.0,0.0
31305407,0.021029884,0.008280971,0.0030803594,0.0,0.0,0.0
31325511,0.021527844,0.0077563054,0.0032538916,0.0,0.0,0.0
31347545,0.021123335,0.007734189,0.0034841832,0.0,0.0,0.0
31367490,0.021020118,0.0070800823,0.003356005,0.0,0.0,0.0
31386605,0.020269642,0.006669834,0.0033961597,0.0,0.0,0.0
31408407,0.020057289,0.005844903,0.0034506042,0.0,0.0,0.0
31428408,0.020336496,0.005904661,0.0034849485,0.0,0.0,0.0
31449409,0.020888615,0.005153323,0.0035058074,0.0,0.0,0.0
31472458,0.020777592,0.003754258,0.0036162348,0.0,0.0,0.0
31492428,0.020860163,0.0034866247,0.0038128737,0.0,0.0,0.0
31515558,0.020429505,0.0026094175,0.0040232376,0.0,0.0,0.0
31536418,0.02073983,0.001753316,0.0041515725,0.0,0.0,0.0
31557660,0.02080392,0.0012455821,0.004105539,0.0,0.0,0.0
31575407,0.021027837,0.0013013816,0.0043068,0.0,0.0,0.0
31598409,0.020835184,0.0011199424,0.00449632,0.0,0.0,0.0
31614409,0.020422531,0.0007972298,0.0045757843,0.0,0.0,0.0
31638403,0.021230742,0.0006263621,0.004744195,0.0,0.0,0.0
31662446,0.020869434,0.00035533088,0.004732336,0.0,0.0,0.0
31682444,0.02065241,-0.0004723778,0.004814688,0.0,0.0,0.0
31702450,0.02007336,-0.00078008376,0.0049425764,0.0,0.0,0.0
31722521,0.019579556,-0.0014482338,-0.00017803436,0.0,0.0,-0.0
31746408,0.019491501,-0.0015938939,4.836855e-05,0.0,0.0,-0.0
31767486,0.019890167,-0.0016272044,9.5801304e-05,0.0,0.0,-0.0
31787510,0.019933326,-0.002144708,-1.4160352e-06,0.0,0.0,-0.0
31807490,0.019314278,-0.001936336,0.00014262229,0.0,0.0,-0.0
31830124,0.018782334,-0.0021026274,1.2391816e-05,0.0,0.0,-0.0
31850407,0.01848526,-0.0016154731,0.00016650035,0.0,0.0,-0.0
31870416,0.018287975,-0.0013148909,2.0074885e-05,0.0,0.0,-0.0
31889693,0.018740753,-0.0017690226,-6.645593e-05,0.0,0.0,-0.0
31911441,0.019091744,-0.0014325387,-1.4488498e-05,0.0,0.0,-0.0
31935408,0.018789534,-0.0010905075,0.000130822,0.0,0.0,-0.0
31955461,0.018283434,-0.0007439758,-4.4918434e-07,0.0,0.0,-0.0
31974465,0.01891782,-0.000592477,-5.5151816e-07,0.0,0.0,-0.0
31996446,0.0185469,-0.00039903162,0.000196356,0.0,0.0,-0.0
32017454,0.018560387,-0.00064055785,0.00025683345,0.0,0.0,-0.0
32038403,0.018346937,-0.00035206976,0.00012185777,0.0,0.0,-0.0
32058406,0.018143868,-0.0006460387,-1.589581e-05,0.0,0.0,-0.0
32079410,0.017809374,-0.00033908064,-1.9914948e-07,0.0,0.0,-0.0
32103408,0.017120892,-0.00049665675,3.0257384e-05,0.0,0.0,-0.0
32123413,0.016871622,-0.00036637584,-2.0529146e-07,0.0,0.0,-0.0
32142482,0.01590813,7.9168734e-05,4.1499696e-08,0.0,0.0,-0.0
32165339,0.01655873,0.00070287084,3.8755047e-07,0.0,0.0,-0.0
32187466,0.016964449,0.0005799682,-7.816486e-05,0.0,0.0,-0.0
32210691,0.016692098,0.0004933663,-3.2000647e-05,0.0,0.0,-0.0
32232457,0.016739426,0.00086868624,-5.39836e-05,0.0,0.0,-0.0
32253408,0.016761897,0.0016495204,2.73722e-05,0.0,0.0,-0.0
32272459,0.016474722,0.002230891,-3.6095887e-05,0.0,0.0,-0.0
32293437,0.016264688,0.0023156237,1.11129275e-05,0.0,0.0,-0.0
32316402,0.01591765,0.0026445312,-2.447137e-05,0.0,0.0,-0.0
32332431,0.016119171,0.0028542061,1.5238222e-06,0.0,0.0,-0.0
32356404,0.015756838,0.0018914478,9.860981e-07,0.0,0.0,-0.0
32376410,0.015721798,0.0021939166,0.0001946483,0.0,0.0,-0.0
32400404,0.015722668,0.0015172961,-0.00026733763,0.0,0.0,-0.0
32421408,0.015337066,0.00096982723,-3.6873796e-05,0.0,0.0,-0.0
32440478,0.01576599,0.0011211752,-8.173883e-05,0.0,0.0,-0.0
32461411,0.01654229,0.0009985149,1.1391104e-05,0.0,0.0,-0.0
32484408,0.016064579,0.0014352814,2.1423555e-05,0.0,0.0,-0.0
32505399,0.016592864,0.0016047716,4.412024e-05,0.0,0.0,-0.0
32524459,0.01758106,0.0014630009,8.517889e-07,0.0,0.0,-0.0
32545408,0.017841447,0.0009990301,5.9105673e-07,0.0,0.0,-0.0
32566404,0.018662432,0.00090043433,0.00018743353,0.0,0.0,-0.0
32586401,0.019226795,0.00129387,3.8938884e-05,0.0,0.0,-0.0
32606401,0.019453464,0.0017293555,1.3962942e-05,0.0,0.0,-0.0
32631407,0.020228243,0.0012806335,-0.00015202205,0.0,0.0,-0.0
32651407,0.02020272,0.0019127092,-0.00014668716,0.0,0.0,-0.0
32669332,0.020463718,0.002087089,0.00010773361,0.0,0.0,-0.0
32690423,0.02043354,0.0023047077,3.747257e-05,0.0,0.0,-0.0
32715399,0.020843647,0.0025531095,7.177095e-05,0.0,0.0,-0.0
32735492,0.021108525,0.0029071313,2.0319312e-06,0.0,0.0,-0.0
32756403,0.020748787,0.0023057046,-5.2810688e-06,0.0,0.0,-0.0
32774876,0.021044241,0.002294848,-6.673384e-05,0.0,0.0,-0.0
32797436,0.021156108,0.0025202918,9.778587e-05,0.0,0.0,-0.0
32818413,0.021385178,0.0020187323,-7.5309945e-05,0.0,0.0,-0.0
32840408,0.021518325,0.0019740558,2.0807254e-05,0.0,0.0,-0.0
32860411,0.021736432,0.0024252823,1.7475836e-06,0.0,0.0,-0.0
32883320,0.021896943,0.0025022754,1.8154971e-06,0.0,0.0,-0.0
32904407,0.021556975,0.0018836568,-2.5642687e-06,0.0,0.0,-0.0
32924436,0.021665612,0.0015733195,-6.401868e-05,0.0,0.0,-0.0
32943880,0.022136275,0.0017539628,0.00013172724,0.0,0.0,-0.0
32965434,0.02262022,0.0020436149,0.0002371515,0.0,0.0,-0.0
32988488,0.022000115,0.0018948968,5.230411e-05,0.0,0.0,-0.0
33008408,0.021674898,0.0020854787,3.5230663e-05,0.0,0.0,-0.0
33028412,0.021575054,0.0020921584,1.4954948e-06,0.0,0.0,-0.0
33049401,0.021329708,0.0019894745,-0.00010129144,0.0,0.0,-0.0
33070409,0.02138674,0.0024461122,-0.00011502392,0.0,0.0,-0.0
33093406,0.021912154,0.0022761498,0.00015837309,0.0,0.0,-0.0
33111434,0.022425555,0.0022886686,-0.000110007415,0.0,0.0,-0.0
33135408,0.022717522,0.001914091,3.3784636e-05,0.0,0.0,-0.0
33155408,0.022745611,0.0023110257,-1.6181816e-06,0.0,0.0,-0.0
33175489,0.022627259,0.0021363166,1.6006977e-06,0.0,0.0,-0.0
33196404,0.022411404,0.0012264453,0.00021773475,0.0,0.0,-0.0
33219700,0.022294575,0.00067054806,0.00021988747,0.0,0.0,-0.0
33240472,0.02222141,6.650313e-05,0.00014307596,0.0,0.0,-0.0
33259410,0.021823648,0.00014259096,8.735977e-05,0.0,0.0,-0.0
33280412,0.021998664,3.0786163e-05,-8.11888e-05,0.0,0.0,-0.0
33301409,0.02191598,0.0009015125,6.5377924e-07,0.0,0.0,-0.0
33324408,0.021797366,0.0013087101,0.00027149965,0.0,0.0,-0.0
33344463,0.02139531,0.00139868,0.00026030408,0.0,0.0,-0.0
33366459,0.02159971,0.0018136064,-1.705504e-05,0.0,0.0,-0.0
33387629,0.02155039,0.0019804286,0.00012961726,0.0,0.0,-0.0
33408407,0.021313373,0.0013199268,0.00010522313,0.0,0.0,-0.0
33428410,0.021471081,0.0009401476,-7.3241376e-06,0.0,0.0,-0.0
33448407,0.0216229,0.0013504595,9.754356e-05,0.0,0.0,-0.0
33469410,0.021331543,0.00069241825,4.915803e-07,0.0,0.0,-0.0
33492441,0.0212772,0.0010103291,7.107682e-07,0.0,0.0,-0.0
33513409,0.020801933,0.00070361316,0.00011010769,0.0,0.0,-0.0
33528505,0.020575082,0.001282828,0.00023713423,0.0,0.0,-0.0
33553408,0.021105804,0.0015617667,0.0001076749,0.0,0.0,-0.0
33575406,0.021017462,0.0018356149,-0.000109453205,0.0,0.0,-0.0
33594486,0.021283448,0.0019658387,2.715022e-05,0.0,0.0,-0.0
33617714,0.021153063,0.0019018578,-7.414788e-05,0.0,0.0,-0.0
33635409,0.020673295,0.0011362456,7.7505314e-07,0.0,0.0,-0.0
33659404,0.020300236,0.0015195725,1.0224098e-06,0.0,0.0,-0.0
33680407,0.020811524,0.0014840763,-8.23594e-05,0.0,0.0,-0.0
33699409,0.02062542,0.001768344,0.00014534684,0.0,0.0,-0.0
33720401,0.019969288,0.0023696707,-5.8008158e-05,0.0,0.0,-0.0
33739317,0.020018239,0.0024076423,2.7491872e-06,0.0,0.0,-0.0
33764406,0.019901328,0.0019422817,9.176553e-06,0.0,0.0,-0.0
33785414,0.020079784,0.0012952155,4.4958244e-05,0.0,0.0,-0.0
33803132,0.019852176,0.0014647691,9.636899e-07,0.0,0.0,-0.0
