timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
30818319,0.0,0.0,0.0,1
30920314,0.0,0.0,0.0,1
31015981,0.0,0.0,0.0,1
31123311,0.0,0.0,0.0,1
31220306,0.0,0.0,0.0,1
31321311,0.0,0.0,0.0,1
31415290,0.0,0.0,0.0,1
31521303,0.0,0.0,0.0,1
31623792,0.0,0.0,0.0,1
31722384,0.0,0.0,0.0,1
31822353,0.0,0.0,0.0,1
31917545,0.0,0.0,0.0,1
32025318,0.0,0.0,0.0,1
32117086,0.0,0.0,0.0,1
32219309,0.0,0.0,0.0,1
32321326,0.0,0.0,0.0,1
32425310,0.0,0.0,0.0,1
32521322,0.0,0.0,0.0,1
32623319,0.0,0.0,0.0,1
32723311,0.0,0.0,0.0,1
32821503,0.0,0.0,0.0,1
32921310,0.0,0.0,0.0,1
33024315,0.0,0.0,0.0,1
33122357,0.0,0.0,0.0,1
33224321,0.0,0.0,0.0,1
33324310,0.0,0.0,0.0,1
33424309,0.0,0.0,0.0,1
33521310,0.0,0.0,0.0,1
33622331,0.0,0.0,0.0,1
33720302,0.0,0.0,0.0,1
33824318,0.0,0.0,0.0,1
33922350,0.0,0.0,0.0,1
34023389,0.0,0.0,0.0,1
34123329,0.0,0.0,0.0,1
34221412,0.0,0.0,0.0,1
34317918,0.0,0.0,0.0,1
34421309,0.0,0.0,0.0,1
34526324,0.0,0.0,0.0,1
34617493,0.0,0.0,0.0,1
34720312,0.0,0.0,0.0,1
34821317,0.0,0.0,0.0,1
34920312,0.0,0.0,0.0,1
35017399,0.0,0.0,0.0,1
35121321,0.0,0.0,0.0,1
35224313,0.0,0.0,0.0,1
35323302,0.0,0.0,0.0,1
35418613,0.0,0.0,0.0,1
35524309,0.0,0.0,0.0,1
35626310,0.0,0.0,0.0,1
35722330,0.0,0.0,0.0,1
35821313,0.0,0.0,0.0,1
35923303,0.0,0.0,0.0,1
36020316,0.0,0.0,0.0,1
36120306,0.0,0.0,0.0,1
36220321,0.0,0.0,0.0,1
36321309,0.0,0.0,0.0,1
36426318,0.0,0.0,0.0,1
36522330,0.0,0.0,0.0,1
36617472,0.0,0.0,0.0,1
36723313,0.0,0.0,0.0,1
36821348,0.0,0.0,0.0,1
36917598,0.0,0.0,0.0,1
37022347,0.0,0.0,0.0,1
37122981,0.0,0.0,0.0,1
37222337,0.0,0.0,0.0,1
37317331,0.0,0.0,0.0,1
37422331,0.0,0.0,0.0,1
37524308,0.0,0.0,0.0,1
37623303,0.0,0.0,0.0,1
37718722,0.0,0.0,0.0,1
37820348,0.0,0.0,0.0,1
37917526,0.0,0.0,0.0,1
38017768,0.0,0.0,0.0,1
38118595,0.0,0.0,0.0,1
38217568,0.0,0.0,0.0,1
38317687,0.0,0.0,0.0,1
38423310,0.0,0.0,0.0,1
38525309,0.0,0.0,0.0,1
38627415,0.0,0.0,0.0,1
38724387,0.0,0.0,0.0,1
38821306,0.0,0.0,0.0,1
38928306,0.0,0.0,0.0,1
39024317,0.0,0.0,0.0,1
39124310,0.0,0.0,0.0,1
39223315,0.0,0.0,0.0,1
39323324,0.0,0.0,0.0,1
39425314,0.0,0.0,0.0,1
39520316,0.0,0.0,0.0,1
39624316,0.0,0.0,0.0,1
39723310,0.0,0.0,0.0,1
39823319,0.0,0.0,0.0,1
39921306,0.0,0.0,0.0,1
40026318,0.0,0.0,0.0,1
40125305,0.0,0.0,0.0,1
62721470,0.0,0.0,0.0,1
62826931,0.0,0.0,0.0,1
62932882,0.0,0.0,0.0,1
63039692,0.0,0.0,0.0,1
63146507,0.0,0.0,0.0,1
63253999,0.0,0.0,0.0,1
63358793,0.0,0.0,0.0,1
