timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
30690049,0.0,0.0,0.0
62372150,0.0,0.0,0.0
62567624,0.0,0.0,0.0
62764881,0.0,0.0,0.0
62980186,0.0,0.0,0.0
63179510,0.0,0.0,0.0
