timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
30889357,30889303,-0.0051647597,0.004624481,-0.0010047108,-0.0,0.0,0.0,0.0,-1.0
31005416,31005362,0.011549439,-0.0035492948,0.00058252265,-0.0,0.0,0.0,0.0,-1.0
31106364,31106310,0.00044505624,0.012932705,-1.8499e-05,-0.0,0.0,0.0,0.0,-1.0
31209398,31209325,-0.0065754056,-0.012109321,0.000709995,-0.0,0.0,0.0,0.0,-1.0
31309369,31309315,0.011609121,0.012554343,0.00022440255,-0.0,0.0,0.0,0.0,-1.0
31412389,31412336,0.00981988,-0.0039928006,0.00071846106,-0.0,0.0,0.0,0.0,-1.0
31515512,31515458,0.0026900577,0.0074782786,0.00095199374,-0.0,0.0,0.0,0.0,-1.0
31614363,31614309,0.019124512,-0.009145322,-0.0003712885,-0.0,0.0,0.0,0.0,-1.0
31717394,31717340,0.007972844,-0.012163245,-0.0018172999,0.0,0.0,0.0,0.0,-1.0
31817664,31817611,0.016654648,0.0032620116,0.00032561235,0.0,0.0,0.0,0.0,-1.0
31921088,31921034,-0.009267974,-0.0024742878,-0.0018152362,0.0,0.0,0.0,0.0,-1.0
32022383,32022330,0.0014048975,-0.011428407,-0.00066732935,0.0,0.0,0.0,0.0,-1.0
32123365,32123312,0.0027333237,0.004583085,-8.170037e-05,0.0,0.0,0.0,0.0,-1.0
32224363,32224309,0.000947773,0.00035224576,-0.0014952727,0.0,0.0,0.0,0.0,-1.0
32324362,32324308,-0.0020114013,-0.0020002688,0.00012663488,0.0,0.0,0.0,0.0,-1.0
32425362,32425310,-0.0023714467,-0.010695513,-0.001821726,0.0,0.0,0.0,0.0,-1.0
32528355,32528303,0.00801628,0.0009481521,0.00080821925,0.0,0.0,0.0,0.0,-1.0
32631361,32631309,0.008289948,0.0036016854,-3.4740493e-05,0.0,0.0,0.0,0.0,-1.0
32732430,32732358,0.008239844,0.0024971021,0.00042463208,0.0,0.0,0.0,0.0,-1.0
32831361,32831309,0.0105673615,-0.00095493626,-6.9339e-05,0.0,0.0,0.0,0.0,-1.0
32936363,32936311,-0.011263393,-0.007558831,0.0013721052,0.0,0.0,0.0,0.0,-1.0
