timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
26902099,0.27619383,-0.031934526,0.47134778
26917003,0.2791925,-0.03268226,0.4690935
26936297,0.27570394,-0.03073742,0.4682663
26947816,0.27570394,-0.03073742,0.4682663
26963052,0.27464235,-0.030896638,0.47104168
26980410,0.27606717,-0.0376486,0.47403347
26993855,0.27606717,-0.0376486,0.47403347
27011382,0.28095558,-0.03500488,0.47224995
27024159,0.28095558,-0.03500488,0.47224995
27040323,0.27958262,-0.031364754,0.47125953
27054417,0.27886736,-0.036474917,0.4734615
27069592,0.27892953,-0.034115337,0.47104323
27085090,0.27445355,-0.030221678,0.47344875
27100460,0.27445355,-0.030221678,0.47344875
27118298,0.27445063,-0.0342034,0.46770054
27131355,0.27445063,-0.0342034,0.46770054
27146599,0.28104997,-0.033075508,0.4709182
27161591,0.27498877,-0.032673247,0.47424784
27176350,0.27492145,-0.03317779,0.47404295
27195349,0.2765724,-0.03334023,0.4691699
27208001,0.27805823,-0.03173347,0.4685492
27222435,0.27613384,-0.03589467,0.47540668
27237029,0.2780118,-0.036388986,0.47286516
27252283,0.2789869,-0.037334073,0.4684591
27267832,0.2789869,-0.037334073,0.4684591
27282790,0.27883342,-0.03418076,0.47299343
27298659,0.27341297,-0.033294037,0.4749665
27313642,0.2753098,-0.033964343,0.4687433
27328919,0.2753098,-0.033964343,0.4687433
27344625,0.27334917,-0.03720079,0.47444633
27358606,0.27334917,-0.03720079,0.47444633
27373306,0.27826896,-0.034362946,0.47112957
27388137,0.27826896,-0.034362946,0.47112957
27404387,0.28042328,-0.03659067,0.46848488
27419057,0.28011754,-0.033195253,0.4739723
27434356,0.273732,-0.03728827,0.47249544
27451304,0.2760299,-0.036267247,0.47483343
27464079,0.2748882,-0.03568421,0.4717156
27479601,0.27788198,-0.03246746,0.4705551
27495028,0.27656177,-0.036394984,0.47250727
27512353,0.27665338,-0.033463906,0.4695888
27525644,0.28054333,-0.03171378,0.47365677
27540981,0.28054333,-0.03171378,0.47365677
27558297,0.27583686,-0.03303329,0.47039416
27574379,0.2762785,-0.034598574,0.46818134
27587714,0.27393767,-0.031169612,0.47130042
27605338,0.280869,-0.03511097,0.47154164
27618236,0.280869,-0.03511097,0.47154164
27634325,0.27323565,-0.032013778,0.4746363
27650759,0.27891973,-0.03517748,0.4686007
