timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation,from_external
26067986,0.0,0.0,33.0,4.0,3.0,0.0,0.0,176,1,0,0,0,0,1
26798371,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
26903231,0.0,0.0,33.0,6.0,0.0,0.0,0.0,176,1,0,0,0,0,1
30660629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
30677424,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
35692148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
50718470,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400,1,0,0,0,0,1
50733418,999.0,999.0,999.0,999.0,999.0,999.0,999.0,183,1,0,0,0,0,1
71487304,0.0,0.0,0.0,21196.0,0.0,0.0,0.0,400,1,0,0,0,0,1
71993078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,1,0,0,0,0,1
