timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
22555432,0.0,-0.0,0.004312592,0.0,0.9999977,0.0,0.0,0.0021562944,0.0,0.0,-0.0,1,0,0,0,0,0
27849389,0.0,0.0,0.0045880913,0.0,0.9999974,0.0,0.0,0.0022940438,0.0,0.0,-0.0,1,0,0,0,0,0
27939839,0.0,0.0,0.00403642,0.0,0.999998,0.0,0.0,0.0020182088,0.0,0.0,-0.0,1,0,0,0,0,0
28030157,0.0,0.0,0.0039200527,0.0,0.9999981,0.0,0.0,0.001960025,0.0,0.0,-0.0,1,0,0,0,0,0
28152696,0.0,0.0,0.003881326,0.0,0.9999981,0.0,0.0,0.0019406618,0.0,0.0,-0.0,1,0,0,0,0,0
28242788,0.0,0.0,0.0040351977,0.0,0.999998,0.0,0.0,0.0020175977,0.0,0.0,-0.0,1,0,0,0,0,0
28334806,0.0,0.0,0.0038316043,0.0,0.99999815,0.0,0.0,0.0019158011,0.0,0.0,-0.0,1,0,0,0,0,0
28456316,0.0,0.0,0.0034931088,0.0,0.99999845,0.0,0.0,0.0017465535,0.0,0.0,-0.0,1,0,0,0,0,0
28547067,0.0,0.0,0.0036907783,0.0,0.9999983,0.0,0.0,0.0018453882,0.0,0.0,-0.0,1,0,0,0,0,0
28638155,0.0,0.0,0.0040362873,0.0,0.999998,0.0,0.0,0.0020181425,0.0,0.0,-0.0,1,0,0,0,0,0
28760767,0.0,0.0,0.0039974176,0.0,0.999998,0.0,0.0,0.0019987074,0.0,0.0,-0.0,1,0,0,0,0,0
28852079,0.0,0.0,0.00391235,0.0,0.9999981,0.0,0.0,0.001956174,0.0,0.0,-0.0,1,0,0,0,0,0
28944040,0.0,0.0,0.0033511014,0.0,0.99999857,0.0,0.0,0.00167555,0.0,0.0,-0.0,1,0,0,0,0,0
29065628,0.0,0.0,0.0035447548,0.0,0.99999845,0.0,0.0,0.0017723765,0.0,0.0,-0.0,1,0,0,0,0,0
29156225,0.0,0.0,0.0033543427,0.0,0.99999857,0.0,0.0,0.0016771706,0.0,0.0,-0.0,1,0,0,0,0,0
29246475,0.0,0.0,0.0031825146,0.0,0.99999875,0.0,0.0,0.0015912567,0.0,0.0,-0.0,1,0,0,0,0,0
29370662,0.0,0.0,0.0031848275,0.0,0.99999875,0.0,0.0,0.0015924132,0.0,0.0,-0.0,1,0,0,0,0,0
29458323,0.0,0.0,0.002960348,0.0,0.9999989,0.0,0.0,0.0014801737,0.0,0.0,-0.0,1,0,0,0,0,0
29550483,0.0,0.0,0.0030212572,0.0,0.99999887,0.0,0.0,0.0015106283,0.0,0.0,-0.0,1,0,0,0,0,0
29671625,0.0,0.0,0.0023691566,0.0,0.9999993,0.0,0.0,0.0011845779,0.0,0.0,-0.0,1,0,0,0,0,0
29764499,0.0,0.0,0.0025462126,0.0,0.99999917,0.0,0.0,0.001273106,0.0,0.0,-0.0,1,0,0,0,0,0
29855550,0.0,0.0,0.002336139,0.0,0.9999993,0.0,0.0,0.0011680693,0.0,0.0,-0.0,1,0,0,0,0,0
29977276,0.0,0.0,0.0019120488,0.0,0.9999996,0.0,0.0,0.0009560244,0.0,0.0,-0.0,1,0,0,0,0,0
30066296,0.0,0.0,0.0015800078,0.0,0.9999997,0.0,0.0,0.00079000386,0.0,0.0,-0.0,1,0,0,0,0,0
30158280,0.0,0.0,0.0015309841,0.0,0.9999997,0.0,0.0,0.00076549215,0.0,0.0,-0.0,1,0,0,0,0,0
30279152,0.0,0.0,0.0015476696,0.0,0.9999997,0.0,0.0,0.0007738348,0.0,0.0,-0.0,1,0,0,0,0,0
30371911,0.0,0.0,0.0010530185,0.0,0.9999999,0.0,0.0,0.0005265092,0.0,0.0,-0.0,1,0,0,0,0,0
30463360,0.0,0.0,0.0010984557,0.0,0.9999998,0.0,0.0,0.0005492279,0.0,0.0,-0.0,1,0,0,0,0,0
30583772,0.0,0.0,0.0011802496,0.0,0.9999998,0.0,0.0,0.00059012487,0.0,0.0,-0.0,1,0,0,0,0,0
30677068,0.0,0.0,0.0006650219,0.0,0.99999994,0.0,0.0,0.00033251097,0.0,0.0,-0.0,1,0,0,0,0,0
30767807,0.0,0.0,0.00065095874,0.0,0.99999994,0.0,0.0,0.0003254794,0.0,0.0,-0.0,1,0,0,0,0,0
30888487,0.0,0.0,0.00059874466,0.0,0.99999994,0.0,0.0,0.00029937233,0.0,0.0,-0.0,1,0,0,0,0,0
30979459,0.0,0.0,0.0007167688,0.0,0.99999994,0.0,0.0,0.0003583844,0.0,0.0,-0.0,1,0,0,0,0,0
31070349,0.0,0.0,0.00047080414,0.0,0.99999994,0.0,0.0,0.00023540208,0.0,0.0,-0.0,1,0,0,0,0,0
31194222,0.0,0.0,0.00073787704,0.0,0.99999994,0.0,0.0,0.0003689386,0.0,0.0,-0.0,1,0,0,0,0,0
31284123,0.0,0.0,0.00017355512,0.0,1.0,0.0,0.0,8.677756e-05,0.0,0.0,-0.0,1,0,0,0,0,0
31376675,0.0,0.0,0.00016265898,0.0,1.0,0.0,0.0,8.132949e-05,0.0,0.0,-0.0,1,0,0,0,0,0
31496721,0.0,0.0,0.000111815345,0.0,1.0,0.0,0.0,5.5907673e-05,0.0,0.0,-0.0,1,0,0,0,0,0
31588155,0.0,0.0,4.9327547e-05,0.0,1.0,0.0,0.0,2.4663774e-05,0.0,0.0,-0.0,1,0,0,0,0,0
31679178,0.0,0.0,9.6853786e-05,0.0,1.0,0.0,0.0,4.8426893e-05,0.0,0.0,-0.0,1,0,0,0,0,0
31800751,-0.0,-0.0,-0.00036404666,0.0,1.0,-0.0,0.0,-0.00018202333,0.0,0.0,-0.0,1,0,0,0,0,0
31892506,-0.0,-0.0,-0.0006417836,0.0,0.99999994,-0.0,0.0,-0.0003208918,0.0,0.0,-0.0,1,0,0,0,0,0
31981133,-0.0,-0.0,-0.001194766,0.0,0.9999998,-0.0,0.0,-0.000597383,0.0,0.0,-0.0,1,0,0,0,0,0
32104542,-0.0,-0.0,-0.0017233941,0.0,0.99999964,-0.0,0.0,-0.00086169696,0.0,0.0,-0.0,1,0,0,0,0,0
32196657,-0.0,-0.0,-0.0020886124,0.0,0.99999946,-0.0,0.0,-0.0010443061,0.0,0.0,-0.0,1,0,0,0,0,0
32289155,-0.0,-0.0,-0.0015575202,0.0,0.9999997,-0.0,0.0,-0.0007787601,0.0,0.0,-0.0,1,0,0,0,0,0
