timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
26917003,0.9999942,-0.0010107197,-0.0021014665,0.0025102752,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
26980410,0.99999374,-0.0011210667,-0.002267158,0.0024880443,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27024159,0.99999416,-0.001098149,-0.002118398,0.0024555775,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27085090,0.99999446,-0.0010584521,-0.0020439678,0.0024006148,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27131355,0.99999505,-0.0009617142,-0.0019608357,0.0022778525,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27176350,0.9999951,-0.0009848586,-0.001900685,0.0023043826,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27237029,0.9999954,-0.0009075824,-0.0018619689,0.0022448772,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27282790,0.99999475,-0.00093759916,-0.001959691,0.0024168803,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27344625,0.9999952,-0.0008434548,-0.001903075,0.0023404993,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27388137,0.9999947,-0.0009345963,-0.0019637183,0.0024525186,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27451304,0.9999948,-0.00092470454,-0.001980049,0.002399803,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27495028,0.9999949,-0.0009316424,-0.0019766884,0.002354451,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27558297,0.99999475,-0.00118504,-0.0019532111,0.0023151017,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27605338,0.99999464,-0.0012774006,-0.0018704523,0.0023551679,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27664860,0.99999505,-0.001365044,-0.0016625094,0.0023131736,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27710985,0.9999951,-0.0012766476,-0.0016930078,0.002311956,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27757343,0.999995,-0.0012116346,-0.0018577921,0.0022786038,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27819297,0.9999947,-0.0013401739,-0.0018876204,0.0023115962,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27864468,0.99999505,-0.0012118224,-0.001853856,0.0022137177,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27923375,0.99999505,-0.0012333158,-0.0020583805,0.0020308467,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
27968777,0.99999535,-0.0012430163,-0.001982372,0.0019680879,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
28029294,0.9999952,-0.00126538,-0.0020557505,0.001957413,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
28074230,0.99999547,-0.0012144982,-0.002075504,0.0018604916,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
28135101,0.99999535,-0.0010851439,-0.0021758333,0.0018671999,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
28179784,0.9999951,-0.0010767955,-0.0021274087,0.0020422162,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
28241906,0.9999954,-0.0008712608,-0.002078313,0.0020157746,0.99998295,-3.698467e-12,-1.7550932e-12,0.0058514797,3
