timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
26024408,0,20000.0,0.974169,0.0,1.3484694,0.0,0,0,0,0,0,0,0,0,0,0,35
26057410,0,1200.0,0.18796422,0.0,0.65646166,0.0,0,0,0,0,0,0,0,1,0,1,36
26333441,26331302,800000.0,1.0,5.4247417,23.42071,0.0,255,190,6,4,4,5,0,0,1,1,46
27026004,0,20000.0,0.91766685,0.0,2.6032853,0.0,0,0,0,0,0,0,0,0,0,0,35
27066632,0,1200.0,0.18796422,0.0,0.52869034,0.0,0,0,0,0,0,0,0,1,0,1,36
27331833,27330020,800000.0,1.0,8.277064,24.781199,0.0,255,190,6,4,4,5,0,0,1,1,46
28027502,0,20000.0,0.91766685,0.0,7.193986,0.0,0,0,0,0,0,0,0,0,0,0,35
28068471,0,1200.0,0.15552334,0.0,0.57584214,0.0,0,0,0,0,0,0,0,1,0,1,36
28336102,27330020,800000.0,1.0,11.466194,29.02605,0.0,255,190,6,4,4,5,0,0,1,1,46
28338790,28337302,800000.0,1.0,11.466194,29.02605,0.0,255,190,6,4,4,5,0,0,1,1,46
29029578,0,20000.0,0.91766685,0.0,7.3702364,0.0,0,0,0,0,0,0,0,0,0,0,35
29077453,0,1200.0,0.15552334,0.0,0.40618843,0.0,0,0,0,0,0,0,0,1,0,1,36
29339951,28337302,800000.0,1.0,11.32031,29.210808,0.0,255,190,6,4,4,5,0,0,1,1,46
29345490,29345331,800000.0,1.0,11.32031,29.210808,0.0,255,190,6,4,4,5,0,0,1,1,46
30030535,0,20000.0,0.91766685,0.0,7.2359056,0.0,0,0,0,0,0,0,0,0,0,0,35
30078493,0,1200.0,0.15552334,0.0,0.5183339,0.0,0,0,0,0,0,0,0,1,0,1,36
30342634,30341729,800000.0,1.0,11.469279,29.21213,0.0,255,190,6,4,4,5,0,0,1,1,46
31032618,0,20000.0,0.91766685,0.0,7.234307,0.0,0,0,0,0,0,0,0,0,0,0,35
31086551,0,1200.0,0.15552334,0.0,0.5994018,0.0,0,0,0,0,0,0,0,1,0,1,36
31336706,31334376,800000.0,1.0,11.500045,29.277569,0.0,255,190,6,4,4,5,0,0,1,1,46
32035416,0,20000.0,0.91766685,0.0,7.433831,0.0,0,0,0,0,0,0,0,0,0,0,35
32089399,0,1200.0,0.15552334,0.0,0.53804886,0.0,0,0,0,0,0,0,0,1,0,1,36
32338720,31334376,800000.0,1.0,11.407235,29.227234,0.0,255,190,6,4,4,5,0,0,1,1,46
32344620,32344388,800000.0,1.0,11.407235,29.227234,0.0,255,190,6,4,4,5,0,0,1,1,46
33035917,0,20000.0,0.91766685,0.0,7.220807,0.0,0,0,0,0,0,0,0,0,0,0,35
33091555,0,1200.0,0.15552334,0.0,0.54402184,0.0,0,0,0,0,0,0,0,1,0,1,36
33335016,33334414,800000.0,1.0,11.482494,29.24571,0.0,255,190,6,4,4,5,0,0,1,1,46
34037368,0,20000.0,0.91766685,0.0,7.3456783,0.0,0,0,0,0,0,0,0,0,0,0,35
34094613,0,1200.0,0.15552334,0.0,0.3253152,0.0,0,0,0,0,0,0,0,1,0,1,36
34337626,33334414,800000.0,1.0,11.5089445,29.288334,0.0,255,190,6,4,4,5,0,0,1,1,46
34343457,34343309,800000.0,1.0,11.5089445,29.288334,0.0,255,190,6,4,4,5,0,0,1,1,46
35039367,0,20000.0,0.91766685,0.0,7.203554,0.0,0,0,0,0,0,0,0,0,0,0,35
35099371,0,1200.0,0.15552334,0.0,0.5663101,0.0,0,0,0,0,0,0,0,1,0,1,36
35341550,35341309,800000.0,1.0,11.479235,29.30741,0.0,255,190,6,4,4,5,0,0,1,1,46
36042939,0,20000.0,0.91766685,0.0,7.3839254,0.0,0,0,0,0,0,0,0,0,0,0,35
36102520,0,1200.0,0.15552334,0.0,0.5039711,0.0,0,0,0,0,0,0,0,1,0,1,36
36344385,36344332,800000.0,1.0,11.529207,29.59027,0.0,255,190,6,4,4,5,0,0,1,1,46
37046763,0,20000.0,0.91766685,0.0,7.2677827,0.0,0,0,0,0,0,0,0,0,0,0,35
37103462,0,1200.0,0.15552334,0.0,0.6607393,0.0,0,0,0,0,0,0,0,1,0,1,36
37336073,37334743,800000.0,1.0,11.713333,29.980139,0.0,255,190,6,4,4,5,0,0,1,1,46
38047638,0,20000.0,0.91766685,0.0,7.2128897,0.0,0,0,0,0,0,0,0,0,0,0,35
38110618,0,1200.0,0.15552334,0.0,0.46551678,0.0,0,0,0,0,0,0,0,1,0,1,36
38333463,38333307,800000.0,1.0,11.4555645,29.870865,0.0,255,190,6,4,4,5,0,0,1,1,46
39048639,0,20000.0,0.91766685,0.0,7.5615854,0.0,0,0,0,0,0,0,0,0,0,0,35
39119368,0,1200.0,0.15552334,0.0,0.61463606,0.0,0,0,0,0,0,0,0,1,0,1,36
39332653,39332387,800000.0,1.0,11.687053,30.139242,0.0,255,190,6,4,4,5,0,0,1,1,46
40050419,0,20000.0,0.91766685,0.0,7.1846294,0.0,0,0,0,0,0,0,0,0,0,0,35
40122368,0,1200.0,0.15552334,0.0,0.45496985,0.0,0,0,0,0,0,0,0,1,0,1,36
40333615,40333314,800000.0,1.0,11.560785,30.159351,0.0,255,190,6,4,4,5,0,0,1,1,46
41051365,0,20000.0,0.91766685,0.0,7.3552136,0.0,0,0,0,0,0,0,0,0,0,0,35
41130512,0,1200.0,0.15552334,0.0,0.41575396,0.0,0,0,0,0,0,0,0,1,0,1,36
41335892,40333314,800000.0,1.0,11.850702,30.051382,0.0,255,190,6,4,4,5,0,0,1,1,46
41341485,41340420,800000.0,1.0,11.850702,30.051382,0.0,255,190,6,4,4,5,0,0,1,1,46
42051604,0,20000.0,0.91766685,0.0,7.5085444,0.0,0,0,0,0,0,0,0,0,0,0,35
42132368,0,1200.0,0.15552334,0.0,0.5942106,0.0,0,0,0,0,0,0,0,1,0,1,36
42343114,41340420,800000.0,1.0,11.644543,29.821732,0.0,255,190,6,4,4,5,0,0,1,1,46
42345617,42343308,800000.0,1.0,11.644543,29.821732,0.0,255,190,6,4,4,5,0,0,1,1,46
43052710,0,20000.0,0.91766685,0.0,7.2737637,0.0,0,0,0,0,0,0,0,0,0,0,35
43140429,0,1200.0,0.15552334,0.0,0.37527195,0.0,0,0,0,0,0,0,0,1,0,1,36
43334771,43334307,800000.0,1.0,11.766233,30.014984,0.0,255,190,6,4,4,5,0,0,1,1,46
44054361,0,20000.0,0.91766685,0.0,7.374731,0.0,0,0,0,0,0,0,0,0,0,0,35
44147370,0,1200.0,0.15552334,0.0,0.6302989,0.0,0,0,0,0,0,0,0,1,0,1,36
