timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
26917003,-0.4919513,-0.50169635,0.0,0.0
26936297,-0.9756028,-0.9949276,0.0,0.0
26947816,-0.9756028,-0.9949276,0.0,0.0
26963052,0.13531767,0.13799778,0.0,0.0
26980410,0.8649917,0.88211936,0.0,0.0
26993855,0.8649917,0.88211936,0.0,0.0
27011382,0.3212392,0.3276023,0.0,0.0
27024159,0.3212392,0.3276023,0.0,0.0
27040323,-0.22155042,-0.22593795,0.0,0.0
27054417,0.8172923,0.8334716,0.0,0.0
27069592,-0.40400514,-0.41200283,0.0,0.0
27085090,-0.47798425,-0.48744786,0.0,0.0
27100460,-0.47798425,-0.48744786,0.0,0.0
27118298,-0.8689244,-0.88613725,0.0,0.0
27131355,-0.8689244,-0.88613725,0.0,0.0
27146599,0.58356667,0.59511876,0.0,0.0
27161591,-0.69062614,-0.7043017,0.0,0.0
27176350,0.3843428,0.3919561,0.0,0.0
27195349,0.9076543,0.92563486,0.0,0.0
27208001,-0.8358432,-0.8523897,0.0,0.0
27222435,-0.7423651,-0.75706613,0.0,0.0
27237029,0.69024086,0.7039071,0.0,0.0
27252283,-0.7741104,-0.78944445,0.0,0.0
27267832,-0.7741104,-0.78944445,0.0,0.0
27282790,0.92347115,0.94176483,0.0,0.0
27298659,0.087835304,0.08957496,0.0,0.0
27313642,0.9587261,0.9777125,0.0,0.0
27328919,0.9587261,0.9777125,0.0,0.0
27344625,-0.84311986,-0.8598109,0.0,0.0
27358606,-0.84311986,-0.8598109,0.0,0.0
27373306,-0.8584868,-0.8754879,0.0,0.0
27388137,-0.8584868,-0.8754879,0.0,0.0
27404387,-0.37210953,-0.37947643,0.0,0.0
27419057,-0.88350993,-0.9010094,0.0,0.0
27434356,-0.7194278,-0.73367864,0.0,0.0
27451304,-0.6015274,-0.61344135,0.0,0.0
27464079,-0.7402591,-0.75491875,0.0,0.0
27479601,-0.3422654,-0.34904143,0.0,0.0
