timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
26798037,0.0,0.0,0.0
71504788,0.0,0.0,0.0
71702811,0.0,0.0,0.0
71902132,0.0,0.0,0.0
72102376,0.0,0.0,0.0
72316040,0.0,0.0,0.0
