timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
26903476,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27911452,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28919380,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29926392,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30668347,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30679386,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31679517,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32689534,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33693436,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34703333,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35696406,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35707417,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36713372,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37723330,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38727332,32,2162688,2097184,0.0,0.0,14,2,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
