timestamp,load,ram_usage
26493568,0.27208573,0.70646906
27493411,0.37617946,0.77205986
28493413,0.34436297,0.77469176
29493437,0.3365029,0.77469176
30493654,0.3378557,0.77469176
31493413,0.3367415,0.77469176
32493413,0.33987933,0.77469176
33493412,0.3385983,0.77469176
34493412,0.33547503,0.77469176
35493446,0.33945262,0.77469176
36493443,0.33929288,0.77469176
37493412,0.34036052,0.77469176
38493460,0.33858424,0.77469176
39494049,0.33687246,0.77469176
40493410,0.33990818,0.77469176
41493413,0.33577633,0.77469176
42493412,0.33998835,0.77469176
43493432,0.33780223,0.77469176
44493412,0.33682775,0.77469176
45495136,0.3381344,0.77469176
46493414,0.33865553,0.77469176
47493410,0.33819634,0.77469176
48493439,0.33807933,0.77469176
49493412,0.33849734,0.77469176
50493445,0.33904684,0.77469176
51493412,0.34341663,0.77469176
52493412,0.357984,0.77469176
53494160,0.35592312,0.77469176
54493410,0.35371226,0.77469176
55493442,0.34839296,0.77469176
56493413,0.3593586,0.77469176
57493449,0.3554682,0.77469176
58493412,0.35476112,0.77469176
59493410,0.3434397,0.77469176
60493410,0.33754802,0.77469176
61493410,0.338517,0.77469176
62493412,0.33936334,0.77469176
63493413,0.33514702,0.77469176
64493450,0.33949542,0.77469176
65493549,0.33603173,0.77469176
66493412,0.3386954,0.77469176
67493412,0.33937502,0.77469176
68493413,0.33968765,0.77469176
69494294,0.33207542,0.77469176
70493412,0.332914,0.77469176
71493430,0.34031588,0.77469176
72493412,0.31941777,0.77469176
