timestamp,load,ram_usage
31485411,0.49872482,0.77205986
32485408,0.56257844,0.77469176
33485630,0.54006165,0.77469176
34485409,0.43281007,0.77469176
35485408,0.33461034,0.77469176
36485409,0.338656,0.77469176
37485442,0.3381973,0.77469176
38485406,0.33680004,0.77469176
39485408,0.33777535,0.77469176
40485476,0.3369364,0.77469176
41485408,0.33795196,0.77469176
42485939,0.335868,0.77469176
43485409,0.33428615,0.77469176
44485408,0.33705336,0.77469176
45486033,0.33479273,0.77469176
46485408,0.33522254,0.77469176
47485484,0.33751935,0.77469176
48485445,0.33665925,0.77469176
49485841,0.33721733,0.77469176
50485406,0.33580208,0.77469176
51485406,0.33643597,0.77469176
52485408,0.33946866,0.77469176
53485408,0.33628798,0.77469176
54485505,0.33613342,0.77469176
55486073,0.33863795,0.77469176
56485408,0.35261047,0.77469176
57485412,0.35043,0.77469176
58485408,0.351565,0.77469176
59485410,0.35264528,0.77469176
60485406,0.35026842,0.77469176
61485468,0.33666146,0.77469176
62485441,0.33624017,0.77469176
63485410,0.33254635,0.77469176
64485408,0.3349697,0.77469176
65485409,0.33742303,0.77469176
66485409,0.3353573,0.77469176
67485409,0.33543533,0.77469176
68485475,0.3325544,0.77469176
69485408,0.33639556,0.77469176
70485408,0.35483497,0.77469176
71485550,0.3512221,0.77469176
72487042,0.35433036,0.77469176
73485408,0.35059887,0.77469176
74485411,0.35208791,0.77469176
75485486,0.333183,0.77469176
76485406,0.32340318,0.77469176
