timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
29541358,29541305,0.018865366,0.007854631,-0.0031054248,-0.0,0.0,0.0,0.0,-1.0
29656358,29656305,0.009148481,-0.0020476708,-0.0011815095,-0.0,0.0,0.0,0.0,-1.0
29757394,29757342,0.0039732517,0.00042177105,-0.0009747405,-0.0,0.0,0.0,0.0,-1.0
29859358,29859304,0.0024077084,-0.0027522221,-0.0010416927,-0.0,0.0,0.0,0.0,-1.0
29958351,29958299,0.0062148953,-0.011723161,-0.00035862692,-0.0,0.0,0.0,0.0,-1.0
30061356,30061302,-0.004662342,0.0074894256,-0.002795955,-0.0,0.0,0.0,0.0,-1.0
30164385,30164312,-0.0070102257,0.0022415263,-0.0029561114,-0.0,0.0,0.0,0.0,-1.0
30252414,30252360,0.004232416,0.0041218796,-0.0022975015,-0.0,0.0,0.0,0.0,-1.0
30366348,30366296,0.007561583,0.008316688,-0.0025146934,-0.0,0.0,0.0,0.0,-1.0
30467398,30467346,-0.0062231533,-0.009297049,-0.0011700677,0.0,0.0,0.0,0.0,-1.0
30568360,30568298,0.0010687064,-0.0048800674,0.00040200865,0.0,0.0,0.0,0.0,-1.0
30670353,30670296,0.0044600917,0.0036733053,0.0012840463,0.0,0.0,0.0,0.0,-1.0
30771378,30771321,-0.0002925754,-0.0043207603,-0.0010314378,0.0,0.0,0.0,0.0,-1.0
30874356,30874302,-0.009044246,-1.9436746e-05,-0.00017890366,0.0,0.0,0.0,0.0,-1.0
30975356,30975302,-0.008631453,0.0006903915,0.0019654825,0.0,0.0,0.0,0.0,-1.0
31075547,31075493,0.0064810896,-0.004636263,0.0011458829,0.0,0.0,0.0,0.0,-1.0
31177377,31177325,0.0014806956,0.009438969,0.0016199419,0.0,0.0,0.0,0.0,-1.0
31278350,31278296,-0.0034610522,-0.003718712,-0.0015782549,0.0,0.0,0.0,0.0,-1.0
31381357,31381305,0.0047506713,-0.0017398706,0.0011851853,0.0,0.0,0.0,0.0,-1.0
31480355,31480302,-1.7026206e-05,-0.000918463,-6.764723e-05,0.0,0.0,0.0,0.0,-1.0
31541364,31541299,-0.0054479023,-0.005528759,0.00014291835,0.0,0.0,0.0,0.0,-1.0
31686372,31686305,0.008274423,0.00034711952,0.0016982751,0.0,0.0,0.0,0.0,-1.0
31785348,31785296,0.0068569104,-0.0076315654,-0.0013611023,0.0,0.0,0.0,0.0,-1.0
31887385,31887333,-0.0036952668,-0.0063081197,0.0008622568,0.0,0.0,0.0,0.0,-1.0
31990360,31990306,0.0026415868,-0.0036945348,-0.00041692477,0.0,0.0,0.0,0.0,-1.0
32091604,32091552,0.0082960995,0.013124194,0.0010167075,0.0,0.0,0.0,0.0,-1.0
32194355,32194303,-0.0028743383,-0.0009523306,-0.0008374305,0.0,0.0,0.0,0.0,-1.0
32293356,32293304,0.0031276164,-0.005892499,-0.0005400868,0.0,0.0,0.0,0.0,-1.0
32395355,32395303,0.01309712,0.0063155103,-0.00061713945,0.0,0.0,0.0,0.0,-1.0
32496356,32496302,-0.012242288,0.00048793704,0.0013866138,0.0,0.0,0.0,0.0,-1.0
32597397,32597345,-0.000791231,-0.0021107167,-0.001667738,0.0,0.0,0.0,0.0,-1.0
32698354,32698298,-0.005007345,0.005732836,0.001240408,0.0,0.0,0.0,0.0,-1.0
32803356,32803304,0.009362444,-0.0024954749,-0.00015968246,0.0,0.0,0.0,0.0,-1.0
32899364,32899302,0.0151003385,0.0009831877,-0.0016557493,0.0,0.0,0.0,0.0,-1.0
