timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
29541305,-0.9779919,-0.99494356,0.0,0.0
29558606,-0.9779919,-0.99494356,0.0,0.0
29560821,-0.51397246,-0.5228842,0.0,0.0
29566302,-0.51397246,-0.5228842,0.0,0.0
29570302,-0.51397246,-0.5228842,0.0,0.0
29574302,0.5445175,0.5539601,0.0,0.0
29577141,0.5445175,0.5539601,0.0,0.0
29583381,-0.4960391,-0.5046364,0.0,0.0
29588317,-0.4960391,-0.5046364,0.0,0.0
29592323,-0.95505345,-0.9716089,0.0,0.0
29597322,-0.95505345,-0.9716089,0.0,0.0
29604302,0.5742109,0.5841639,0.0,0.0
29607205,0.5742109,0.5841639,0.0,0.0
29613297,-0.37580395,-0.382317,0.0,0.0
29616426,-0.37580395,-0.382317,0.0,0.0
29620315,-0.855151,-0.86997867,0.0,0.0
29625309,-0.855151,-0.86997867,0.0,0.0
29637967,0.65186065,0.6631583,0.0,0.0
29642348,-0.61015767,-0.6207382,0.0,0.0
29647324,-0.61015767,-0.6207382,0.0,0.0
29650304,-0.372429,-0.37888855,0.0,0.0
29656305,-0.372429,-0.37888855,0.0,0.0
29659296,-0.372429,-0.37888855,0.0,0.0
29663302,-0.8594271,-0.8743238,0.0,0.0
29666313,-0.8594271,-0.8743238,0.0,0.0
29672340,0.55041826,0.55995953,0.0,0.0
29675313,0.55041826,0.55995953,0.0,0.0
29679299,0.55041826,0.55995953,0.0,0.0
29684029,0.31286412,0.31828722,0.0,0.0
29688303,0.31286412,0.31828722,0.0,0.0
29693431,0.48759583,0.49605107,0.0,0.0
29697347,0.48759583,0.49605107,0.0,0.0
29701302,-0.843892,-0.85852754,0.0,0.0
29705306,-0.843892,-0.85852754,0.0,0.0
29709302,-0.843892,-0.85852754,0.0,0.0
29713302,-0.82295173,-0.8372138,0.0,0.0
29717357,-0.82295173,-0.8372138,0.0,0.0
29722349,0.40038016,0.40731955,0.0,0.0
29725296,0.40038016,0.40731955,0.0,0.0
29729304,0.40038016,0.40731955,0.0,0.0
29737433,0.91983205,0.9357823,0.0,0.0
29741302,-0.39657846,-0.4034559,0.0,0.0
29745305,-0.39657846,-0.4034559,0.0,0.0
29750296,-0.39657846,-0.4034559,0.0,0.0
