timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
29326719,0.0,0.0,0.0
67547055,0.0,0.0,0.0
67744072,0.0,0.0,0.0
67941131,0.0,0.0,0.0
68156056,0.0,0.0,0.0
68354010,0.0,0.0,0.0
