timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
29247148,inf,0,1,1,1,0
30247160,inf,0,1,1,1,0
31247163,inf,0,1,1,1,0
32247212,inf,0,1,1,1,0
33267155,inf,0,1,1,1,0
34267155,inf,0,1,1,1,0
35267159,inf,0,1,1,1,0
36267169,inf,0,1,1,1,0
37287205,inf,0,1,1,1,0
38307153,inf,0,1,1,1,1
38827203,inf,0,1,0,1,1
38847153,inf,0,1,0,0,1
39307745,inf,0,0,0,0,0
40327151,inf,0,0,0,0,0
41327151,inf,0,0,0,0,0
42327200,inf,0,0,0,0,0
43347223,inf,0,0,0,0,0
44367151,inf,0,0,0,0,0
45367151,inf,0,0,0,0,0
46367153,inf,0,0,0,0,0
47367202,inf,0,0,0,0,0
48387151,inf,0,0,0,0,0
49387153,inf,0,0,0,0,0
50407151,inf,0,0,0,0,0
51407151,inf,0,0,0,0,0
52407200,inf,0,0,0,0,0
53427153,inf,0,0,0,0,1
54427169,inf,0,0,0,0,1
55447153,inf,0,0,0,0,1
56087170,inf,0,0,0,0,0
56667171,inf,0,0,0,0,1
56947153,inf,0,0,0,0,0
57607154,inf,0,0,0,0,1
57787167,inf,0,0,0,0,0
58787405,inf,0,0,0,0,0
59807153,inf,0,0,0,0,0
60807202,inf,0,0,0,0,0
61827153,inf,0,0,0,0,0
62827556,inf,0,0,0,0,0
63847153,inf,0,0,0,0,0
64867198,inf,0,0,0,0,0
65887153,inf,0,0,0,0,0
66907155,inf,0,0,0,0,0
67807195,inf,0,0,1,0,0
67867148,inf,0,0,1,1,0
67907148,inf,0,1,1,1,0
