timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
26828302,0.00909301,-0.003583735,0.009778784,3988,-3988,-0.06194213,-0.09433281,-9.654609,4012
26845278,0.006217137,0.008163959,-0.007981832,16976,-16976,-0.03553873,-0.047977272,-9.62324,3988
26849107,-0.0056758346,0.0040812283,0.0067944103,892,-892,-0.03534532,-0.060118146,-9.965478,585
26856310,-0.0061730566,-0.0044884607,0.0006612208,3014,-3014,0.044930276,-0.044769138,-9.627075,4189
26860464,0.009437962,0.0024435467,-0.0068615843,4154,-4154,-0.056845516,-0.03491297,-9.888934,3014
26865321,0.00042692607,0.0018895522,0.0009049026,4857,-4857,-0.0026068583,0.017738592,-9.74123,4154
26869299,-0.0046537276,-0.002295859,0.008697641,3978,-3978,0.035407297,-0.06856643,-9.764472,4857
26873298,0.0047968505,-0.0064993305,0.0012539699,3999,-3999,0.09044387,0.004050577,-9.909069,3978
26877345,0.0041641253,0.0043551624,0.0060505224,4047,-4047,0.09016303,0.07804945,-9.754732,3999
26882417,0.0064553586,-0.0027832268,-0.00886877,5072,-5072,-0.08578555,0.039729495,-9.824427,4047
26885315,0.0012018702,0.009923912,-0.0049093273,2898,-2898,0.0022460755,-0.06639253,-9.965901,5072
26889298,-0.00016841198,-0.008812928,0.008939391,3983,-3983,-0.025215918,-0.08578824,-9.692366,2898
26892542,0.009499876,0.0011237387,0.0043505114,3244,-3244,-0.0039475295,-0.043012254,-9.62013,3983
26897324,-0.0093675405,0.004916975,-0.004474805,4782,-4782,0.053875975,0.09307195,-9.943284,3244
26901319,-0.00025219456,-0.0004033289,-0.008052088,3995,-3995,-0.017801795,-0.085930414,-9.69799,4782
26907391,0.0013660572,0.0012515464,0.008555373,6072,-6072,0.0052263457,-0.03250453,-9.758735,3995
26912333,0.001421975,0.006570445,0.0034977305,4942,-4942,0.03919512,0.0963606,-9.886854,6072
26914296,-0.00086608843,0.009465037,0.006354163,1963,-1963,-0.08450503,0.06634164,-9.8823395,4942
26918300,0.0059090354,0.0052123535,0.004203344,4004,-4004,-0.075963184,0.0039394484,-9.711307,1963
26922323,-0.0068440754,0.004025168,0.005606578,4023,-4023,0.041767586,-0.00031873383,-9.690147,4004
26927358,-0.00837235,-0.009004761,0.009759728,5035,-5035,-0.01216026,0.04304042,-9.928929,4023
26932326,-0.007600419,0.0068262275,-0.0021415763,4968,-4968,0.022513257,-0.019615745,-9.943581,5035
26935296,-0.00024962402,0.008403425,0.0065264455,2970,-2970,-0.07954342,0.029896604,-9.96138,4968
26938119,-0.008409662,0.0019234347,-0.0052278624,2823,-2823,-0.08625856,0.07223524,-9.740958,2970
26943318,-0.0011905504,0.0071662646,-0.0046864655,5199,-5199,0.06365897,0.0033853583,-9.89671,2823
26947322,-0.009580847,0.0034107869,-0.0054289964,4004,-4004,-0.083700284,0.09771626,-9.632208,5199
26953598,0.00790546,-0.0037099873,0.0017155993,2296,-2296,-0.055659328,0.047058675,-9.715492,3980
26960302,0.007060413,0.006243193,-0.0059229685,6704,-6704,-0.06633522,-0.08486267,-9.911938,2296
26964304,0.005429895,-0.007861449,-0.009571217,4002,-4002,-0.096052945,-0.086956,-9.964137,6704
26968302,0.00024849395,-0.007380706,-0.0034413063,3998,-3998,0.019685192,0.009929754,-9.971488,4002
26973302,0.00987464,-0.0045907497,0.007806946,5000,-5000,0.049028143,0.08937678,-9.620193,3998
26977322,0.003082541,0.0032727523,-0.008658249,4020,-4020,0.034216702,-0.021395605,-9.865118,5000
26981379,0.008267693,0.0051460676,0.0008025545,4057,-4057,0.08013791,0.004058588,-9.864939,4020
26986422,0.0054372153,0.0009903217,0.0003062413,5043,-5043,0.07788679,0.012684916,-9.660596,4057
26991304,0.0032790187,0.0043384866,0.006997578,4882,-4882,-0.061814815,-0.033033848,-9.731401,5043
26993312,0.0055395463,0.0004834853,-0.0075040697,2008,-2008,0.07842194,9.692185e-05,-9.687199,4882
26997342,0.0031563777,0.005937082,-0.0008972824,4030,-4030,0.031530283,0.02530232,-9.957322,2008
27002325,0.009239812,0.0045447196,-0.00062458665,4983,-4983,-0.07051505,0.056111563,-9.933499,4030
27006299,0.006804107,0.0091875475,-0.0032972984,3974,-3974,0.053501762,0.0670233,-9.94763,4983
27010303,-0.0033718112,-0.004888559,0.0023033125,4004,-4004,0.06381327,0.049019873,-9.972804,3974
27013296,0.009967148,-0.0020158098,-0.008228047,2993,-2993,-0.09043283,0.077034116,-9.7429085,4004
27017325,-0.004185482,0.008342414,-0.0028775542,4029,-4029,0.09536888,-0.08767399,-9.894731,2993
27021302,-0.0053912797,-0.009047209,-0.0030531432,3977,-3977,0.06555351,0.0034446216,-9.8228855,4029
27025430,0.008763039,0.0035516727,0.005823521,4128,-4128,-0.0422187,0.09375479,-9.66981,3977
27029302,-0.006468911,-0.007700821,0.0075214724,3872,-3872,0.030336864,-0.063208885,-9.725914,4128
27033307,-0.0029936228,-0.0076951347,-0.00661048,4005,-4005,0.04361951,0.07339817,-9.922177,3872
