timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
22565395,0.0,-0.0,0.0009302776,0.0,0.9999999,0.0,0.0,0.00046513876,0.0,0.0,-0.0,1,0,0,0,0,0
27649726,0.0,0.0,0.0029601476,0.0,0.9999989,0.0,0.0,0.0014800734,0.0,0.0,-0.0,1,0,0,0,0,0
27742150,0.0,0.0,0.0031498228,0.0,0.99999875,0.0,0.0,0.001574911,0.0,0.0,-0.0,1,0,0,0,0,0
27841599,0.0,0.0,0.003231808,0.0,0.9999987,0.0,0.0,0.0016159036,0.0,0.0,-0.0,1,0,0,0,0,0
27936141,0.0,0.0,0.0031763767,0.0,0.99999875,0.0,0.0,0.001588188,0.0,0.0,-0.0,1,0,0,0,0,0
28035740,0.0,0.0,0.003060364,0.0,0.99999887,0.0,0.0,0.0015301816,0.0,0.0,-0.0,1,0,0,0,0,0
28155155,0.0,0.0,0.0030890105,0.0,0.9999988,0.0,0.0,0.0015445047,0.0,0.0,-0.0,1,0,0,0,0,0
28251571,0.0,0.0,0.0028498874,0.0,0.999999,0.0,0.0,0.0014249432,0.0,0.0,-0.0,1,0,0,0,0,0
28349151,0.0,0.0,0.0028184264,0.0,0.99999905,0.0,0.0,0.0014092128,0.0,0.0,-0.0,1,0,0,0,0,0
28446495,0.0,0.0,0.002661443,0.0,0.9999991,0.0,0.0,0.0013307213,0.0,0.0,-0.0,1,0,0,0,0,0
28543160,0.0,0.0,0.0026633677,0.0,0.9999991,0.0,0.0,0.0013316836,0.0,0.0,-0.0,1,0,0,0,0,0
28642586,0.0,0.0,0.0026145575,0.0,0.99999917,0.0,0.0,0.0013072783,0.0,0.0,-0.0,1,0,0,0,0,0
28764158,0.0,0.0,0.0024372903,0.0,0.9999992,0.0,0.0,0.001218645,0.0,0.0,-0.0,1,0,0,0,0,0
28861500,0.0,0.0,0.002497975,0.0,0.9999992,0.0,0.0,0.0012489873,0.0,0.0,-0.0,1,0,0,0,0,0
28956141,0.0,0.0,0.0025646267,0.0,0.99999917,0.0,0.0,0.001282313,0.0,0.0,-0.0,1,0,0,0,0,0
29056590,0.0,0.0,0.0024994158,0.0,0.9999992,0.0,0.0,0.0012497077,0.0,0.0,-0.0,1,0,0,0,0,0
29154142,0.0,0.0,0.0024225041,0.0,0.9999993,0.0,0.0,0.0012112517,0.0,0.0,-0.0,1,0,0,0,0,0
29255357,0.0,0.0,0.002203719,0.0,0.9999994,0.0,0.0,0.0011018594,0.0,0.0,-0.0,1,0,0,0,0,0
29369824,0.0,0.0,0.0024774377,0.0,0.9999992,0.0,0.0,0.0012387186,0.0,0.0,-0.0,1,0,0,0,0,0
29466144,0.0,0.0,0.0024929103,0.0,0.9999992,0.0,0.0,0.0012464549,0.0,0.0,-0.0,1,0,0,0,0,0
29560179,0.0,0.0,0.0025879631,0.0,0.99999917,0.0,0.0,0.0012939812,0.0,0.0,-0.0,1,0,0,0,0,0
29674512,0.0,0.0,0.0024223456,0.0,0.9999993,0.0,0.0,0.0012111724,0.0,0.0,-0.0,1,0,0,0,0,0
29774315,0.0,0.0,0.002342926,0.0,0.9999993,0.0,0.0,0.0011714628,0.0,0.0,-0.0,1,0,0,0,0,0
29875797,0.0,0.0,0.002382078,0.0,0.9999993,0.0,0.0,0.0011910388,0.0,0.0,-0.0,1,0,0,0,0,0
29976239,0.0,0.0,0.0021511416,0.0,0.9999994,0.0,0.0,0.0010755707,0.0,0.0,-0.0,1,0,0,0,0,0
30075846,0.0,0.0,0.002148534,0.0,0.99999946,0.0,0.0,0.001074267,0.0,0.0,-0.0,1,0,0,0,0,0
30170268,0.0,0.0,0.0019090535,0.0,0.9999996,0.0,0.0,0.00095452677,0.0,0.0,-0.0,1,0,0,0,0,0
30285139,0.0,0.0,0.00188657,0.0,0.9999995,0.0,0.0,0.0009432849,0.0,0.0,-0.0,1,0,0,0,0,0
30375245,0.0,0.0,0.001776346,0.0,0.9999996,0.0,0.0,0.00088817294,0.0,0.0,-0.0,1,0,0,0,0,0
30470789,0.0,0.0,0.0017733672,0.0,0.9999996,0.0,0.0,0.0008866835,0.0,0.0,-0.0,1,0,0,0,0,0
30594125,0.0,0.0,0.0016896698,0.0,0.99999964,0.0,0.0,0.0008448348,0.0,0.0,-0.0,1,0,0,0,0,0
30687262,0.0,0.0,0.00179061,0.0,0.9999996,0.0,0.0,0.00089530495,0.0,0.0,-0.0,1,0,0,0,0,0
30786556,0.0,0.0,0.0016965999,0.0,0.99999964,0.0,0.0,0.0008482998,0.0,0.0,-0.0,1,0,0,0,0,0
30887530,0.0,0.0,0.0015622575,0.0,0.9999997,0.0,0.0,0.00078112877,0.0,0.0,-0.0,1,0,0,0,0,0
30989179,0.0,0.0,0.0013906076,0.0,0.99999976,0.0,0.0,0.0006953037,0.0,0.0,-0.0,1,0,0,0,0,0
31086138,0.0,0.0,0.0012226516,0.0,0.9999998,0.0,0.0,0.00061132584,0.0,0.0,-0.0,1,0,0,0,0,0
31184494,0.0,0.0,0.0011182636,0.0,0.9999998,0.0,0.0,0.0005591318,0.0,0.0,-0.0,1,0,0,0,0,0
31305141,0.0,0.0,0.0009564691,0.0,0.9999999,0.0,0.0,0.00047823458,0.0,0.0,-0.0,1,0,0,0,0,0
31402223,0.0,0.0,0.00097647647,0.0,0.9999999,0.0,0.0,0.0004882382,0.0,0.0,-0.0,1,0,0,0,0,0
31500192,0.0,0.0,0.00080386415,0.0,0.99999994,0.0,0.0,0.0004019321,0.0,0.0,-0.0,1,0,0,0,0,0
31597544,0.0,0.0,0.0006546084,0.0,0.99999994,0.0,0.0,0.00032730424,0.0,0.0,-0.0,1,0,0,0,0,0
31692139,0.0,0.0,0.0004219219,0.0,1.0,0.0,0.0,0.00021096095,0.0,0.0,-0.0,1,0,0,0,0,0
31796228,0.0,0.0,0.000744109,0.0,0.99999994,0.0,0.0,0.00037205458,0.0,0.0,-0.0,1,0,0,0,0,0
31884893,0.0,0.0,0.0006667301,0.0,0.99999994,0.0,0.0,0.00033336508,0.0,0.0,-0.0,1,0,0,0,0,0
32009517,0.0,0.0,0.00035177442,0.0,1.0,0.0,0.0,0.00017588721,0.0,0.0,-0.0,1,0,0,0,0,0
32106129,0.0,0.0,0.00019083294,0.0,1.0,0.0,0.0,9.541647e-05,0.0,0.0,-0.0,1,0,0,0,0,0
32195407,0.0,0.0,0.00029520132,0.0,1.0,0.0,0.0,0.00014760067,0.0,0.0,-0.0,1,0,0,0,0,0
32297316,0.0,0.0,0.0003106782,0.0,1.0,0.0,0.0,0.0001553391,0.0,0.0,-0.0,1,0,0,0,0,0
32410167,0.0,0.0,0.00045162457,0.0,1.0,0.0,0.0,0.0002258123,0.0,0.0,-0.0,1,0,0,0,0,0
32504571,0.0,0.0,0.0005593879,0.0,1.0,0.0,0.0,0.00027969395,0.0,0.0,-0.0,1,0,0,0,0,0
32603162,0.0,0.0,0.0006394056,0.0,0.99999994,0.0,0.0,0.0003197028,0.0,0.0,-0.0,1,0,0,0,0,0
32718546,0.0,0.0,0.0007352155,0.0,0.99999994,0.0,0.0,0.00036760783,0.0,0.0,-0.0,1,0,0,0,0,0
32813177,0.0,0.0,0.00090755965,0.0,0.9999999,0.0,0.0,0.00045377982,0.0,0.0,-0.0,1,0,0,0,0,0
32911190,0.0,0.0,0.00089568057,0.0,0.99999994,0.0,0.0,0.00044784034,0.0,0.0,-0.0,1,0,0,0,0,0
33028327,0.0,0.0,0.00080467155,0.0,0.99999994,0.0,0.0,0.0004023358,0.0,0.0,-0.0,1,0,0,0,0,0
33125565,0.0,0.0,0.00075245934,0.0,0.99999994,0.0,0.0,0.00037622976,0.0,0.0,-0.0,1,0,0,0,0,0
33215486,0.0,0.0,0.0009187623,0.0,0.9999999,0.0,0.0,0.00045938115,0.0,0.0,-0.0,1,0,0,0,0,0
33312149,0.0,0.0,0.0010467302,0.0,0.9999999,0.0,0.0,0.00052336504,0.0,0.0,-0.0,1,0,0,0,0,0
33430197,0.0,0.0,0.0010442139,0.0,0.9999999,0.0,0.0,0.0005221069,0.0,0.0,-0.0,1,0,0,0,0,0
33525596,0.0,0.0,0.0010721033,0.0,0.9999999,0.0,0.0,0.00053605164,0.0,0.0,-0.0,1,0,0,0,0,0
33624141,0.0,0.0,0.0012238816,0.0,0.9999998,0.0,0.0,0.00061194086,0.0,0.0,-0.0,1,0,0,0,0,0
33738566,0.0,0.0,0.0011930227,0.0,0.9999998,0.0,0.0,0.00059651135,0.0,0.0,-0.0,1,0,0,0,0,0
33830563,0.0,0.0,0.001403737,0.0,0.99999976,0.0,0.0,0.0007018685,0.0,0.0,-0.0,1,0,0,0,0,0
33925498,0.0,0.0,0.0011977333,0.0,0.9999998,0.0,0.0,0.00059886667,0.0,0.0,-0.0,1,0,0,0,0,0
34044220,0.0,0.0,0.00089485716,0.0,0.99999994,0.0,0.0,0.00044742864,0.0,0.0,-0.0,1,0,0,0,0,0
34142163,0.0,0.0,0.0009015855,0.0,0.9999999,0.0,0.0,0.00045079275,0.0,0.0,-0.0,1,0,0,0,0,0
34241496,0.0,0.0,0.0010429356,0.0,0.9999999,0.0,0.0,0.00052146777,0.0,0.0,-0.0,1,0,0,0,0,0
34337329,0.0,0.0,0.00086708186,0.0,0.9999999,0.0,0.0,0.00043354093,0.0,0.0,-0.0,1,0,0,0,0,0
34434011,0.0,0.0,0.00069136906,0.0,0.99999994,0.0,0.0,0.00034568453,0.0,0.0,-0.0,1,0,0,0,0,0
34548605,0.0,0.0,0.000866997,0.0,0.9999999,0.0,0.0,0.0004334985,0.0,0.0,-0.0,1,0,0,0,0,0
34645278,0.0,0.0,0.0007998853,0.0,0.99999994,0.0,0.0,0.00039994268,0.0,0.0,-0.0,1,0,0,0,0,0
34739353,0.0,0.0,0.00084787083,0.0,0.9999999,0.0,0.0,0.00042393542,0.0,0.0,-0.0,1,0,0,0,0,0
34851157,0.0,0.0,0.000630925,0.0,0.99999994,0.0,0.0,0.0003154625,0.0,0.0,-0.0,1,0,0,0,0,0
34947553,0.0,0.0,0.00066889985,0.0,0.99999994,0.0,0.0,0.00033444993,0.0,0.0,-0.0,1,0,0,0,0,0
35045679,0.0,0.0,0.0007422719,0.0,0.99999994,0.0,0.0,0.00037113603,0.0,0.0,-0.0,1,0,0,0,0,0
35138195,0.0,0.0,0.00086160214,0.0,0.9999999,0.0,0.0,0.00043080107,0.0,0.0,-0.0,1,0,0,0,0,0
35260660,0.0,0.0,0.00094203686,0.0,0.9999999,0.0,0.0,0.00047101843,0.0,0.0,-0.0,1,0,0,0,0,0
