timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
26202162,inf,0,1,1,1,0
27202165,inf,0,1,1,1,0
28202182,inf,0,1,1,1,0
29222170,inf,0,1,1,1,0
30222183,inf,0,1,1,1,0
31242183,inf,0,1,1,1,0
32262167,inf,0,1,1,1,0
33262178,inf,0,1,1,1,0
34282167,inf,0,1,1,1,0
35282176,inf,0,1,1,1,0
35562245,inf,0,1,1,1,1
36062166,inf,0,1,0,1,1
36082167,inf,0,1,0,0,1
36562169,inf,0,0,0,0,0
37582167,inf,0,0,0,0,0
38582168,inf,0,0,0,0,0
39582169,inf,0,0,0,0,0
40582176,inf,0,0,0,0,0
41582187,inf,0,0,0,0,0
42582568,inf,0,0,0,0,0
43602177,inf,0,0,0,0,0
44622166,inf,0,0,0,0,0
45622166,inf,0,0,0,0,0
46622174,inf,0,0,0,0,0
47642166,inf,0,0,0,0,0
48642172,inf,0,0,0,0,0
49662166,inf,0,0,0,0,0
50662166,inf,0,0,0,0,0
51662167,inf,0,0,0,0,0
52682179,inf,0,0,0,0,0
53702167,inf,0,0,0,0,0
54722177,inf,0,0,0,0,0
55742825,inf,0,0,0,0,0
56762166,inf,0,0,0,0,0
57762166,inf,0,0,0,0,0
58762166,inf,0,0,0,0,0
59762181,inf,0,0,0,0,0
60782169,inf,0,0,0,0,0
61802165,inf,0,0,0,0,0
62802165,inf,0,0,0,0,0
63802167,inf,0,0,0,0,0
64822588,inf,0,0,0,0,0
65842166,inf,0,0,0,0,0
66862166,inf,0,0,0,0,0
67862166,inf,0,0,0,0,0
68862167,inf,0,0,0,0,0
69882179,inf,0,0,0,0,0
70902165,inf,0,0,0,0,0
71682163,inf,0,0,1,0,0
71742723,inf,0,0,1,1,0
71782162,inf,0,1,1,1,0
