timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
26618717,0.0,0.0,0.0
71424797,0.0,0.0,0.0
71606803,0.0,0.0,0.0
71818121,0.0,0.0,0.0
72031098,0.0,0.0,0.0
72228541,0.0,0.0,0.0
