timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
26824314,0.27340162,-0.030478051,0.47530022
26828302,0.2763633,-0.03718107,0.4721111
26848215,0.27575532,-0.037164234,0.47183022
26853296,0.27431428,-0.03681916,0.47384578
26856310,0.27963302,-0.034619812,0.47230667
26860464,0.27959737,-0.030211098,0.4685449
26865321,0.27531642,-0.033965826,0.46875647
26869299,0.27473775,-0.030666709,0.4721911
26873298,0.27695775,-0.030393133,0.4701629
26877345,0.27390206,-0.03264579,0.4717688
26882417,0.27961442,-0.036815923,0.46842018
26885315,0.27966052,-0.031111032,0.46901637
26889298,0.27815464,-0.03413054,0.47243664
26892542,0.28034186,-0.031016493,0.46915406
26897324,0.27396396,-0.033576977,0.47518355
26901319,0.27959234,-0.031237463,0.46825227
26907391,0.27580297,-0.03103356,0.47036615
26912333,0.2750876,-0.035523184,0.46799448
26914296,0.27652913,-0.03716573,0.47356805
26918300,0.27840728,-0.034541406,0.47161925
26922323,0.27868572,-0.0324324,0.4750076
26927358,0.27827558,-0.03436443,0.47114274
26932326,0.27895907,-0.031479865,0.46961868
26935296,0.28074715,-0.03312352,0.47538424
26938119,0.2804299,-0.036592152,0.46849802
26943318,0.28075364,-0.03531132,0.47282997
26951302,0.2797349,-0.03686953,0.46996748
26953598,0.28012416,-0.033196736,0.47398546
26960302,0.27827525,-0.032551594,0.46780786
26964304,0.280347,-0.030344363,0.47197798
26968302,0.2792257,-0.03670841,0.4724202
26973302,0.27646998,-0.031871073,0.47061336
26977322,0.27834323,-0.03215833,0.47301692
26981379,0.27393848,-0.03604473,0.46976545
26986422,0.27603653,-0.03626873,0.4748466
26991304,0.27332994,-0.03152452,0.4692986
26993312,0.27349928,-0.03203676,0.4715854
26997342,0.27798152,-0.0328028,0.47425175
27002325,0.2748948,-0.035685692,0.47172877
27006299,0.27351862,-0.03544267,0.47231516
27010303,0.27494708,-0.03591686,0.47535756
27013296,0.27514955,-0.03769914,0.47277945
27017325,0.27325833,-0.032471262,0.475346
27021302,0.27624685,-0.031518523,0.4703907
27025430,0.28020915,-0.034798823,0.47518307
27029302,0.27656838,-0.036396466,0.47252044
27033307,0.27609444,-0.034435228,0.46955
27037344,0.27847126,-0.03185598,0.47353697
27041311,0.2768394,-0.036893323,0.471811
27045302,0.27947986,-0.03308695,0.4736524
27050296,0.27349594,-0.035405837,0.47005734
27053312,0.2776339,-0.032902833,0.472067
27057323,0.2796676,-0.034568124,0.47199497
27060301,0.27666,-0.03346539,0.46960193
27070303,0.2742007,-0.03293209,0.47070643
27073305,0.27480993,-0.03266115,0.46923622
27079299,0.28054994,-0.031715263,0.47366992
27082327,0.2742884,-0.03739914,0.4688779
27088324,0.2762814,-0.030321466,0.4735924
27091513,0.28123224,-0.034192197,0.47184855
27095302,0.27766362,-0.03527299,0.472678
27099305,0.27720553,-0.03061194,0.4707921
27102440,0.2807723,-0.02986729,0.4692092
27106331,0.27537218,-0.034530494,0.4735315
27111298,0.27688745,-0.030439686,0.4742893
27114312,0.27892154,-0.0308017,0.47072035
27118296,0.2740714,-0.035178065,0.4711349
27122322,0.2762851,-0.034600057,0.4681945
27126304,0.27536678,-0.03417519,0.46771297
27130303,0.28103462,-0.03745699,0.47046328
27134303,0.27635005,-0.034602214,0.4706984
27137740,0.2739443,-0.031171095,0.4713136
27144303,0.27485955,-0.0316304,0.47224757
27148303,0.2756957,-0.035120666,0.475093
27151304,0.28117213,-0.03202572,0.47476113
27156302,0.28087562,-0.03511245,0.4715548
27159310,0.27588332,-0.029994925,0.4718622
27164303,0.27419084,-0.035723157,0.47040012
27167566,0.27370986,-0.03440144,0.47200286
27173306,0.27324226,-0.03201526,0.47464946
27176296,0.27818564,-0.031515367,0.46796954
27179302,0.27432138,-0.03282607,0.47091872
27183198,0.27893373,-0.034786705,0.46912658
27188296,0.27466732,-0.035814147,0.46762928
27192333,0.2774142,-0.03137777,0.47189367
27196302,0.27589306,-0.037164826,0.47127917
27200305,0.27804548,-0.03619437,0.47434965
27206304,0.27805084,-0.029784644,0.4691392
27210305,0.28018466,-0.037519313,0.47289243
27214303,0.2795006,-0.037049238,0.47187266
27217452,0.27830192,-0.037574142,0.46996698
27221302,0.2789717,-0.031453695,0.47071588
27225303,0.27676237,-0.03326748,0.46797526
27229318,0.28046983,-0.03756354,0.47075588
27234305,0.2787818,-0.032326985,0.47437447
27237346,0.2774876,-0.030628327,0.47009978
27241303,0.27763146,-0.033299323,0.47355175
27245492,0.2755476,-0.030152246,0.47275347
