timestamp,load,ram_usage
26482458,0.4238755,0.70972437
27482410,0.57830334,0.77205986
28482413,0.5427859,0.77469176
29482416,0.5379944,0.77469176
30482418,0.5387366,0.77469176
31482445,0.5431178,0.77469176
32482414,0.51226956,0.77469176
33482523,0.5442667,0.77469176
34482411,0.5423608,0.77469176
35482414,0.53934836,0.77469176
36482411,0.5425626,0.77469176
37482414,0.54265094,0.77469176
38482413,0.47840846,0.77469176
39482432,0.5478661,0.77469176
40482486,0.53890944,0.77469176
41482414,0.5396704,0.77469176
42482413,0.54134953,0.77469176
43482411,0.5209551,0.77469176
44482411,0.332155,0.77469176
45482415,0.33547503,0.77469176
46482413,0.33219635,0.77469176
47482583,0.33614028,0.77469176
48482413,0.33534694,0.77469176
49482455,0.3369993,0.77469176
50482411,0.33555168,0.77469176
51482411,0.345159,0.77469176
52482413,0.35304826,0.77469176
53482413,0.350133,0.77469176
54482519,0.34296864,0.77469176
55482411,0.33370006,0.77469176
56482422,0.3383553,0.77469176
57482415,0.33980972,0.77469176
58482414,0.3367467,0.77469176
59482414,0.33493632,0.77469176
60482411,0.336604,0.77469176
61482511,0.33501852,0.77469176
62482411,0.33797878,0.77469176
63482413,0.3384323,0.77469176
64482413,0.33395702,0.77469176
65482414,0.33830398,0.77469176
66482446,0.3374136,0.77469176
67482414,0.33536702,0.77469176
68482473,0.33796406,0.77469176
69482411,0.33694488,0.77469176
70482413,0.33516032,0.77469176
71482413,0.33446997,0.77469176
