timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
43113320,0.0,0.0,0.0
87822099,0.0,0.0,0.0
88017605,0.0,0.0,0.0
88214690,0.0,0.0,0.0
88430452,0.0,0.0,0.0
88625128,0.0,0.0,0.0
