timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
43255296,0,32767,32767,32767,-79,-79,32767
43273666,0,32767,32767,32767,-13,-13,32767
43276327,0,32767,32767,32767,-33,-33,32767
43279322,0,32767,32767,32767,-57,-57,32767
43285395,0,32767,32767,32767,-90,-90,32767
43288355,0,32767,32767,32767,-90,-90,32767
43292302,0,32767,32767,32767,-70,-70,32767
43296380,0,32767,32767,32767,-80,-80,32767
43300303,0,32767,32767,32767,-80,-80,32767
43306296,0,32767,32767,32767,-99,-99,32767
43309530,0,32767,32767,32767,-92,-92,32767
43314369,0,32767,32767,32767,-81,-81,32767
43319336,0,32767,-2,32767,-50,-50,32767
43324351,0,32767,32767,32767,-70,-70,32767
43329450,0,32767,32767,32767,-101,-101,32767
43333302,0,32767,32767,32767,-90,-90,32767
43337304,0,32767,32767,32767,-79,-79,32767
43343296,0,32767,32767,32767,-99,-99,32767
43346299,0,32767,32767,32767,-89,-89,32767
43348304,0,32767,32767,32767,-51,-51,32767
43353304,0,32767,32767,32767,-71,-71,32767
43357303,0,32767,32767,32767,-90,-90,32767
43360313,0,32767,32767,32767,-70,-70,32767
43364328,0,32767,32767,32767,-70,-70,32767
43369406,0,32767,32767,32767,-91,-91,32767
43374324,0,32767,32767,32767,-100,-100,32767
43377296,0,32767,32767,32767,-78,-78,32767
43381302,0,32767,32767,32767,-70,-70,32767
43385302,0,32767,32767,32767,-81,-81,32767
43390304,0,32767,32767,32767,-90,-90,32767
43393340,0,32767,32767,32767,-80,-80,32767
43398302,0,32767,32767,32767,-80,-80,32767
43403305,0,32767,32767,32767,-100,-100,32767
43406394,0,32767,32767,32767,-80,-80,32767
43411299,0,32767,32767,32767,-79,-79,32767
43415303,0,32767,32767,32767,-90,-90,32767
43419335,0,32767,32767,32767,-81,-81,32767
43423296,0,32767,-26,32767,-79,-79,32767
43427303,0,32767,32767,32767,-80,-80,32767
43429667,0,32767,32767,32767,-64,-64,32767
43438296,0,32767,32767,32767,-86,-86,32767
43443296,0,32767,32767,32767,-79,-79,32767
43447298,0,32767,32767,32767,-90,-90,32767
43451304,0,32767,32767,32767,-81,-81,32767
43455302,0,32767,32767,32767,-81,-81,32767
43459335,0,32767,32767,32767,-80,-80,32767
43466302,0,32767,32767,32767,-70,-70,32767
43471305,0,32767,32767,32767,-70,-70,32767
43476357,0,32767,32767,32767,-100,-100,32767
43482306,0,32767,32767,32767,-110,-110,32767
43486305,0,32767,32767,32767,-100,-100,32767
43492302,0,32767,32767,32767,-100,-100,32767
43497302,0,32767,32767,32767,-110,-110,32767
43499332,0,32767,32767,32767,-70,-70,32767
43503304,0,32767,32767,32767,-60,-60,32767
