timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
30420315,0,32767,32767,32767,-80,-80,32767
30442420,0,32767,32767,32767,-13,-13,32767
30444001,0,32767,32767,32767,-16,-16,32767
30448310,0,32767,32767,32767,-53,-53,32767
30452309,0,32767,32767,32767,-83,-83,32767
30455388,0,32767,32767,32767,-70,-70,32767
30460305,0,32767,32767,32767,-80,-80,32767
30464345,0,32767,32767,32767,-90,-90,32767
30468310,0,32767,32767,32767,-80,-80,32767
30472313,0,32767,32767,32767,-80,-80,32767
30476312,0,32767,32767,32767,-80,-80,32767
30480309,0,32767,32767,32767,-80,-80,32767
30483305,0,32767,32767,32767,-70,-70,32767
30488432,0,32767,32767,32767,-81,-81,32767
30492303,0,32767,32767,32767,-90,-90,32767
30498237,0,32767,-2,32767,-59,-59,32767
30505309,0,32767,32767,32767,-90,-90,32767
30508308,0,32767,32767,32767,-101,-101,32767
30512316,0,32767,32767,32767,-70,-70,32767
30516310,0,32767,32767,32767,-80,-80,32767
30521447,0,32767,32767,32767,-91,-91,32767
30525314,0,32767,32767,32767,-90,-90,32767
30530318,0,32767,32767,32767,-89,-89,32767
30534330,0,32767,32767,32767,-90,-90,32767
30538318,0,32767,32767,32767,-80,-80,32767
30542310,0,32767,32767,32767,-80,-80,32767
30546310,0,32767,32767,32767,-80,-80,32767
30551312,0,32767,32767,32767,-90,-90,32767
30554513,0,32767,32767,32767,-82,-82,32767
30557309,0,32767,32767,32767,-60,-60,32767
30560720,0,32767,32767,32767,-62,-62,32767
30566335,0,32767,32767,32767,-90,-90,32767
30570303,0,32767,32767,32767,-96,-96,32767
30574331,0,32767,32767,32767,-80,-80,32767
30577310,0,32767,32767,32767,-70,-70,32767
30581310,0,32767,32767,32767,-70,-70,32767
30586308,0,32767,32767,32767,-90,-90,32767
30589357,0,32767,32767,32767,-80,-80,32767
30593490,0,32767,32767,32767,-71,-71,32767
30597310,0,32767,32767,32767,-80,-80,32767
30601311,0,32767,-27,32767,-79,-79,32767
30606305,0,32767,32767,32767,-90,-90,32767
30611310,0,32767,32767,32767,-100,-100,32767
30615303,0,32767,32767,32767,-90,-90,32767
30618316,0,32767,32767,32767,-70,-70,32767
30622309,0,32767,32767,32767,-70,-70,32767
30631829,0,32767,32767,32767,-95,-95,32767
30637306,0,32767,32767,32767,-67,-67,32767
30642310,0,32767,32767,32767,-105,-105,32767
30645315,0,32767,32767,32767,-80,-80,32767
30649356,0,32767,32767,32767,-70,-70,32767
30652699,0,32767,32767,32767,-73,-73,32767
30658316,0,32767,32767,32767,-90,-90,32767
30661303,0,32767,32767,32767,-87,-87,32767
30665386,0,32767,32767,32767,-70,-70,32767
30670318,0,32767,32767,32767,-90,-90,32767
30674356,0,32767,32767,32767,-90,-90,32767
30678310,0,32767,32767,32767,-80,-80,32767
30682318,0,32767,32767,32767,-80,-80,32767
30687388,0,32767,32767,32767,-90,-90,32767
30690325,0,32767,32767,32767,-80,-80,32767
30694328,0,32767,32767,32767,-70,-70,32767
30698395,0,32767,32767,32767,-80,-80,32767
30702310,0,32767,-30,32767,-80,-80,32767
30706309,0,32767,32767,32767,-80,-80,32767
30709441,0,32767,32767,32767,-71,-71,32767
30713716,0,32767,32767,32767,-74,-74,32767
30718303,0,32767,32767,32767,-89,-89,32767
30721318,0,32767,32767,32767,-76,-76,32767
30726312,0,32767,32767,32767,-80,-80,32767
30731387,0,32767,32767,32767,-100,-100,32767
30734335,0,32767,32767,32767,-80,-80,32767
30738315,0,32767,32767,32767,-70,-70,32767
30742390,0,32767,32767,32767,-80,-80,32767
30747310,0,32767,32767,32767,-90,-90,32767
30751317,0,32767,32767,32767,-90,-90,32767
30755303,0,32767,32767,32767,-80,-80,32767
30759349,0,32767,32767,32767,-80,-80,32767
30764453,0,32767,32767,32767,-91,-91,32767
30767318,0,32767,32767,32767,-80,-80,32767
30771310,0,32767,32767,32767,-69,-69,32767
30774715,0,32767,32767,32767,-74,-74,32767
30780303,0,32767,32767,32767,-90,-90,32767
30784331,0,32767,32767,32767,-96,-96,32767
30788310,0,32767,32767,32767,-80,-80,32767
30796308,0,32767,32767,32767,-80,-80,32767
30798299,0,32767,-2,32767,-49,-49,32767
30803314,0,32767,32767,32767,-70,-70,32767
30810302,0,32767,32767,32767,-121,-121,32767
30813306,0,32767,32767,32767,-100,-100,32767
30816308,0,32767,32767,32767,-60,-60,32767
30820310,0,32767,32767,32767,-70,-70,32767
30824331,0,32767,32767,32767,-80,-80,32767
30828302,0,32767,32767,32767,-80,-80,32767
30832317,0,32767,32767,32767,-80,-80,32767
30837304,0,32767,32767,32767,-90,-90,32767
30841385,0,32767,32767,32767,-90,-90,32767
30845314,0,32767,32767,32767,-80,-80,32767
30848302,0,32767,32767,32767,-70,-70,32767
30853314,0,32767,32767,32767,-80,-80,32767
30857313,0,32767,32767,32767,-90,-90,32767
30861310,0,32767,32767,32767,-80,-80,32767
30864814,0,32767,32767,32767,-75,-75,32767
30869331,0,32767,32767,32767,-80,-80,32767
30873310,0,32767,32767,32767,-85,-85,32767
30877303,0,32767,32767,32767,-80,-80,32767
30880475,0,32767,32767,32767,-71,-71,32767
30885396,0,32767,32767,32767,-80,-80,32767
30888309,0,32767,32767,32767,-79,-79,32767
30892309,0,32767,32767,32767,-70,-70,32767
30897301,0,32767,32767,32767,-90,-90,32767
30901305,0,32767,-25,32767,-90,-90,32767
30905310,0,32767,32767,32767,-80,-80,32767
30909337,0,32767,32767,32767,-80,-80,32767
30913488,0,32767,32767,32767,-81,-81,32767
30918386,0,32767,32767,32767,-90,-90,32767
30922326,0,32767,32767,32767,-89,-89,32767
30926309,0,32767,32767,32767,-80,-80,32767
30930310,0,32767,32767,32767,-80,-80,32767
30933303,0,32767,32767,32767,-70,-70,32767
30938323,0,32767,32767,32767,-80,-80,32767
30942303,0,32767,32767,32767,-90,-90,32767
30946310,0,32767,32767,32767,-80,-80,32767
30949363,0,32767,32767,32767,-70,-70,32767
30953302,0,32767,32767,32767,-70,-70,32767
30958313,0,32767,32767,32767,-90,-90,32767
30962394,0,32767,32767,32767,-90,-90,32767
30965313,0,32767,32767,32767,-70,-70,32767
30969347,0,32767,32767,32767,-70,-70,32767
30972321,0,32767,32767,32767,-70,-70,32767
30978315,0,32767,32767,32767,-90,-90,32767
30982309,0,32767,32767,32767,-100,-100,32767
30986309,0,32767,32767,32767,-80,-80,32767
30989731,0,32767,32767,32767,-74,-74,32767
30994354,0,32767,32767,32767,-80,-80,32767
