timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
30420373,0.0,0.0,0.0,0.0
30642369,0.0,0.0,0.0,0.0
30845373,0.0,0.0,0.0,0.0
31046371,0.0,0.0,0.0,0.0
31250362,0.0,0.0,0.0,0.0
31453364,0.0,0.0,0.0,0.0
31654573,0.0,0.0,0.0,0.0
31859408,0.0,0.0,0.0,0.0
32061399,0.0,0.0,0.0,0.0
32266373,0.0,0.0,0.0,0.0
32468372,0.0,0.0,0.0,0.0
32671366,0.0,0.0,0.0,0.0
32873367,0.0,0.0,0.0,0.0
33072366,0.0,0.0,0.0,0.0
33279417,0.0,0.0,0.0,0.0
33482362,0.0,0.0,0.0,0.0
33685362,0.0,0.0,0.0,0.0
33890373,0.0,0.0,0.0,0.0
34091369,0.0,0.0,0.0,0.0
34295370,0.0,0.0,0.0,0.0
34499396,0.0,0.0,0.0,0.0
34699461,0.0,0.0,0.0,0.0
34904560,0.0,0.0,0.0,0.0
35107371,0.0,0.0,0.0,0.0
35311446,0.0,0.0,0.0,0.0
35511375,0.0,0.0,0.0,0.0
35716363,0.0,0.0,0.0,0.0
35918369,0.0,0.0,0.0,0.0
36122382,0.0,0.0,0.0,0.0
36325455,0.0,0.0,0.0,0.0
36527360,0.0,0.0,0.0,0.0
36730369,0.0,0.0,0.0,0.0
36932367,0.0,0.0,0.0,0.0
37137387,0.0,0.0,0.0,0.0
37338443,0.0,0.0,0.0,0.0
37544390,0.0,0.0,0.0,0.0
37746399,0.0,0.0,0.0,0.0
37946373,0.0,0.0,0.0,0.0
38153364,0.0,0.0,0.0,0.0
38354391,0.0,0.0,0.0,0.0
38557407,0.0,0.0,0.0,0.0
38762396,0.0,0.0,0.0,0.0
38964437,0.0,0.0,0.0,0.0
39166400,0.0,0.0,0.0,0.0
39369398,0.0,0.0,0.0,0.0
39573462,0.0,0.0,0.0,0.0
39776370,0.0,0.0,0.0,0.0
39980376,-0.0011947597,0.0063185543,0.0002963427,0.0
40182370,-0.0016685377,0.0121140955,0.0006177888,0.0
40296373,-0.0016128026,0.014761482,0.0007659894,0.0
40589444,-0.0005024683,0.014733164,0.0010654766,0.0
40791372,-0.0003531569,0.011086313,0.0012881992,0.0
40992378,-0.0005165084,0.008306811,0.0012789832,0.0
41198376,-0.0006055586,0.0061252597,0.0010556439,0.0
41398363,5.9423433e-05,0.0050299224,0.00082181103,0.0
41603367,8.7986606e-05,0.0039526266,0.0006418651,0.0
41805374,-0.00040402086,0.0032837132,0.0005284536,0.0
42010367,-0.00033250387,0.0025138482,0.00050416833,0.0
42208363,-0.00017872792,0.0022507247,0.0004333077,0.0
42414441,-0.0003501592,0.0012784372,0.00028598786,0.0
42616823,0.00023701882,0.0010406582,0.00019541387,0.0
42819418,-0.0002474393,0.0009479677,0.00037949573,0.0
43022387,8.419241e-05,0.00038175072,0.0004935169,0.0
43227373,-0.00017978632,0.00066085847,0.00051325565,0.0
43428393,0.00020088161,0.00044747812,0.00039568375,0.0
43633365,-0.00022943394,0.00041938428,0.00029142422,0.0
43836374,-0.00022301241,0.00044769328,0.00022268142,0.0
44038409,-0.00033099393,0.00092183804,0.00019967231,0.0
44241370,-0.00022254158,0.00076270546,0.00019281912,0.0
44444387,-0.0005883273,0.0007793975,0.0001862264,0.0
44646391,-0.00016703647,0.00058377895,0.00017492566,0.0
44852374,-0.00016949902,0.0006331549,0.00018846162,0.0
45054406,-0.00048977847,0.0004094406,0.00015900555,0.0
45255410,-0.0002757034,0.0005471787,0.00012424907,0.0
45455751,-0.00043237678,0.00019608648,0.00018140384,0.0
45652156,-0.000339019,0.00035144496,0.00011981866,0.0
45864579,-0.00032788835,0.0003015532,7.0555696e-05,0.0
46063377,-0.00022338498,0.00013372916,0.00010951661,0.0
46260481,-0.00018840349,0.00015860643,0.00011755575,0.0
46470784,-0.0001239078,0.00010179213,8.3761995e-05,0.0
46669397,-5.934078e-05,0.0001457736,9.423914e-05,0.0
46882402,2.2132568e-05,0.000118212585,7.4453936e-05,0.0
47080373,-0.00010704514,-4.5888868e-05,9.6755706e-05,0.0
47276779,-6.876074e-05,-2.0813019e-05,4.9716295e-05,0.0
47486796,-7.5812684e-05,-0.00015105058,2.071983e-05,0.0
47685374,-0.0001191145,-1.4202209e-05,3.0439061e-05,0.0
47896064,-3.9707484e-05,-7.103123e-05,2.4555411e-05,0.0
48092970,5.8119326e-06,0.000100288664,0.00010187521,0.0
48293368,5.1060128e-05,-8.573448e-06,2.2339684e-05,0.0
48492039,-0.00015328993,0.00012906121,4.452252e-06,0.0
48704261,-0.00014668927,0.00014582466,-1.3482467e-05,0.0
48900821,-7.440464e-05,3.4104458e-05,-2.0531745e-05,0.0
49101153,5.2960626e-05,-1.1985519e-05,2.3623648e-05,0.0
49312366,5.2201194e-06,4.1651718e-05,-1.5466685e-06,0.0
49511736,0.00012315923,8.480277e-05,-2.9285799e-05,0.0
49710562,-1.343825e-05,9.41048e-05,2.6652517e-05,0.0
49923974,2.6475316e-05,4.9620474e-05,3.5346875e-05,0.0
50125367,-6.562347e-06,2.0624726e-05,7.2471645e-05,0.0
50321877,2.8918916e-05,4.7357342e-05,0.00010116931,0.0
50518969,-1.2136683e-05,-5.6463763e-05,0.00010700501,0.0
50730564,8.0298625e-05,4.0330495e-05,4.334411e-05,0.0
50927077,-8.777967e-05,8.0710815e-05,2.1229314e-05,0.0
51141779,0.00013602899,-3.215873e-05,-7.5890144e-05,0.0
51340522,0.00013394371,6.473472e-05,-2.7380984e-05,0.0
51539301,9.4978495e-06,-7.00193e-06,8.268264e-06,0.0
51736345,0.00010637875,2.593683e-05,6.2267165e-05,0.0
51949005,6.269391e-05,-3.323284e-05,7.30883e-05,0.0
52144729,5.1513918e-05,-5.5612916e-05,7.712239e-05,0.0
52359068,-5.9277477e-06,2.2351496e-06,2.2830516e-06,0.0
52556470,6.188687e-05,8.70767e-06,1.3814409e-05,0.0
52754389,7.345161e-05,-0.00012894586,6.068795e-05,0.0
52964138,-6.6745284e-05,4.820053e-05,6.6905035e-05,0.0
53161430,-3.791252e-05,8.998935e-05,-2.4895617e-06,0.0
53359519,-4.069123e-05,5.1842442e-05,-1.9174593e-05,0.0
53575379,-6.524941e-05,9.7775875e-05,3.8092123e-05,0.0
53770681,-0.00013880739,8.565752e-05,-1.2238556e-05,0.0
53969689,-2.5101095e-05,0.0001460743,-7.553456e-05,0.0
54183000,1.31075385e-05,6.762708e-05,-3.61853e-05,0.0
54380709,-0.004481843,0.0026173396,-4.9193746e-05,0.0
54581897,-0.0064628418,0.0038293467,-5.717964e-05,0.0
54783735,-0.007551084,0.0045185206,-3.8516664e-06,0.0
54997709,-0.008488401,0.005035021,6.600175e-05,0.0
55194076,-0.009045256,0.0054434477,6.7606765e-05,0.0
55392582,-0.009383258,0.0056543187,-1.4823784e-05,0.0
55592306,-0.009817842,0.005960184,-0.00014369685,0.0
55804828,-0.010034284,0.0060877637,-8.6446504e-05,0.0
56004557,-0.0105234785,0.006287236,-9.645565e-05,0.0
56204285,-0.010796827,0.0065420484,-3.946905e-05,0.0
56419402,-0.011097303,0.0066711293,-9.1941176e-05,0.0
56615957,-0.011495347,0.007011955,-5.669437e-05,0.0
56812188,-0.011885145,0.007025286,1.144941e-05,0.0
57023912,-0.012233121,0.007197197,-6.667461e-05,0.0
57224412,-0.012407103,0.0072875377,-4.545426e-05,0.0
57834424,-0.013243888,0.0077438457,-5.3454758e-05,0.0
58245917,-0.013451827,0.007831346,-0.00012797132,0.0
58446151,-0.013580326,0.007968022,-5.328418e-05,0.0
58644510,-0.013522759,0.007914061,-6.7858426e-05,0.0
58844831,-0.013650837,0.008044352,-5.327054e-06,0.0
59057077,-0.013443647,0.007906635,-0.00011331386,0.0
59253438,-0.013481176,0.0079335505,-0.000104373365,0.0
59451926,-0.013465476,0.008038721,-9.130086e-05,0.0
59665957,-0.013416471,0.007901162,-3.32931e-05,0.0
59867215,-0.013576341,0.007904748,-0.00010152275,0.0
60064403,-0.013543389,0.008002554,-7.489374e-05,0.0
60260486,-0.013447268,0.007903871,-8.743476e-05,0.0
60474229,-0.01357207,0.0079624485,-0.00016216481,0.0
60672373,-0.0136653,0.007850686,-0.00012391363,0.0
60869211,-0.0135006895,0.007900506,-4.4282977e-05,0.0
61085670,-0.013779173,0.007883145,-7.86492e-05,0.0
61286374,-0.013639587,0.0077461316,-5.7818135e-05,0.0
61484406,-0.013750741,0.0076518226,-4.4331526e-05,0.0
61681979,-0.013578488,0.007791872,-7.679893e-05,0.0
61895456,-0.013622712,0.007799937,-8.435175e-05,0.0
62096374,-0.013541328,0.007693606,-0.00013043154,0.0
62295375,-0.0134961875,0.0076537933,-0.00014284947,0.0
62493522,-0.013403855,0.0077040717,-0.000117776646,0.0
62706373,-0.013625731,0.0076707387,-9.41368e-05,0.0
62903310,-0.013640534,0.007806309,-0.0001267139,0.0
63103366,-0.013631041,0.007692456,-6.703667e-05,0.0
63316774,-0.013367894,0.007702673,-3.5173733e-05,0.0
63515464,-0.013468896,0.007797436,-9.888028e-05,0.0
63716232,-0.013191803,0.0076910215,-9.8294244e-05,0.0
63913042,-0.013385127,0.007627452,-0.00013971669,0.0
64127374,-0.013018361,0.007383478,-7.924745e-05,0.0
64324543,-0.013104377,0.0074384576,-9.2499e-05,0.0
64525117,-0.013109848,0.007416518,-8.9537105e-05,0.0
64738445,-0.013047258,0.0072861454,-6.391342e-05,0.0
64936978,-0.013117448,0.0074901916,-5.8206482e-05,0.0
65137699,-0.013014862,0.0074859145,-5.4951874e-05,0.0
65336021,-0.013050525,0.0074823117,-5.8790403e-05,0.0
65546914,-0.013190134,0.0076305573,-5.6436867e-05,0.0
