timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
30416322,0.2774905,-0.032469455,0.46884453
30441789,0.27932164,-0.03335016,0.46891558
30443022,0.27473173,-0.037175428,0.4693946
30444001,0.27970627,-0.03040338,0.46914056
30448310,0.27880758,-0.03661112,0.4715961
30452309,0.27859324,-0.0340923,0.46995252
30455388,0.27810818,-0.029752916,0.4733077
30460305,0.27562016,-0.03226739,0.46864066
30464345,0.27541667,-0.03703908,0.46979868
30468310,0.27959105,-0.0347443,0.4749903
30472313,0.27859795,-0.03446238,0.46866265
30476312,0.27531138,-0.032232985,0.47169018
30480309,0.2751849,-0.034566678,0.4748938
30483305,0.27994955,-0.03314617,0.47059685
30488432,0.27938116,-0.030670501,0.46768034
30496312,0.27752632,-0.03758258,0.46804935
30498237,0.28011665,-0.03344469,0.46770662
30505309,0.27339065,-0.035194367,0.4702854
30508308,0.27633023,-0.030710567,0.47266462
30512316,0.27397105,-0.03151415,0.46873537
30516310,0.27814972,-0.029925741,0.47320086
30521447,0.2781169,-0.03293224,0.47337967
30525314,0.2796418,-0.0341764,0.47117493
30530318,0.27526072,-0.033812936,0.4714373
30534330,0.2752621,-0.03752695,0.46748662
30538318,0.27357522,-0.03447982,0.47395524
30542310,0.27405718,-0.037352365,0.47203913
30546310,0.27624676,-0.03553294,0.47106856
30551312,0.2786353,-0.03313787,0.4754427
30554513,0.2793605,-0.030991992,0.47426838
30557309,0.2793605,-0.030991992,0.47426838
30560720,0.27711087,-0.032619588,0.47516498
30566335,0.27422246,-0.036438838,0.46827215
30570303,0.27450076,-0.03473416,0.4751767
30574331,0.2777059,-0.032055024,0.47288445
30577310,0.27996927,-0.031377308,0.47082528
30581310,0.27511284,-0.037423044,0.474761
30586308,0.27685276,-0.03209558,0.47060487
30589357,0.28114727,-0.032743346,0.47107154
30593490,0.27361062,-0.036430202,0.46995634
30597310,0.27735338,-0.033441655,0.4706024
30601311,0.28119624,-0.030027134,0.47524258
30606305,0.28058177,-0.033050142,0.4683522
30611310,0.27367505,-0.036080446,0.4680591
30615303,0.28038526,-0.03504362,0.4715724
30618316,0.2746063,-0.03312256,0.4715251
30630640,0.27393606,-0.034806635,0.47168198
30631829,0.27888453,-0.037156433,0.4722667
30637306,0.27826366,-0.032115642,0.4718611
30642310,0.2790944,-0.037499648,0.47001824
30645315,0.27502468,-0.031575836,0.47094306
30649356,0.27536127,-0.030117312,0.47027627
30652699,0.27624413,-0.03669254,0.47140372
30658316,0.27444467,-0.03451913,0.46863607
30661303,0.27960378,-0.036428507,0.47245067
30665386,0.2762902,-0.036940772,0.47262776
30670318,0.2763278,-0.037416775,0.46976802
30674356,0.28076336,-0.030714521,0.47350907
30678310,0.2747831,-0.031797472,0.4724724
30682318,0.2790963,-0.03511107,0.46990052
30687388,0.27504298,-0.030784106,0.46837017
30690325,0.27806565,-0.036291517,0.47415063
30694328,0.2808264,-0.030532192,0.4679175
30698395,0.28065422,-0.033563923,0.4678784
30702310,0.2755787,-0.036658484,0.47245225
30706309,0.27483386,-0.030157961,0.46757323
30709441,0.2762678,-0.031849988,0.47333276
30713716,0.27873537,-0.036032893,0.47388288
30718303,0.28071454,-0.035854798,0.4720308
30721318,0.28080449,-0.034618553,0.47193083
30726312,0.27480146,-0.035954084,0.47041932
30731387,0.2759326,-0.031327266,0.46799225
30734335,0.2786486,-0.036367968,0.46806082
30738315,0.27525228,-0.037585482,0.47258347
30742390,0.27651978,-0.034213487,0.47277698
30747310,0.27837586,-0.031885196,0.47485036
30751317,0.27874014,-0.037458226,0.4682472
30755303,0.28115696,-0.035324693,0.473999
30759349,0.27658787,-0.03711272,0.47130844
30764453,0.2760382,-0.03251251,0.47533777
30767318,0.27758977,-0.036754455,0.46812928
30771310,0.27346572,-0.03118249,0.47403184
30774715,0.28040847,-0.036450658,0.4681261
30780303,0.28071308,-0.033193324,0.46977955
30784331,0.280477,-0.031191131,0.47506723
30793310,0.27986252,-0.035184328,0.47214958
30796308,0.28096783,-0.030012552,0.46848184
30798299,0.2738151,-0.0359677,0.4726786
30803314,0.27743387,-0.03764012,0.47510186
30810302,0.27840635,-0.03250844,0.47139403
30813306,0.27897814,-0.032393686,0.4738679
30816308,0.28088245,-0.03171033,0.4678878
30820310,0.2764751,-0.036651537,0.47470492
30824331,0.27663952,-0.033379514,0.47175035
30828302,0.2775088,-0.03189913,0.47543147
30832317,0.27383596,-0.031699643,0.4750845
30837304,0.2804237,-0.030924752,0.46796727
30841385,0.27599737,-0.03315436,0.47519577
30845314,0.27617788,-0.034402724,0.46881366
30848302,0.27617788,-0.034402724,0.46881366
30853314,0.27841777,-0.030661745,0.46844205
30857313,0.27870005,-0.03494657,0.46782452
30861310,0.27414867,-0.03340011,0.46925372
30864814,0.28006482,-0.034702525,0.46961045
30869331,0.28103304,-0.036359046,0.47306892
30873310,0.27770862,-0.033518113,0.46772856
30877303,0.2804959,-0.033908628,0.4683869
30880475,0.27813378,-0.037326474,0.4685989
30885396,0.27970946,-0.035114784,0.47521785
30888309,0.27662334,-0.037169974,0.46870607
30892309,0.27978438,-0.034752462,0.47329623
30897301,0.2758145,-0.032809786,0.46989855
30901305,0.27796018,-0.033077475,0.4751873
30905310,0.27632537,-0.036101718,0.47524223
30909337,0.27858812,-0.03174365,0.47039616
30913488,0.27797815,-0.034532048,0.47072387
30918386,0.27407998,-0.03516345,0.47418806
30922326,0.27419785,-0.036416482,0.47463745
30926309,0.2745102,-0.034824096,0.4740876
30930310,0.2758197,-0.031477816,0.47109458
30933303,0.27719504,-0.030696386,0.4729432
30938323,0.27844626,-0.03154214,0.47439787
30942303,0.27771136,-0.031757407,0.47150213
30946310,0.27851903,-0.033730887,0.47473654
30949363,0.2767277,-0.03401529,0.47521028
30953302,0.27698326,-0.031632833,0.46823415
30958313,0.2810183,-0.036046628,0.46971095
30962394,0.27365875,-0.03468899,0.47447652
30965313,0.27335936,-0.03472831,0.4699587
30969347,0.27806064,-0.03774349,0.470168
30972321,0.2765938,-0.03385867,0.46792325
30978315,0.2769524,-0.036933478,0.47523674
30982309,0.27431527,-0.03595252,0.47419938
30986309,0.27611563,-0.030221377,0.47005427
30989731,0.27477875,-0.033695545,0.4685075
30994354,0.27788624,-0.03201321,0.4719016
30998310,0.2737421,-0.037042215,0.46858075
31007309,0.2749128,-0.030370018,0.47096938
31009347,0.27511674,-0.035886575,0.47253838
31013308,0.280935,-0.035886765,0.47308844
31016688,0.27405068,-0.035876386,0.4716469
