timestamp,load,ram_usage
29487565,0.42706072,0.70646906
30487417,0.5039151,0.77205986
31487450,0.5458348,0.77469176
32487412,0.54076946,0.77469176
33487412,0.54145503,0.77469176
34487505,0.54441094,0.77469176
35487431,0.54503834,0.77469176
36487441,0.54404366,0.77469176
37487561,0.5429583,0.77469176
38487426,0.5498105,0.77469176
39487751,0.5343352,0.77469176
40487434,0.5024813,0.77469176
41487578,0.55304736,0.77469176
42487551,0.54826677,0.77469176
43487576,0.5466239,0.77469176
44487419,0.54329026,0.77469176
45487420,0.51109445,0.77469176
46487415,0.34280503,0.77469176
47487740,0.3409422,0.77469176
48487419,0.34025353,0.77469176
49487412,0.34258074,0.77469176
50487425,0.3387366,0.77469176
51487426,0.34239864,0.77469176
52487418,0.34409976,0.77469176
53487412,0.34323442,0.77469176
54487424,0.34004694,0.77469176
55487414,0.3412184,0.77469176
56487422,0.34128225,0.77469176
58487419,0.3356493,0.77469176
59487445,0.34411132,0.77469176
60487419,0.33858567,0.77469176
61487458,0.3434252,0.77469176
62487415,0.33955246,0.77469176
63487470,0.34130788,0.77469176
64487419,0.34029675,0.77469176
65487424,0.3408296,0.77469176
66487423,0.34297335,0.77469176
67487450,0.34144914,0.77469176
68487412,0.34345007,0.77469176
69487421,0.34161192,0.77469176
70487412,0.34138775,0.77469176
71487417,0.3416403,0.77469176
72487428,0.34286422,0.77469176
73487418,0.34205443,0.77469176
74487412,0.34122437,0.77469176
75487417,0.3447013,0.77469176
