timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
29670324,0,32767,32767,32767,-80,-80,32767
29691948,0,32767,32767,32767,-12,-12,32767
29695304,0,32767,32767,32767,-34,-34,32767
29698344,0,32767,32767,32767,-54,-54,32767
29702308,0,32767,32767,32767,-70,-70,32767
29707316,0,32767,32767,32767,-90,-90,32767
29710296,0,32767,32767,32767,-79,-79,32767
29715395,0,32767,32767,32767,-80,-80,32767
29718325,0,32767,32767,32767,-81,-81,32767
29722302,0,32767,32767,32767,-70,-70,32767
29726381,0,32767,32767,32767,-80,-80,32767
29730302,0,32767,32767,32767,-80,-80,32767
29733424,0,32767,32767,32767,-71,-71,32767
29739311,0,32767,32767,32767,-90,-90,32767
29743323,0,32767,32767,32767,-99,-99,32767
29746305,0,32767,32767,32767,-70,-70,32767
29751303,0,32767,32767,32767,-80,-80,32767
29753331,0,32767,-3,32767,-70,-70,32767
29759380,0,32767,32767,32767,-80,-80,32767
29762296,0,32767,32767,32767,-89,-89,32767
29768346,0,32767,32767,32767,-90,-90,32767
29771305,0,32767,32767,32767,-91,-91,32767
29775304,0,32767,32767,32767,-70,-70,32767
29779303,0,32767,32767,32767,-80,-80,32767
29786305,0,32767,32767,32767,-70,-70,32767
29790302,0,32767,32767,32767,-70,-70,32767
29795302,0,32767,32767,32767,-90,-90,32767
29800307,0,32767,32767,32767,-100,-100,32767
29803504,0,32767,32767,32767,-82,-82,32767
29806302,0,32767,32767,32767,-60,-60,32767
29809718,0,32767,32767,32767,-62,-62,32767
29814382,0,32767,32767,32767,-80,-80,32767
29819302,0,32767,32767,32767,-96,-96,32767
29823324,0,32767,32767,32767,-90,-90,32767
29827311,0,32767,32767,32767,-80,-80,32767
29831302,0,32767,32767,32767,-80,-80,32767
29835303,0,32767,32767,32767,-80,-80,32767
29840303,0,32767,32767,32767,-90,-90,32767
29845296,0,32767,32767,32767,-99,-99,32767
29848353,0,32767,32767,32767,-80,-80,32767
29853529,0,32767,-3,32767,-83,-83,32767
29863322,0,32767,32767,32767,-98,-98,32767
29868394,0,32767,32767,32767,-81,-81,32767
29873327,0,32767,32767,32767,-100,-100,32767
29888323,0,32767,32767,32767,-200,-200,32767
29903326,0,32767,32767,32767,-300,-300,32767
29918330,0,32767,32767,32767,-300,-300,32767
29921296,0,32767,32767,32767,-179,-179,32767
29931305,0,32767,32767,32767,-130,-130,32767
29936302,0,32767,32767,32767,-151,-151,32767
29950304,0,32767,32767,32767,-190,-190,32767
29954302,0,32767,32767,32767,-180,-180,32767
29961168,0,32767,32767,32767,-68,-68,32767
29967296,0,32767,32767,32767,-88,-88,32767
29982321,0,32767,32767,32767,-151,-151,32767
29995300,0,32767,32767,32767,-159,-159,32767
29999300,0,32767,32767,32767,-170,-170,32767
30008530,0,32767,32767,32767,-132,-132,32767
30013337,0,32767,32767,32767,-140,-140,32767
30016309,0,32767,32767,32767,-78,-78,32767
30021303,0,32767,32767,32767,-80,-80,32767
30025310,0,32767,32767,32767,-90,-90,32767
30041308,0,32767,32767,32767,-200,-200,32767
30045381,0,32767,32767,32767,-200,-200,32767
30049315,0,32767,32767,32767,-80,-80,32767
30054186,0,32767,-1,32767,-88,-88,32767
30059301,0,32767,32767,32767,-100,-100,32767
30063322,0,32767,32767,32767,-92,-92,32767
30068573,0,32767,32767,32767,-92,-92,32767
30074318,0,32767,32767,32767,-110,-110,32767
30078421,0,32767,32767,32767,-99,-99,32767
30082303,0,32767,32767,32767,-80,-80,32767
30086303,0,32767,32767,32767,-79,-79,32767
30090317,0,32767,32767,32767,-80,-80,32767
30093337,0,32767,32767,32767,-70,-70,32767
30101320,0,32767,32767,32767,-80,-80,32767
30106320,0,32767,32767,32767,-79,-79,32767
30109296,0,32767,32767,32767,-79,-79,32767
30114302,0,32767,32767,32767,-80,-80,32767
30117296,0,32767,32767,32767,-80,-80,32767
30131699,0,32767,32767,32767,-144,-144,32767
30136302,0,32767,32767,32767,-62,-62,32767
30147306,0,32767,32767,32767,-157,-157,32767
30153858,0,32767,-1,32767,-65,-65,32767
30158328,0,32767,32767,32767,-60,-60,32767
30162306,0,32767,32767,32767,-85,-85,32767
30166379,0,32767,32767,32767,-80,-80,32767
30170302,0,32767,32767,32767,-80,-80,32767
30174302,0,32767,32767,32767,-80,-80,32767
30181302,0,32767,32767,32767,-110,-110,32767
30184315,0,32767,32767,32767,-100,-100,32767
30186305,0,32767,32767,32767,-50,-50,32767
30190329,0,32767,32767,32767,-60,-60,32767
30194303,0,32767,32767,32767,-80,-80,32767
30198333,0,32767,32767,32767,-80,-80,32767
30202303,0,32767,32767,32767,-80,-80,32767
30206704,0,32767,32767,32767,-84,-84,32767
30211312,0,32767,32767,32767,-90,-90,32767
30215301,0,32767,32767,32767,-86,-86,32767
30219302,0,32767,32767,32767,-80,-80,32767
30221752,0,32767,32767,32767,-64,-64,32767
30226307,0,32767,32767,32767,-70,-70,32767
30231296,0,32767,32767,32767,-95,-95,32767
30235296,0,32767,32767,32767,-89,-89,32767
30240322,0,32767,32767,32767,-91,-91,32767
30243454,0,32767,32767,32767,-82,-82,32767
30248332,0,32767,32767,32767,-80,-80,32767
30254802,0,32767,-2,32767,-65,-65,32767
30259303,0,32767,32767,32767,-60,-60,32767
30263323,0,32767,32767,32767,-85,-85,32767
30268410,0,32767,32767,32767,-91,-91,32767
30276309,0,32767,32767,32767,-79,-79,32767
30279299,0,32767,32767,32767,-59,-59,32767
30283347,0,32767,32767,32767,-70,-70,32767
30288473,0,32767,32767,32767,-92,-92,32767
30291300,0,32767,32767,32767,-80,-80,32767
30295302,0,32767,32767,32767,-69,-69,32767
30300302,0,32767,32767,32767,-90,-90,32767
30305306,0,32767,32767,32767,-100,-100,32767
30311296,0,32767,32767,32767,-59,-59,32767
30315302,0,32767,32767,32767,-69,-69,32767
30319306,0,32767,32767,32767,-81,-81,32767
30324298,0,32767,32767,32767,-89,-89,32767
30327320,0,32767,32767,32767,-80,-80,32767
30331309,0,32767,32767,32767,-71,-71,32767
30336302,0,32767,32767,32767,-90,-90,32767
30340302,0,32767,32767,32767,-90,-90,32767
30344474,0,32767,32767,32767,-81,-81,32767
30349306,0,32767,32767,32767,-90,-90,32767
30352299,0,32767,32767,32767,-78,-78,32767
30359297,0,32767,32767,32767,-70,-70,32767
30365379,0,32767,32767,32767,-80,-80,32767
30369304,0,32767,32767,32767,-101,-101,32767
30377300,0,32767,32767,32767,-120,-120,32767
30383328,0,32767,32767,32767,-140,-140,32767
30392300,0,32767,32767,32767,-150,-150,32767
30397306,0,32767,32767,32767,-140,-140,32767
30400296,0,32767,32767,32767,-79,-79,32767
30407300,0,32767,32767,32767,-100,-100,32767
30425300,0,32767,32767,32767,-251,-251,32767
30429305,0,32767,32767,32767,-220,-220,32767
30433326,0,32767,32767,32767,-80,-80,32767
30438353,0,32767,32767,32767,-90,-90,32767
30443342,0,32767,32767,32767,-100,-100,32767
30446296,0,32767,32767,32767,-79,-79,32767
30449296,0,32767,32767,32767,-59,-59,32767
30453641,0,32767,32767,32767,-74,-74,32767
30457302,0,32767,-32,32767,-81,-81,32767
30461302,0,32767,32767,32767,-77,-77,32767
30466375,0,32767,32767,32767,-90,-90,32767
30471302,0,32767,32767,32767,-100,-100,32767
30474309,0,32767,32767,32767,-80,-80,32767
30478330,0,32767,32767,32767,-70,-70,32767
30483435,0,32767,32767,32767,-91,-91,32767
30487296,0,32767,32767,32767,-89,-89,32767
30494303,0,32767,32767,32767,-109,-109,32767
30497491,0,32767,32767,32767,-102,-102,32767
30501306,0,32767,32767,32767,-70,-70,32767
30504298,0,32767,32767,32767,-68,-68,32767
30509303,0,32767,32767,32767,-80,-80,32767
30511680,0,32767,32767,32767,-74,-74,32767
30528352,0,32767,32767,32767,-167,-167,32767
30533353,0,32767,32767,32767,-81,-81,32767
30536309,0,32767,32767,32767,-80,-80,32767
30540301,0,32767,32767,32767,-70,-70,32767
30542733,0,32767,32767,32767,-64,-64,32767
30548346,0,32767,32767,32767,-80,-80,32767
30552381,0,32767,32767,32767,-96,-96,32767
30556303,0,32767,-25,32767,-80,-80,32767
30561302,0,32767,32767,32767,-90,-90,32767
30564296,0,32767,32767,32767,-79,-79,32767
30568323,0,32767,32767,32767,-70,-70,32767
30571299,0,32767,32767,32767,-70,-70,32767
30575483,0,32767,32767,32767,-71,-71,32767
30580302,0,32767,32767,32767,-91,-91,32767
30583329,0,32767,32767,32767,-79,-79,32767
30588435,0,32767,32767,32767,-81,-81,32767
30593323,0,32767,32767,32767,-100,-100,32767
30596381,0,32767,32767,32767,-79,-79,32767
30599297,0,32767,32767,32767,-59,-59,32767
30604302,0,32767,32767,32767,-80,-80,32767
