timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
29233157,inf,0,1,1,1,0
30233160,inf,0,1,1,1,0
31233160,inf,0,1,1,1,0
32233162,inf,0,1,1,1,0
33253162,inf,0,1,1,1,0
34253163,inf,0,1,1,1,0
35273162,inf,0,1,1,1,0
36273180,inf,0,1,1,1,0
37273498,inf,0,1,1,1,0
38293162,inf,0,1,1,1,0
38513179,inf,0,1,1,1,1
39033177,inf,0,1,0,1,1
39053162,inf,0,1,0,0,1
39533162,inf,0,0,0,0,0
40533455,inf,0,0,0,0,0
41553178,inf,0,0,0,0,0
42573162,inf,0,0,0,0,0
43593162,inf,0,0,0,0,0
44613177,inf,0,0,0,0,0
45633461,inf,0,0,0,0,0
46653162,inf,0,0,0,0,0
47673167,inf,0,0,0,0,0
48693162,inf,0,0,0,0,0
49693175,inf,0,0,0,0,0
50713188,inf,0,0,0,0,0
51733160,inf,0,0,0,0,0
52733173,inf,0,0,0,0,0
53753165,inf,0,0,0,0,0
54753173,inf,0,0,0,0,0
55773162,inf,0,0,0,0,0
56793160,inf,0,0,0,0,0
57793160,inf,0,0,0,0,0
58793160,inf,0,0,0,0,0
59793162,inf,0,0,0,0,0
60813187,inf,0,0,0,0,0
61833162,inf,0,0,0,0,0
62853160,inf,0,0,0,0,0
63853169,inf,0,0,0,0,0
64873162,inf,0,0,0,0,0
65873177,inf,0,0,0,0,0
66893505,inf,0,0,0,0,0
67913162,inf,0,0,0,0,0
68913359,inf,0,0,0,0,0
69933161,inf,0,0,0,0,0
70933168,inf,0,0,0,0,0
71953467,inf,0,0,0,0,0
72973160,inf,0,0,0,0,0
73973160,inf,0,0,0,0,0
74553157,inf,0,0,1,0,0
74613157,inf,0,0,1,1,0
74653178,inf,0,1,1,1,0
74973156,inf,1,1,1,1,0
75093156,inf,0,1,1,1,0
