timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
29541087,0.0,0.0,0.0
74298702,0.0,0.0,0.0
74500563,0.0,0.0,0.0
74699943,0.0,0.0,0.0
74902081,0.0,0.0,0.0
75098445,0.0,0.0,0.0
