timestamp,load,ram_usage
29492408,0.42936116,0.70972437
30492441,0.54890275,0.77205986
31492408,0.5244267,0.77469176
32492550,0.5466931,0.77469176
33492423,0.54513395,0.77469176
34492408,0.54414403,0.77469176
35492408,0.542234,0.77469176
36492441,0.50556695,0.77469176
37492434,0.5219766,0.77469176
38492423,0.54130256,0.77469176
39492504,0.5391866,0.77469176
40492411,0.5412849,0.77469176
41492408,0.5395646,0.77469176
42492408,0.364874,0.77469176
43492408,0.332671,0.77469176
44492441,0.3353883,0.77469176
45492408,0.33418703,0.77469176
46492493,0.333973,0.77469176
47492408,0.33833635,0.77469176
48492408,0.336272,0.77469176
49492408,0.332848,0.77469176
50492407,0.33851933,0.77469176
51492559,0.33470047,0.77469176
52492406,0.33743864,0.77469176
53492490,0.33617502,0.77469176
54492406,0.33445102,0.77469176
55492408,0.33703035,0.77469176
56492441,0.33615196,0.77469176
57492406,0.3340307,0.77469176
58492408,0.33510935,0.77469176
59492408,0.33645397,0.77469176
60492504,0.33268332,0.77469176
61492406,0.33512467,0.77469176
62493251,0.33470315,0.77469176
63492406,0.33462775,0.77469176
64492408,0.33711135,0.77469176
65492408,0.33532602,0.77469176
66492406,0.33291864,0.77469176
67492504,0.33477533,0.77469176
68492406,0.3377837,0.77469176
69492410,0.33071166,0.77469176
70492408,0.33393067,0.77469176
71492407,0.33611035,0.77469176
72492406,0.3341593,0.77469176
73492549,0.33815795,0.77469176
74492492,0.32926846,0.77469176
