timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
29666418,-0.02845549,-0.02680574,-0.04458618,-0.042685926,0.014706794,-0.038247526,0.0,0.0,0.0,-0.004605976,0.0,0.0,0.0,0.0,0.0,0.2780118,0.27801174,0.1444658,0.2750697,0.2750697,4.0311956,0.0,0.0,0.0,0.09076938,0.0,0.0,0.0,0.0,0.0,0.0003724606,0.0034707028,0.005927844,0.0,0.0,0.0,0.0,0.0,0.0
29888323,-0.040205427,0.026349373,-0.05353933,-0.060614817,-4.4703484e-08,-0.011088133,0.0,0.0,0.0,0.0015195705,0.0,0.0,0.0,0.0,0.0,0.27875865,0.27875862,0.14455645,0.27527484,0.2752748,4.0312033,0.0,0.0,0.0,0.090766564,0.0,0.0,0.0,0.0,0.0,0.000503229,0.010850834,0.015199554,0.0,0.0,0.0,0.0,0.0,0.0
30090317,-0.046866074,0.057750646,-0.09407495,0.0645971,-0.0067256577,-0.020525694,0.0,0.0,0.0,0.0011326814,0.0,0.0,0.0,0.0,0.0,0.2764191,0.27641907,0.14443749,0.27484515,0.27484512,4.031065,0.0,0.0,0.0,0.090775244,0.0,0.0,0.0,0.0,0.0,0.0009298799,0.015542811,0.019544575,0.0,0.0,0.0,0.0,0.0,0.0
30295302,-0.018089095,0.0149639025,-0.015337016,0.01054644,-0.038457073,-0.08087772,0.0,0.0,0.0,0.013903143,0.0,0.0,0.0,0.0,0.0,0.27457955,0.2745795,0.1444446,0.2747776,0.27477756,4.03131,0.0,0.0,0.0,0.090762675,0.0,0.0,0.0,0.0,0.0,0.0005079386,0.008391213,0.013187835,0.0,0.0,0.0,0.0,0.0,0.0
30494303,0.053727664,-0.012636354,0.035744384,0.046509266,0.04855926,-0.05430299,0.0,0.0,0.0,-0.0053105233,0.0,0.0,0.0,0.0,0.0,0.2745457,0.27454564,0.14441691,0.27457443,0.2745744,4.031094,0.0,0.0,0.0,0.09076851,0.0,0.0,0.0,0.0,0.0,0.00024989014,0.006128281,0.009062415,0.0,0.0,0.0,0.0,0.0,0.0
30700311,0.053204887,-0.022136766,-0.081623845,0.037945613,0.018768864,0.113919854,0.0,0.0,0.0,0.001041562,0.0,0.0,0.0,0.0,0.0,0.27516103,0.27516097,0.14446141,0.27469155,0.27469155,4.0311723,0.0,0.0,0.0,0.09077114,0.0,0.0,0.0,0.0,0.0,0.00066912704,0.01031609,0.011821468,0.0,0.0,0.0,0.0,0.0,0.0
30901302,0.0019011479,0.03586248,0.060187116,0.048798434,0.006718673,-0.094963014,0.0,0.0,0.0,0.004563256,0.0,0.0,0.0,0.0,0.0,0.2739147,0.27391464,0.14442348,0.2751714,0.2751714,4.0312033,0.0,0.0,0.0,0.090768434,0.0,0.0,0.0,0.0,0.0,0.0003341781,0.0064131245,0.007603854,0.0,0.0,0.0,0.0,0.0,0.0
31106498,0.0024314795,-0.050618786,0.0652377,-0.035472013,0.012061944,-0.054382443,0.0,0.0,0.0,0.0035275193,0.0,0.0,0.0,0.0,0.0,0.27200645,0.27200636,0.14434366,0.27493244,0.27493244,4.0309567,0.0,0.0,0.0,0.09076296,0.0,0.0,0.0,0.0,0.0,0.00025148745,0.003351164,0.004733453,0.0,0.0,0.0,0.0,0.0,0.0
31305381,0.02399407,-0.017020414,-0.068211846,0.04570942,-0.045097034,-0.020186841,0.0,0.0,0.0,-0.0015257073,0.0,0.0,0.0,0.0,0.0,0.27176028,0.27176023,0.14430286,0.27482918,0.27482915,4.0307713,0.0,0.0,0.0,0.09076525,0.0,0.0,0.0,0.0,0.0,0.00037918918,0.004822837,0.006583195,0.0,0.0,0.0,0.0,0.0,0.0
31513348,0.06158701,-0.02496326,0.025833007,-0.033760734,-0.036910236,-0.11417258,0.0,0.0,0.0,-0.013612051,0.0,0.0,0.0,0.0,0.0,0.27266636,0.27266628,0.14433451,0.27464232,0.2746423,4.0307674,0.0,0.0,0.0,0.09076232,0.0,0.0,0.0,0.0,0.0,0.00018956694,0.003910624,0.0038704036,0.0,0.0,0.0,0.0,0.0,0.0
31717303,0.0038259034,-0.0004299665,0.07714173,0.036638945,0.02655044,-0.068327785,0.0,0.0,0.0,-0.00017804326,0.0,0.0,0.0,0.0,0.0,0.2738534,0.2738533,0.1444228,0.27459347,0.27459344,4.0302935,0.0,0.0,0.0,0.09075449,0.0,0.0,0.0,0.0,0.0,0.00035213443,0.0064916,0.007470759,0.0,0.0,0.0,0.0,0.0,0.0
31919924,-0.0027764514,-0.004517798,0.011597736,0.0057686046,0.006864682,0.037867546,0.0,0.0,0.0,0.004382178,0.0,0.0,0.0,0.0,0.0,0.2752874,0.2752873,0.14456795,0.2747387,0.27473867,4.030446,0.0,0.0,0.0,0.090748705,0.0,0.0,0.0,0.0,0.0,0.00036561917,0.005102549,0.006741438,0.0,0.0,0.0,0.0,0.0,0.0
32122309,-0.05319019,0.012684035,-0.057347808,-0.059785083,-0.0070750155,-0.08768433,0.0,0.0,0.0,-0.002382798,0.0,0.0,0.0,0.0,0.0,0.2761493,0.27614927,0.14473645,0.2748793,0.2748793,4.0303073,0.0,0.0,0.0,0.09074077,0.0,0.0,0.0,0.0,0.0,0.00041895214,0.010454656,0.011665572,0.0,0.0,0.0,0.0,0.0,0.0
32322302,-0.0035327764,-0.0075368606,-0.0074206074,-0.019485995,0.0004935041,0.01762259,0.0,0.0,0.0,-0.0034284838,0.0,0.0,0.0,0.0,0.0,0.27623263,0.2762326,0.14492352,0.2747928,0.2747928,4.0301933,0.0,0.0,0.0,0.09073278,0.0,0.0,0.0,0.0,0.0,0.00039966087,0.0068084095,0.009094566,0.0,0.0,0.0,0.0,0.0,0.0
32527541,-0.034548342,-0.017320145,-0.11917827,0.050205365,-0.07053085,-0.019594908,0.0,0.0,0.0,-0.010122774,0.0,0.0,0.0,0.0,0.0,0.27599892,0.2759989,0.14513494,0.27490798,0.27490798,4.030101,0.0,0.0,0.0,0.09072291,0.0,0.0,0.0,0.0,0.0,0.0003010449,0.009656122,0.013069165,0.0,0.0,0.0,0.0,0.0,0.0
32726303,-0.022638258,-0.028751872,0.05526383,0.036942746,0.03344,0.064579725,0.0,0.0,0.0,0.010568869,0.0,0.0,0.0,0.0,0.0,0.27519444,0.2751944,0.14533336,0.27482027,0.27482027,4.0299354,0.0,0.0,0.0,0.090714395,0.0,0.0,0.0,0.0,0.0,0.00036579734,0.008140439,0.006692502,0.0,0.0,0.0,0.0,0.0,0.0
