timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
38480187,inf,0,1,1,1,0
39480190,inf,0,1,1,1,0
40480191,inf,0,1,1,1,0
41500194,inf,0,1,1,1,0
42500205,inf,0,1,1,1,0
43520235,inf,0,1,1,1,0
44540205,inf,0,1,1,1,0
45560205,inf,0,1,1,1,0
46580192,inf,0,1,1,1,0
47580192,inf,0,1,1,1,0
48000514,inf,0,1,1,1,1
48480192,inf,0,1,0,1,1
48500191,inf,0,1,0,0,1
49000195,inf,0,0,0,0,0
50020428,inf,0,0,0,0,0
51040475,inf,0,0,0,0,0
52060190,inf,0,0,0,0,0
53060190,inf,0,0,0,0,0
54060192,inf,0,0,0,0,0
55060220,inf,0,0,0,0,0
56080190,inf,0,0,0,0,0
57080190,inf,0,0,0,0,0
58080192,inf,0,0,0,0,0
59080206,inf,0,0,0,0,0
60100204,inf,0,0,0,0,0
61120190,inf,0,0,0,0,0
62120192,inf,0,0,0,0,0
63140190,inf,0,0,0,0,0
64140190,inf,0,0,0,0,0
65140192,inf,0,0,0,0,0
66160190,inf,0,0,0,0,0
67160190,inf,0,0,0,0,0
68160190,inf,0,0,0,0,0
69160513,inf,0,0,0,0,0
70180190,inf,0,0,0,0,0
71181755,inf,0,0,0,0,0
72200192,inf,0,0,0,0,0
73220885,inf,0,0,0,0,0
74240191,inf,0,0,0,0,0
75240194,inf,0,0,0,0,0
76260190,inf,0,0,0,0,0
77260205,inf,0,0,0,0,0
78260459,inf,0,0,0,0,0
79280209,inf,0,0,0,0,0
80300680,inf,0,0,0,0,0
81320194,inf,0,0,0,0,0
82340208,inf,0,0,0,0,0
83360194,inf,0,0,0,0,0
84100187,inf,0,0,1,0,0
84160187,inf,0,0,1,1,0
84200190,inf,0,1,1,1,0
