timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_angle
39021436,0.0,0.0,0.0
83847309,0.0,0.0,0.0
84047480,0.0,0.0,0.0
84246127,0.0,0.0,0.0
84457838,0.0,0.0,0.0
84659041,0.0,0.0,0.0
