timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
39240323,0.27959105,-0.0347443,0.4749903
39244302,0.27859795,-0.03446238,0.46866265
39265137,0.27938116,-0.030670501,0.46768034
39265895,0.276488,-0.03319656,0.47533062
39268316,0.27752632,-0.03758258,0.46804935
39272302,0.28011665,-0.03344469,0.46770662
39275323,0.27339065,-0.035194367,0.4702854
39282316,0.27633023,-0.030710567,0.47266462
39285347,0.27397105,-0.03151415,0.46873537
39288381,0.27814972,-0.029925741,0.47320086
39292302,0.2781169,-0.03293224,0.47337967
39296302,0.2784121,-0.035171725,0.4705247
39300347,0.27526072,-0.033812936,0.4714373
39304303,0.27448824,-0.037023056,0.47311246
39307033,0.2752621,-0.03752695,0.46748662
39312305,0.27405718,-0.037352365,0.47203913
39315321,0.27869272,-0.036212325,0.46825707
39319305,0.27624676,-0.03553294,0.47106856
39324304,0.27907467,-0.035197712,0.47183484
39334311,0.27711087,-0.032619588,0.47516498
39335510,0.27422246,-0.036438838,0.46827215
39341302,0.28035527,-0.034524884,0.4685572
39345323,0.2777059,-0.032055024,0.47288445
39349305,0.27463132,-0.035781305,0.47540647
39353306,0.27996927,-0.031377308,0.47082528
39357309,0.27685276,-0.03209558,0.47060487
39361302,0.27996156,-0.037454497,0.47445735
39366301,0.28114727,-0.032743346,0.47107154
39369296,0.27735338,-0.033441655,0.4706024
39373302,0.27768773,-0.036891237,0.47263217
39377303,0.28119624,-0.030027134,0.47524258
39382302,0.27352187,-0.032718573,0.46992096
39387384,0.27367505,-0.036080446,0.4680591
39390382,0.2746063,-0.03312256,0.4715251
39394296,0.27522403,-0.033871826,0.46854842
39398381,0.27393606,-0.034806635,0.47168198
39403304,0.27888453,-0.037156433,0.4722667
39406302,0.27603683,-0.031168032,0.46881548
39410323,0.27826366,-0.032115642,0.4718611
39413311,0.28104383,-0.030614298,0.4675578
39418320,0.27502468,-0.031575836,0.47094306
39422302,0.27536127,-0.030117312,0.47027627
39425344,0.27444467,-0.03451913,0.46863607
39429300,0.2792646,-0.03398759,0.4729352
39434302,0.27960378,-0.036428507,0.47245067
39438296,0.28096798,-0.030568121,0.47335583
39443312,0.2763278,-0.037416775,0.46976802
39448306,0.2770562,-0.03397399,0.46957803
39451296,0.2747831,-0.031797472,0.4724724
39455336,0.2790963,-0.03511107,0.46990052
39459302,0.27897558,-0.035474107,0.4676794
39465322,0.27806565,-0.036291517,0.47415063
39468296,0.2808264,-0.030532192,0.4679175
39473304,0.2751518,-0.03587729,0.474863
39476296,0.27483386,-0.030157961,0.46757323
39480325,0.2762678,-0.031849988,0.47333276
39483300,0.28017607,-0.029763611,0.47435424
39487302,0.27873537,-0.036032893,0.47388288
39492306,0.28080449,-0.034618553,0.47193083
39496300,0.28031293,-0.033023678,0.47199786
39500344,0.27480146,-0.035954084,0.47041932
39504304,0.2786486,-0.036367968,0.46806082
39509381,0.27854988,-0.035452288,0.4687541
39512322,0.27525228,-0.037585482,0.47258347
39516302,0.27535424,-0.033116255,0.4689099
39526305,0.27874014,-0.037458226,0.4682472
39529296,0.28115696,-0.035324693,0.473999
39532296,0.27658787,-0.03711272,0.47130844
39540342,0.27458143,-0.035145365,0.4749378
39543311,0.27346572,-0.03118249,0.47403184
39548307,0.2738931,-0.035116643,0.47159028
39551296,0.28040847,-0.036450658,0.4681261
39557300,0.280477,-0.031191131,0.47506723
39560327,0.28025225,-0.036333863,0.47312087
39563296,0.27986252,-0.035184328,0.47214958
39567795,0.28096783,-0.030012552,0.46848184
39572296,0.2738151,-0.0359677,0.4726786
39576305,0.27743387,-0.03764012,0.47510186
39580340,0.27840635,-0.03250844,0.47139403
39585331,0.27897814,-0.032393686,0.4738679
39588306,0.27901927,-0.03453166,0.472278
39596305,0.27663952,-0.033379514,0.47175035
39598324,0.2775088,-0.03189913,0.47543147
39605352,0.27383596,-0.031699643,0.4750845
39609378,0.28068426,-0.031317554,0.47238892
39612626,0.27599737,-0.03315436,0.47519577
39617302,0.27931008,-0.032326255,0.47346762
39621311,0.27325562,-0.037594315,0.47362944
39631383,0.2795556,-0.033977415,0.47288266
39634311,0.27414867,-0.03340011,0.46925372
39644776,0.28006482,-0.034702525,0.46961045
39646322,0.28103304,-0.036359046,0.47306892
39650323,0.2804959,-0.033908628,0.4683869
39654306,0.2737807,-0.033071704,0.47236133
39656621,0.27970946,-0.035114784,0.47521785
39661302,0.27662334,-0.037169974,0.46870607
39665323,0.2794814,-0.03566001,0.4682313
39669296,0.2758145,-0.032809786,0.46989855
39676306,0.27796018,-0.033077475,0.4751873
39679296,0.28000042,-0.03258504,0.47025716
39683302,0.27858812,-0.03174365,0.47039616
39687303,0.27407998,-0.03516345,0.47418806
39691304,0.2779015,-0.031133065,0.47292486
39694300,0.27419785,-0.036416482,0.47463745
39698305,0.27640414,-0.031613998,0.47263858
39702268,0.2758197,-0.031477816,0.47109458
39707296,0.27719504,-0.030696386,0.4729432
39711296,0.27844626,-0.03154214,0.47439787
39714296,0.27771136,-0.031757407,0.47150213
39718436,0.27851903,-0.033730887,0.47473654
39724296,0.27398998,-0.030000871,0.46936834
39728303,0.27698326,-0.031632833,0.46823415
