timestamp,load,ram_usage
38487581,0.42537344,0.70646906
39487550,0.5335431,0.77205986
40487406,0.5442149,0.77469176
41487410,0.5456154,0.77469176
42487409,0.53806955,0.77469176
43487430,0.5330875,0.77469176
44487409,0.54254377,0.77469176
45487494,0.53999865,0.77469176
46487419,0.5398009,0.77469176
47487409,0.537843,0.77469176
48487406,0.40264022,0.77469176
49487443,0.33749098,0.77469176
50487418,0.32986033,0.77469176
51487408,0.33748603,0.77469176
52487408,0.33418602,0.77469176
53487409,0.33697802,0.77469176
54487408,0.33706033,0.77469176
55487410,0.3335753,0.77469176
56487408,0.33781868,0.77469176
57487441,0.33670896,0.77469176
58487406,0.3353557,0.77469176
59488440,0.33579713,0.77469176
60487406,0.33601546,0.77469176
61487409,0.33620036,0.77469176
62487408,0.33389235,0.77469176
63487409,0.33627802,0.77469176
64487441,0.33584434,0.77469176
65487408,0.33530933,0.77469176
66487408,0.33495498,0.77469176
67488024,0.3364048,0.77469176
68487408,0.35117733,0.77469176
69487408,0.35396302,0.77469176
70487408,0.353975,0.77469176
71487409,0.35635197,0.77469176
72487406,0.35446608,0.77469176
73487408,0.35468262,0.77469176
74487410,0.35253364,0.77469176
75487408,0.35543436,0.77469176
76487408,0.345917,0.77469176
77487408,0.335576,0.77469176
78487426,0.34506464,0.77469176
79487408,0.35209376,0.77469176
80487406,0.3551197,0.77469176
81489091,0.35449302,0.77469176
82487408,0.3550706,0.77469176
83487408,0.35500097,0.77469176
84487408,0.34282202,0.77469176
